activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,14460,TX,48113.0,48113031401.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originated,1,385000.0,85.0,7.125,2.25,2,8750.0,3750.0,4500.0,2500.0,1250.0,360,,,2,2,2,2,,450000.0,1,1,3,5,1,,118000.0,38.0,1,1,2,5,1,4,5,8,1,4,1,5,1,4,45-54,35-44,No,No,1,1
2024,16980,CA,6073.0,6073011202.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,Loan originated,1,525000.0,96.5,6.75,1.75,2,12500.0,5500.0,7500.0,3500.0,2000.0,360,,,2,2,2,2,,545000.0,1,1,3,5,1,,98000.0,42.0,1,3,1,5,1,4,2,8,1,4,1,5,1,4,35-44,25-34,No,No,1,1
2024,19780,FL,12011.0,12011008203.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,Loan originated,1,415000.0,100.0,6.5,1.5,2,9800.0,4200.0,5200.0,2800.0,1500.0,360,,,2,2,2,2,,415000.0,1,1,3,5,1,,105000.0,35.0,1,1,2,5,1,4,3,8,1,4,1,5,1,4,25-34,25-34,No,No,1,1
2024,38060,OH,39035.0,39035104700.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,Application approved but not accepted,3,75000.0,,8.25,3.5,3,,,,,,180,,,2,2,2,2,,400000.0,1,1,3,5,1,,85000.0,,3,10,4,5,3,4,6,8,3,4,4,5,4,4,45-54,9999,No,,1,1
2024,12060,GA,13135.0,13135080100.0,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,Loan originated,1,285000.0,100.0,6.375,1.25,2,7200.0,3100.0,3800.0,2200.0,1100.0,360,,,2,2,2,2,,285000.0,1,1,3,5,1,,78000.0,31.0,1,1,2,5,1,4,6,8,1,4,1,5,1,4,35-44,35-44,No,No,1,1
2024,35620,NY,36005.0,36005011300.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,Application denied,1,650000.0,,7.875,2.75,3,,,,,,,,,2,2,2,2,,780000.0,1,1,3,5,1,,185000.0,43.0,1,10,2,5,1,4,5,8,1,4,1,5,1,4,55-64,45-54,Yes,No,1,1
2024,41860,WA,53033.0,53033021904.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,Loan originated,1,775000.0,80.0,6.875,1.875,2,11250.0,4875.0,6250.0,3625.0,1875.0,360,,,2,2,2,2,,968750.0,1,1,3,5,1,,225000.0,29.0,1,1,1,5,1,4,5,8,1,4,1,5,1,4,35-44,35-44,No,No,1,1
2024,38060,OH,39061.0,39061010402.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,Loan originated,1,195000.0,96.5,7.0,2.0,2,6850.0,2950.0,3650.0,2100.0,950.0,360,,,2,2,2,2,,202000.0,1,1,3,5,1,,65000.0,39.0,1,1,2,5,1,4,2,8,1,4,1,5,1,4,25-34,25-34,No,No,1,1
2024,12060,GA,13089.0,13089004102.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,File closed for incompleteness,1,425000.0,,,,3,,,,,,,,,2,2,2,2,,525000.0,1,1,3,5,1,,125000.0,,10,10,4,5,3,4,6,8,3,4,4,5,4,4,35-44,9999,No,,1,1
2024,14460,TX,48121.0,48121010405.0,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,Loan originated,32,95000.0,,9.25,4.25,2,4500.0,2100.0,2600.0,1800.0,800.0,180,,,2,2,2,2,,380000.0,1,1,3,5,1,,88000.0,41.0,1,1,2,5,1,4,3,8,1,4,1,5,1,4,45-54,45-54,No,No,1,1
