data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1992,City,CA,California,1992-04-12,2,0,3,2,1,White,Non-Hispanic,2,Intimidation,2,Residence/Home,Anti-Black,Individuals,No,No
1995,County,TX,Texas,1995-09-28,1,1,2,2,0,Black,Hispanic,2,Simple Assault,2,High School,Anti-Hispanic,Individuals,Yes,No
1998,State,NY,New York,1998-11-03,0,3,4,3,1,Asian,Non-Hispanic,3,Destruction/Damage/Vandalism,3,Church/Synagogue,Anti-Jewish,Individuals,No,Yes
1991,City,FL,Florida,1991-02-15,1,0,1,1,0,White,Non-Hispanic,1,Aggravated Assault,1,Highway/Road,Anti-White,Individual,No,No
1994,County,IL,Illinois,1994-07-22,2,0,2,2,0,Black,Non-Hispanic,2,Intimidation,2,Residence/Home,Anti-White,Individuals,No,No
1997,City,PA,Pennsylvania,1997-12-05,0,1,1,1,0,White,Non-Hispanic,1,Simple Assault,1,Middle School,Anti-Islamic,Individual,No,No
2000,State,OH,Ohio,2000-03-17,3,0,5,4,1,White,Non-Hispanic,3,Destruction/Damage/Vandalism,3,Church/Synagogue,Anti-Catholic,Individuals,Yes,No
2002,County,MI,Michigan,2002-08-09,1,0,2,1,1,Black,Hispanic,1,Aggravated Assault,1,Parking Lot/Garage,Anti-Hispanic,Individual,No,No
2005,City,GA,Georgia,2005-01-26,0,2,3,2,1,White,Non-Hispanic,2,Intimidation,2,Elementary School,Anti-Black,Individuals,No,Yes
2008,State,NC,North Carolina,2008-06-14,2,0,2,2,0,Black,Non-Hispanic,2,Simple Assault,2,Restaurant,Anti-White,Individuals,No,No
2011,County,VA,Virginia,2011-10-30,1,0,1,1,0,White,Hispanic,1,Destruction/Damage/Vandalism,1,Residence/Home,Anti-Hispanic,Individual,No,No
1993,City,WA,Washington,1993-05-18,0,1,2,1,1,Asian,Non-Hispanic,1,Intimidation,1,High School,Anti-Asian,Individual,No,No
1996,State,NJ,New Jersey,1996-12-21,4,0,6,5,1,White,Non-Hispanic,4,Aggravated Assault,4,Church/Synagogue,Anti-Jewish,Individuals,Yes,No
