activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,36,005,000200,Conventional: First lien,Single family (1-4 units),Hispanic or Latino,Asian,Male,1,1,375000,80,7.25,1.5,0,8500,2500,3500,500,1000,360,0,0,0,0,0,0,468750,1,1,1111,1111,1,0,112000,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,42,0,0,1,1
2024,31080,06,037,421300,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,White,Male,1,1,650000,75,6.875,1.25,0,12000,3200,4500,750,1500,360,0,0,0,0,0,0,866667,1,1,1111,1111,1,0,195000,32,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,52,49,0,0,1,1
2024,16980,17,031,800302,FHA: First lien,Single family (1-4 units),Hispanic or Latino,Black or African American,Female,1,1,245000,96,7.5,0,0,7500,1800,2800,0,500,360,0,0,0,0,0,0,255208,1,1,1111,1111,1,0,65000,43,2,2,1,1,1,1,3,3,1,1,2,2,1,1,1,38,35,0,0,1,1
2024,19100,21,067,980500,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,Asian,Female,1,1,420000,85,7.125,1.75,0,9500,2800,3800,650,1200,360,0,0,0,0,0,0,494118,1,1,1111,1111,1,0,135000,36,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,41,39,0,0,1,1
2024,26420,12,057,130400,VA: First lien,Single family (1-4 units),Not Hispanic or Latino,White,Male,1,1,385000,90,6.5,0,0,6800,1500,2500,0,800,360,0,0,0,0,0,0,427778,1,1,1111,1111,1,0,98000,28,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,34,32,0,0,1,1
2024,41860,48,141,990201,Conventional: First lien,Single family (1-4 units),Hispanic or Latino,White,Male,1,1,295000,82,7.375,1.6,0,8200,2200,3200,550,1000,360,0,0,0,0,0,0,359756,1,1,1111,1111,1,0,88000,40,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,39,37,0,0,1,1
2024,38060,45,019,001500,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,Black or African American,Female,1,1,510000,78,7.0,1.4,0,10500,3000,4000,700,1400,360,0,0,0,0,0,0,653846,1,1,1111,1111,1,0,155000,34,1,1,2,2,1,1,3,3,1,1,2,2,1,1,1,47,44,0,0,1,1
2024,12060,13,089,120302,FHA: First lien,Single family (1-4 units),Hispanic or Latino,Asian,Male,1,1,198000,95,7.625,0,0,6800,1600,2400,0,400,360,0,0,0,0,0,0,208421,1,1,1111,1111,1,0,58000,45,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,33,31,0,0,1,1
2024,14460,29,099,950100,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,White,Female,1,1,720000,70,6.75,1.8,0,13500,3800,5000,900,1800,360,0,0,0,0,0,0,1028571,1,1,1111,1111,1,0,225000,30,1,1,2,2,1,1,5,5,1,1,2,2,1,1,1,55,53,1,1,1,1
2024,33100,08,005,850400,Conventional: First lien,Single family (1-4 units),Hispanic or Latino,White,Male,1,1,340000,88,7.5,1.3,0,8800,2400,3400,500,1100,360,0,0,0,0,0,0,386364,1,1,1111,1111,1,0,105000,42,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,43,41,0,0,1,1
2024,38900,53,033,540300,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,Asian,Male,1,1,580000,73,6.875,1.5,0,11200,3200,4200,750,1500,360,0,0,0,0,0,0,794521,1,1,1111,1111,1,0,180000,33,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,49,46,0,0,1,1
2024,23820,39,035,610200,VA: First lien,Single family (1-4 units),Not Hispanic or Latino,Black or African American,Male,1,1,275000,92,6.75,0,0,7200,1800,2600,0,600,360,0,0,0,0,0,0,298913,1,1,1111,1111,1,0,78000,31,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,37,35,0,0,1,1
2024,35620,36,081,970800,Conventional: First lien,Single family (1-4 units),Hispanic or Latino,White,Female,1,1,450000,80,7.25,1.4,0,9800,2600,3600,600,1200,360,0,0,0,0,0,0,562500,1,1,1111,1111,1,0,130000,37,1,1,1,1,1,1,5,5,1,1,2,2,1,1,1,44,42,0,0,1,1
2024,31080,06,071,830100,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,Asian,Female,1,1,825000,65,6.5,2.0,0,15000,4200,5500,1000,2000,360,0,0,0,0,0,0,1269231,1,1,1111,1111,1,0,275000,27,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,58,55,1,1,1,1
2024,16980,17,089,720500,FHA: First lien,Single family (1-4 units),Hispanic or Latino,Black or African American,Male,1,1,189000,97,7.75,0,0,6500,1500,2200,0,300,360,0,0,0,0,0,0,194845,1,1,1111,1111,1,0,55000,46,2,2,1,1,1,1,3,3,1,1,1,1,1,1,1,31,29,0,0,1,1
2024,19100,21,067,980600,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,White,Male,1,1,395000,83,7.125,1.6,0,9200,2500,3400,650,1200,360,0,0,0,0,0,0,475904,1,1,1111,1111,1,0,115000,39,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,46,43,0,0,1,1
2024,26420,12,057,130500,Conventional: First lien,Single family (1-4 units),Hispanic or Latino,Asian,Female,1,1,315000,86,7.375,1.2,0,8400,2300,3300,500,1000,360,0,0,0,0,0,0,366279,1,1,1111,1111,1,0,95000,41,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,40,38,0,0,1,1
2024,41860,48,141,990300,Conventional: First lien,Single family (1-4 units),Not Hispanic or Latino,White,Male,1,1,685000,72,6.75,1.7,0,12800,3600,4700,850,1600,360,0,0,0,0,0,0,952778,1,1,1111,1111,1,0,210000,29,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,53,50,1,0,1,1
2024,38060,45,019,001600,VA: First lien,Single family (1-4 units),Not Hispanic or Latino,Black or African American,Female,1,1,425000,88,6.625,0,0,7800,1900,2800,0,900,360,0,0,0,0,0,0,482955,1,1,1111,1111,1,0,125000,35,1,1,2,2,1,1,3,3,1,1,2,2,1,1,1,42,40,0,0,1,1
2024,12060,13,089,120400,FHA: First lien,Single family (1-4 units),Hispanic or Latino,White,Male,1,1,232000,94,7.625,0,0,7100,1700,2500,0,450,360,0,0,0,0,0,0,246809,1,1,1111,1111,1,0,68000,44,2,2,1,1,1,1,5,5,1,1,1,1,1,1,1,36,34,0,0,1,1
