activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,36,061,36061000100,Conventional,Single Family,Hispanic or Latino,White,Male,1,1,385000,80,6.875,2.25,0,8500,3200,2800,0,750,360,0,0,0,0,0,0,481250,1,1,1111,1111,1,0,98000,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,42,0,0,1111,1
2024,31080,06,037,06037001001,FHA,Single Family,Not Hispanic or Latino,Asian,Female,1,1,425000,85,7.125,2.5,0,9500,3600,3100,0,500,360,0,0,0,0,0,0,500000,1,1,1111,1111,1,0,108000,42,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,38,40,0,0,1111,1
2024,16980,12,031,12031000200,VA,Single Family,Not Hispanic or Latino,Black or African American,Male,1,1,315000,90,6.5,1.75,0,7200,2800,2500,0,650,360,0,0,0,0,0,0,350000,1,1,1111,1111,1,0,85000,35,1,3,2,2,1,3,3,3,1,3,1,3,1,3,1,3,52,0,1,0,1111,1
2024,19100,13,057,13057000300,Conventional,Single Family,Not Hispanic or Latino,White,Female,1,1,525000,75,6.25,1.5,0,11000,4200,3800,500,800,360,0,0,0,0,0,0,700000,1,1,1111,1111,1,0,135000,32,1,1,2,2,1,1,5,5,1,1,2,2,1,1,1,1,41,44,0,0,1111,1
2024,26420,17,043,17043000400,Conventional,Single Family,Not Hispanic or Latino,White,Male,3,3,615000,70,5.875,1.25,0,0,0,0,0,0,360,0,0,0,0,0,0,878571,1,1,1111,1111,1,0,165000,28,1,3,2,2,1,3,5,3,1,3,1,3,1,3,1,3,48,0,0,0,1111,1
2024,41860,48,141,48141000500,FHA,Single Family,Hispanic or Latino,American Indian or Alaska Native,Female,1,1,275000,88,7.375,2.75,0,6800,2500,2200,0,400,360,0,0,0,0,0,0,312500,1,1,1111,1111,1,0,72000,44,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,33,36,0,0,1111,1
2024,38060,45,019,45019000600,Conventional,Single Family,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,485000,82,6.75,2.0,0,9200,3500,3100,0,600,360,0,0,0,0,0,0,591463,1,1,1111,1111,1,0,115000,36,1,3,2,2,1,3,7,3,1,3,1,3,1,3,1,3,39,0,0,0,1111,1
2024,12060,02,090,02090000700,VA,Single Family,Not Hispanic or Latino,Asian,Female,1,1,365000,92,6.625,1.9,0,7800,2900,2600,0,550,360,0,0,0,0,0,0,396739,1,1,1111,1111,1,0,95000,40,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,43,45,0,0,1111,1
2024,14460,05,003,05003000800,Conventional,Single Family,Not Hispanic or Latino,White,Male,1,1,750000,65,5.5,0.75,0,13500,5200,4800,1000,1200,360,0,0,0,0,0,0,1153846,1,1,1111,1111,1,0,185000,25,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,1,55,58,1,1,1111,1
2024,33100,39,035,39035000900,Conventional,Single Family,Hispanic or Latino,Black or African American,Female,1,1,295000,87,7.0,2.4,0,7100,2600,2300,0,450,360,0,0,0,0,0,0,339080,1,1,1111,1111,1,0,78000,46,1,3,1,1,1,3,3,3,1,3,1,3,1,3,1,3,29,0,0,0,1111,1
2024,38900,47,037,47037001000,FHA,Single Family,Not Hispanic or Latino,White,Male,1,1,405000,83,7.25,2.6,0,8600,3200,2900,0,500,360,0,0,0,0,0,0,488193,1,1,1111,1111,1,0,102000,41,1,1,2,2,1,1,5,2,1,1,1,2,1,1,1,1,46,49,0,0,1111,1
2024,49740,53,033,53033001100,Conventional,Single Family,Not Hispanic or Latino,Asian,Female,1,1,555000,78,6.375,1.75,0,10200,3900,3500,0,700,360,0,0,0,0,0,0,711538,1,1,1111,1111,1,0,128000,34,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,37,39,0,0,1111,1
2024,37900,45,015,45015001200,VA,Single Family,Not Hispanic or Latino,White,Male,1,1,335000,95,6.75,2.1,0,7400,2700,2400,0,500,360,0,0,0,0,0,0,352632,1,1,1111,1111,1,0,88000,43,1,3,2,2,1,3,5,3,1,3,1,3,1,3,1,3,50,0,0,0,1111,1
2024,45300,51,107,51107001300,Conventional,Single Family,Not Hispanic or Latino,Black or African American,Female,1,1,425000,80,6.875,2.0,0,8800,3300,3000,0,550,360,0,0,0,0,0,0,531250,1,1,1111,1111,1,0,110000,38,1,1,2,2,1,1,3,1,1,1,2,1,1,1,1,1,42,44,0,0,1111,1
2024,18140,11,001,11001001400,FHA,Single Family,Hispanic or Latino,White,Male,1,1,355000,86,7.125,2.3,0,7900,3000,2700,0,480,360,0,0,0,0,0,0,412791,1,1,1111,1111,1,0,94000,45,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,35,37,0,0,1111,1
2024,29820,21,067,21067001500,Conventional,Single Family,Not Hispanic or Latino,Asian,Female,1,1,635000,72,6.125,1.4,0,11800,4500,4100,750,900,360,0,0,0,0,0,0,881944,1,1,1111,1111,1,0,155000,30,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,48,51,0,1,1111,1
2024,24260,15,003,15003001600,Conventional,Single Family,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,395000,84,6.625,1.85,0,8400,3100,2800,0,520,360,0,0,0,0,0,0,470238,1,1,1111,1111,1,0,100000,40,1,3,2,2,1,3,7,3,1,3,1,3,1,3,1,3,44,0,0,0,1111,1
2024,10420,01,073,01073001700,VA,Single Family,Not Hispanic or Latino,White,Female,1,1,285000,91,6.5,1.8,0,6700,2400,2100,0,380,360,0,0,0,0,0,0,313187,1,1,1111,1111,1,0,76000,47,1,1,2,2,1,1,5,2,1,1,2,2,1,1,1,1,41,43,0,0,1111,1
2024,45340,51,153,51153001800,Conventional,Single Family,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,1,515000,76,6.0,1.25,0,9600,3700,3300,0,650,360,0,0,0,0,0,0,677632,1,1,1111,1111,1,0,120000,33,1,3,2,2,1,3,3,3,1,3,1,3,1,3,1,3,52,0,1,0,1111,1
