data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,County,TX,Texas,1991-03-15,1.0,,2,2.0,,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
1992,City,NY,New York,1992-11-22,,1.0,1,,1.0,Black or African American,Not Specified,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
1993,State,CA,California,1993-07-04,2.0,,1,1.0,,Asian,Not Hispanic or Latino,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
1994,City,FL,Florida,1994-02-28,,,3,,,White,Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Jewish,Religious Organization,S,S
1995,County,IL,Illinois,1995-09-10,1.0,,2,1.0,1.0,Black or African American,Not Hispanic or Latino,1,Robbery,1.0,Gas Station,Anti-White,Individual,S,S
1996,City,PA,Pennsylvania,1996-04-18,,,1,,,Unknown,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
1997,Other,OH,Ohio,1997-12-05,1.0,1.0,2,2.0,,White,Not Hispanic or Latino,2,Burglary,2.0,Residence/Home,Anti-Black or African American,Individual,S,S
1998,City,MI,Michigan,1998-06-30,2.0,,1,1.0,,Black or African American,Not Hispanic or Latino,2,Simple Assault,2.0,Restaurant,Anti-Gay (Male),Individual,S,S
1999,County,GA,Georgia,1999-01-14,,,0,,,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other,S,S
2000,City,WA,Washington,2000-08-22,1.0,,1,1.0,,Asian,Not Hispanic or Latino,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
2001,State,AZ,Arizona,2001-05-07,,1.0,3,,3.0,White,Hispanic or Latino,1,Intimidation,1.0,Park/Playground,Anti-Hispanic or Latino,Individual,S,S
2002,County,NC,North Carolina,2002-10-03,2.0,,2,2.0,,Black or African American,Not Hispanic or Latino,2,Simple Assault,2.0,Bar/Nightclub,Anti-White,Individual,S,S
2003,City,CO,Colorado,2003-03-29,,,1,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Jewish,Religious Organization,S,S
2004,Other,MA,Massachusetts,2004-07-16,1.0,,2,1.0,1.0,White,Not Hispanic or Latino,1,Robbery,1.0,Convenience Store,Anti-Gay (Male),Individual,S,S
2005,City,TN,Tennessee,2005-02-11,,,0,,,Black or African American,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-White,Other,S,S
2006,County,VA,Virginia,2006-09-25,1.0,1.0,1,1.0,,Asian,Not Hispanic or Latino,2,Aggravated Assault,2.0,School/College,Anti-Black or African American,Individual,S,S
2007,City,OR,Oregon,2007-04-30,2.0,,3,2.0,1.0,White,Not Hispanic or Latino,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic (Muslim),Individual,S,S
2008,State,MD,Maryland,2008-11-08,,,1,,,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Jewish,Individual,S,S
2009,City,MN,Minnesota,2009-06-14,1.0,,2,2.0,,White,Hispanic or Latino,1,Burglary,1.0,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
2010,County,WI,Wisconsin,2010-01-27,,1.0,1,,1.0,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Gay (Male),Other,S,S
2011,City,SC,South Carolina,2011-08-19,2.0,,2,1.0,1.0,Black or African American,Not Hispanic or Latino,2,Aggravated Assault,2.0,Park/Playground,Anti-White,Individual,S,S
2012,Other,AL,Alabama,2012-03-06,1.0,,1,1.0,,White,Not Specified,1,Intimidation,1.0,Church/Synagogue/Temple,Anti-Black or African American,Religious Organization,S,S
2013,City,LA,Louisiana,2013-10-22,,,0,,,Asian,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Other,S,S
2014,County,KY,Kentucky,2014-05-14,2.0,1.0,3,2.0,1.0,Black or African American,Not Hispanic or Latino,3,Simple Assault,3.0,Restaurant,Anti-Hispanic or Latino,Individual,S,S
1991,City,OK,Oklahoma,1991-12-01,1.0,,1,1.0,,White,Not Hispanic or Latino,1,Robbery,1.0,Gas Station,Anti-Black or African American,Individual,S,S
1992,State,NV,Nevada,1992-07-19,,,2,,,Unknown,Not Specified,1,Intimidation,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
1993,County,AR,Aransas,1993-02-08,,1.0,1,,1.0,Black or African American,Hispanic or Latino,1,Aggravated Assault,1.0,School/College,Anti-White,Individual,S,S
1994,City,MS,Mississippi,1994-09-30,2.0,,1,1.0,,White,Not Hispanic or Latino,2,Burglary,2.0,Residence/Home,Anti-Gay (Male),Individual,S,S
1995,Other,KS,Kansas,1995-04-12,,,0,,,Asian,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Jewish,Religious Organization,S,S
1996,City,IA,Iowa,1996-11-03,1.0,,2,2.0,,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Bar/Nightclub,Anti-Hispanic or Latino,Individual,S,S
1997,County,UT,Utah,1997-06-25,,,1,,,White,Not Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
1998,City,CT,Connecticut,1998-01-17,2.0,1.0,3,3.0,,Unknown,Not Specified,3,Aggravated Assault,3.0,Park/Playground,Anti-Asian,Individual,S,S
1999,State,NE,Nebraska,1999-08-06,,,2,,,Black or African American,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-White,Other,S,S
2000,City,NM,New Mexico,2000-03-11,1.0,,1,1.0,,White,Hispanic or Latino,1,Robbery,1.0,Convenience Store,Anti-Islamic (Muslim),Individual,S,S
2001,County,WV,West Virginia,2001-10-28,2.0,,2,1.0,1.0,Asian,Not Hispanic or Latino,2,Intimidation,2.0,School/College,Anti-Black or African American,Individual,S,S
2002,City,ME,Maine,2002-05-19,,1.0,1,,1.0,Black or African American,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Jewish,Individual,S,S
2003,Other,ND,North Dakota,2003-12-14,,,0,,,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Gay (Male),Religious Organization,S,S
2004,City,NH,New Hampshire,2004-07-30,1.0,,2,2.0,,Unknown,Not Specified,1,Aggravated Assault,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
2005,County,MT,Montana,2005-02-15,2.0,,1,1.0,,Black or African American,Hispanic or Latino,2,Burglary,2.0,Residence/Home,Anti-White,Individual,S,S
2006,City,RI,Rhode Island,2006-09-03,,,1,,,White,Not Hispanic or Latino,1,Intimidation,1.0,Bar/Nightclub,Anti-Asian,Individual,S,S
2007,State,DE,Delaware,2007-04-07,,,3,,,Asian,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Black or African American,Other,S,S
2008,City,VT,Vermont,2008-11-20,1.0,1.0,2,2.0,,Black or African American,Not Hispanic or Latino,2,Simple Assault,2.0,Park/Playground,Anti-Islamic (Muslim),Individual,S,S
2009,County,WY,Wyoming,2009-06-29,2.0,,1,1.0,,White,Not Hispanic or Latino,2,Robbery,2.0,Gas Station,Anti-Jewish,Individual,S,S
2010,City,DC,District of Columbia,2010-01-08,,,0,,,Unknown,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Other,S,S
2011,Other,AK,Alaska,2011-08-25,1.0,,2,1.0,1.0,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
2012,City,HI,Hawaii,2012-03-14,,1.0,1,,1.0,Asian,Hispanic or Latino,1,Aggravated Assault,1.0,Restaurant,Anti-White,Individual,S,S
2013,County,ID,Idaho,2013-10-02,2.0,,3,2.0,1.0,White,Not Specified,2,Simple Assault,2.0,Church/Synagogue/Temple,Anti-Black or African American,Religious Organization,S,S
2014,City,SD,South Dakota,2014-05-30,,,1,,,Black or African American,Not Hispanic or Latino,1,Burglary,1.0,Residence/Home,Anti-Asian,Individual,S,S
