data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,City,TX,Texas,1991-03-15,1.0,,1,1.0,,White,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-Black or African American,Individual,S,S
1992,County,NY,New York,1992-07-22,,1,2,2.0,,Black or African American,Not Specified,1,Simple Assault,1.0,School/College,Anti-White,Individual,S,S
1993,State,CA,California,1993-11-08,2.0,,1,1.0,,Unknown,Hispanic or Latino,2,Aggravated Assault,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individuals,S,S
1994,City,FL,Florida,1994-02-28,,,1,,1.0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Jewish,Religious Organization,S,S
1995,Other,IL,Illinois,1995-09-12,1.0,1.0,3,2.0,1.0,Asian,Not Specified,2,Robbery,2.0,Convenience Store,Anti-Asian,Individuals,M,S
1996,County,PA,Pennsylvania,1996-04-03,1.0,,1,1.0,,Black or African American,Not Hispanic or Latino,1,Intimidation,1.0,Residence/Home,Anti-White,Individual,S,S
1997,City,OH,Ohio,1997-08-14,,1,1,1.0,,White,Not Specified,1,Simple Assault,1.0,School/College,Anti-Black or African American,Juvenile,S,S
1998,State,MI,Michigan,1998-12-25,2.0,,2,2.0,,Unknown,Not Hispanic or Latino,2,Aggravated Assault,2.0,Bar/Nightclub,Anti-Gay (Male),Individuals,S,S
1999,County,GA,Georgia,1999-05-19,,,1,,,Black or African American,Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Residence/Home,Anti-Hispanic or Latino,Other,S,S
2000,City,WA,Washington,2000-10-01,1.0,,1,1.0,,White,Not Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic (Muslim),Individual,S,S
2001,Other,AZ,Arizona,2001-06-07,3.0,,2,2.0,,American Indian or Alaska Native,Not Specified,3,Simple Assault,3.0,Field/Woods,Anti-American Indian or Alaska Native,Individuals,S,S
2002,County,NC,North Carolina,2002-01-30,,1,1,,1.0,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1.0,School/College,Anti-White,Juvenile,S,S
2003,State,CO,Colorado,2003-07-04,1.0,1.0,1,1.0,,Unknown,Hispanic or Latino,2,Intimidation,2.0,Park/Playground,Anti-Hispanic or Latino,Individuals,S,S
2004,City,MA,Massachusetts,2004-09-11,2.0,,2,1.0,1.0,White,Not Specified,2,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Jewish,Religious Organization,S,S
2005,County,VA,Virginia,2005-03-27,,,1,,,Asian,Not Hispanic or Latino,1,Simple Assault,1.0,Residence/Home,Anti-Asian,Other,S,S
2006,Other,OR,Oregon,2006-08-15,1.0,,1,1.0,,Black or African American,Hispanic or Latino,1,Aggravated Assault,1.0,Bar/Nightclub,Anti-Black or African American,Individual,S,S
2007,City,TN,Tennessee,2007-02-03,,1,2,1.0,1.0,White,Not Hispanic or Latino,1,Intimidation,1.0,School/College,Anti-Gay (Male),Juvenile,S,M
2008,County,MN,Minnesota,2008-11-26,2.0,,1,1.0,,Unknown,Not Specified,2,Robbery,2.0,Convenience Store,Anti-Black or African American,Individuals,S,S
2009,State,NJ,New Jersey,2009-04-18,1.0,,1,1.0,,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic (Muslim),Other,S,S
2010,City,NV,Nevada,2010-07-12,,,2,2.0,,Black or African American,Not Specified,1,Simple Assault,1.0,Hotel/Motel,Anti-White,Individual,S,S
2011,County,MD,Maryland,2011-10-30,3.0,,1,1.0,,American Indian or Alaska Native,Not Hispanic or Latino,3,Aggravated Assault,3.0,Field/Woods,Anti-American Indian or Alaska Native,Individuals,S,S
2012,Other,WI,Wisconsin,2012-05-08,1.0,1.0,1,1.0,,Asian,Hispanic or Latino,2,Intimidation,2.0,Residence/Home,Anti-Hispanic or Latino,Individuals,S,S
2013,State,LA,Louisiana,2013-12-14,,1,1,,1.0,White,Not Hispanic or Latino,1,Simple Assault,1.0,School/College,Anti-Black or African American,Juvenile,S,S
2014,City,AL,Alabama,2014-01-19,2.0,,2,1.0,1.0,Unknown,Not Specified,2,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Jewish,Religious Organization,M,S
1992,County,SC,South Carolina,1992-06-05,1.0,,1,1.0,,Black or African American,Not Hispanic or Latino,1,Aggravated Assault,1.0,Bar/Nightclub,Anti-White,Individual,S,S
1993,City,KY,Kentucky,1993-03-29,,,1,,,White,Not Hispanic or Latino,1,Intimidation,1.0,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Other,S,S
1994,Other,OK,Oklahoma,1994-08-17,2.0,,2,2.0,,Black or African American,Hispanic or Latino,2,Robbery,2.0,Convenience Store,Anti-Hispanic or Latino,Individuals,S,S
1995,County,UT,Utah,1995-11-02,1.0,,1,1.0,,White,Not Specified,1,Simple Assault,1.0,Residence/Home,Anti-Islamic (Muslim),Individual,S,S
1996,State,AR,Arkansas,1996-09-21,,1,1,1.0,,Unknown,Not Hispanic or Latino,1,Aggravated Assault,1.0,Park/Playground,Anti-Gay (Male),Juvenile,S,S
1997,City,MS,Mississippi,1997-04-07,3.0,,1,1.0,,Asian,Not Hispanic or Latino,3,Destruction/Damage/Vandalism of Property,0.0,School/College,Anti-Asian,Individuals,S,S
1998,County,MO,Missouri,1998-12-12,1.0,1.0,2,2.0,,White,Hispanic or Latino,2,Intimidation,2.0,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individuals,S,S
1999,Other,IN,Indiana,1999-07-30,,,1,,,Black or African American,Not Hispanic or Latino,1,Simple Assault,1.0,Hotel/Motel,Anti-Black or African American,Other,S,S
2000,City,CT,Connecticut,2000-02-14,2.0,,1,1.0,,White,Not Specified,2,Aggravated Assault,2.0,Bar/Nightclub,Anti-Jewish,Individuals,S,S
2001,County,NM,New Mexico,2001-10-09,1.0,,2,1.0,1.0,American Indian or Alaska Native,Not Hispanic or Latino,1,Robbery,1.0,Field/Woods,Anti-American Indian or Alaska Native,Individual,S,M
2002,State,NH,New Hampshire,2002-05-26,,,1,,,Unknown,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Church/Synagogue/Temple,Anti-Islamic (Muslim),Religious Organization,S,S
2003,City,ME,Maine,2003-08-03,2.0,1.0,1,1.0,,Black or African American,Not Specified,3,Intimidation,3.0,Residence/Home,Anti-White,Individuals,S,S
