EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Tech Innovations Ltd,62020,12.3,8.7,5.2,3.1,15.4,12.8,22.1,18.9,25.6,21.4,27.8,23.2,24.5,20.3,Medium,2024-03-15
Global Financial Services PLC,66220,9.8,6.2,12.4,8.9,18.7,15.6,21.3,19.8,24.1,20.7,26.9,23.4,27.6,24.1,Large,2024-04-22
Green Energy Solutions Ltd,35110,15.6,11.2,7.8,4.3,14.2,11.5,23.8,20.1,26.3,22.7,28.4,24.9,29.1,25.8,Small,2024-02-18
London Healthcare Group,86210,11.4,7.8,8.9,5.6,13.1,10.8,24.9,21.3,27.2,23.8,29.1,25.6,28.7,24.4,Medium,2024-05-30
Retail Plus Limited,47110,8.2,5.9,4.1,2.8,11.3,9.2,22.6,19.4,25.1,21.7,27.8,24.3,26.4,22.8,Medium,2024-01-12
Urban Construction Co.,42110,18.9,14.3,15.7,11.9,22.1,18.4,25.8,22.1,28.1,24.7,30.2,26.8,29.8,27.2,Large,2024-06-25
Ocean Marine Services,83120,6.7,4.1,3.4,1.8,9.8,7.6,20.3,17.8,23.1,20.4,25.7,22.9,26.3,23.1,Small,2024-03-08
Metropolitan Broadcasting Ltd,58120,13.5,9.8,6.3,4.2,16.8,13.7,23.4,20.2,26.7,22.9,28.9,25.1,27.4,23.8,Medium,2024-07-19
Northern Manufacturing Group,29110,14.2,10.7,9.5,6.8,17.3,14.1,24.2,20.9,26.8,23.4,29.3,25.8,28.5,25.2,Large,2024-02-28
West Coast Transportation Ltd,49310,16.8,12.4,8.2,5.1,19.5,16.3,26.1,23.2,28.7,25.5,30.1,27.3,28.9,26.1,Medium,2024-05-14
South West Retailers Ltd,47220,7.9,5.3,3.8,2.4,10.7,8.9,21.9,18.7,24.5,21.2,27.1,23.6,26.8,23.1,Small,2024-04-05
East Midlands Legal Services,71200,10.5,7.1,5.7,3.6,14.6,11.9,22.8,19.6,25.2,21.8,27.6,24.2,28.3,24.7,Medium,2024-06-12
Central Bank of England,64990,8.3,4.9,11.2,7.8,17.9,14.8,21.1,18.3,23.7,20.5,26.4,22.8,27.1,23.6,Large,2024-01-29
North Eastern IT Solutions,62010,13.8,9.4,6.9,4.5,16.1,13.2,23.9,20.7,26.4,22.8,28.7,25.2,27.8,24.3,Small,2024-07-03
Birmingham Engineering Ltd,33110,17.4,9.6,9.1,6.3,18.8,15.4,25.6,22.1,28.2,24.8,30.3,26.9,29.5,27.4,Medium,2024-02-22
Wales Tourism Services,79110,9.2,6.7,4.6,2.9,12.9,10.1,22.3,19.1,24.8,21.5,27.4,23.9,26.7,23.3,Small,2024-03-19
Yorkshire Insurance Group,66190,11.7,8.2,10.3,7.1,16.5,13.4,23.1,20.2,25.6,22.4,27.9,24.8,28.1,25.1,Medium,2024-05-08
Cardiff Media Networks,58110,12.9,8.9,5.8,3.2,15.3,12.6,23.5,20.1,26.1,22.6,28.3,24.3,27.5,24.1,Large,2024-04-30
Manchester Software House,62020,14.1,10.2,6.4,4.1,16.9,14.2,24.3,21.1,26.6,23.2,28.8,25.3,27.9,24.7,Medium,2024-06-17
Brighton Financial Advisors,66210,9.5,6.3,8.7,5.9,15.2,12.8,22.7,19.5,25.4,21.8,27.3,23.9,27.0,23.7,Small,2024-01-18
Edinburgh Consulting Ltd,74900,10.8,7.4,7.2,4.7,14.8,11.8,23.2,20.0,25.8,22.4,28.1,24.5,27.7,24.3,Medium,2024-07-11
Leicester Automotive Group,30200,15.2,11.8,8.9,6.1,17.6,14.3,25.1,21.9,27.4,24.1,29.5,26.1,28.7,25.5,Large,2024-02-25
Liverpool Retail Complex,47190,8.6,5.8,4.3,2.6,11.8,9.4,21.7,18.2,24.3,21.0,26.9,23.4,26.6,23.0,Medium,2024-03-12
Cambridge Science Center,72110,12.4,8.7,5.5,3.3,15.8,13.1,23.7,20.4,26.2,22.7,28.5,25.0,27.8,24.4,Small,2024-06-07
Gloucester Logistics Ltd,49400,13.1,9.8,7.6,5.4,16.2,13.5,24.5,21.3,27.1,23.7,29.3,25.9,28.4,25.2,Medium,2024-05-23
