EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Tech Innovations Ltd,62012,-12.3,8.7,-5.2,12.4,18.5,15.2,42.1,38.9,31.2,29.8,21.3,25.4,5.4,6.4,Large,2024-03-15
Global Finance Group,66220,-3.8,2.1,4.2,7.8,22.1,25.3,35.7,32.4,38.9,36.8,24.1,26.7,11.3,13.8,Medium,2024-04-22
Healthcare Solutions UK,86230,5.6,-4.3,2.1,3.9,14.8,13.2,28.9,32.1,35.7,30.2,27.3,23.9,18.8,19.1,Small,2024-02-18
Green Energy Systems,38310,-6.7,1.2,-1.8,5.6,19.3,16.7,36.1,33.2,32.8,29.5,25.9,27.1,9.2,10.8,Medium,2024-05-10
Urban Development Co,71120,-2.1,3.4,-8.3,1.9,13.7,15.8,41.2,39.1,30.7,28.9,24.8,27.6,4.3,5.1,Large,2024-03-29
Retail Excellence Ltd,47990,8.9,-1.2,6.5,2.8,11.4,12.3,38.2,35.8,33.1,32.1,23.9,25.8,14.5,16.7,Small,2024-04-17
Financial Services Plus,66300,-9.4,4.7,3.1,8.9,25.8,24.2,32.6,28.9,36.1,31.8,27.8,29.1,12.8,13.3,Medium,2024-02-05
Digital Marketing Agency,73110,-13.2,6.8,8.9,15.2,17.6,16.8,40.8,37.2,35.2,32.9,22.1,23.6,5.9,8.3,Large,2024-03-30
Educational Resources Inc,85510,2.8,-5.2,1.5,3.7,16.2,14.9,32.7,29.1,31.5,28.7,29.3,31.6,9.5,10.1,Medium,2024-05-08
Manufacturing Excellence,20130,4.1,-3.7,2.8,6.3,15.9,17.8,27.8,30.2,31.7,29.5,25.1,26.9,18.4,19.8,Small,2024-04-11
