EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
ACCORDIA GROUP PLC,64209,28.5,22.1,68.2,27.8,52.1,61.5,24.8,72.3,14.9,83.1,26.7,72.9,53.3,46.7,500-999,2025-03-15 09:22:14
BRITISH AIRWAYS PLC,64209,31.8,25.9,74.3,32.1,58.9,67.2,26.2,74.8,15.6,85.2,27.3,73.8,54.1,45.9,1000-4999,2025-04-18 14:45:33
RETAIL INDUSTRIES ASSOCIATION,64209,25.7,19.4,62.4,24.3,48.3,56.9,23.1,70.5,13.8,81.7,24.9,71.1,52.7,47.3,100-499,2025-03-29 16:33:27
LONDON STOCK EXCHANGE GROUP PLC,64209,29.3,24.2,70.1,28.9,54.7,63.1,25.1,73.2,14.7,84.1,26.8,73.4,53.9,46.1,500-999,2025-04-01 11:18:42
ROYAL MAIL GROUP PLC,64209,27.6,21.8,66.8,26.4,51.9,60.7,24.2,71.8,14.4,82.3,26.1,72.3,53.8,46.2,500-999,2025-03-22 13:56:55
UNILEVER PLC,64209,26.8,20.5,64.5,25.2,50.2,58.3,23.4,71.2,14.1,82.8,25.3,71.8,53.2,46.8,1000-4999,2025-04-10 08:44:16
VODAFONE GROUP PLC,64209,32.4,26.7,75.6,34.2,59.3,68.1,26.4,75.1,15.8,85.4,27.6,73.9,54.3,45.7,1000-4999,2025-03-31 17:22:38
HAYS PLC,64209,29.1,23.8,69.8,28.5,54.2,62.8,25.0,73.0,14.8,84.0,26.9,73.3,53.7,46.3,500-999,2025-04-07 10:15:29
TATA CONSULTANCY SERVICES UK LTD,64209,35.2,29.1,82.7,38.9,65.4,75.3,28.1,77.4,17.4,87.6,29.5,78.7,57.0,43.0,500-999,2025-03-19 09:37:41
JOHN LEWIS PARTNERSHIP PLC,64209,24.9,18.7,58.9,23.1,46.1,53.6,22.6,69.8,13.4,80.3,24.1,70.2,51.9,48.1,500-999,2025-04-12 15:41:57
BARNARDO'S,64209,28.3,22.4,67.1,26.9,52.3,61.3,24.9,72.5,14.8,83.6,26.6,72.8,53.4,46.6,100-499,2025-03-26 12:03:21
GREAT WESTERN RAILWAY COMPANY LIMITED,64209,30.1,24.0,65.8,25.4,51.2,60.4,25.3,72.7,14.9,83.4,26.5,72.4,53.5,46.5,500-999,2025-04-05 14:59:33
