EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2025-04-03 15:10:41
BOSTON SCIENTIFIC LIMITED,64209,28.7,21.9,68.2,27.5,52.1,61.3,24.8,72.2,14.7,81.3,26.3,70.4,56.2,43.8,1000-4999,2025-03-15 09:35:22
SANTANDER UK PLC,66200,15.3,12.8,42.1,18.9,41.2,50.7,45.6,54.4,22.3,27.7,21.8,28.2,10.3,11.1,5000+,2025-02-28 14:20:17
BARCLAYS BANK PLC,66200,18.6,15.4,47.8,21.3,45.9,54.8,42.1,57.9,19.5,20.5,20.1,19.9,18.3,18.2,5000+,2025-01-20 16:45:33
ROYAL BANK OF CANADA,66200,22.1,19.7,53.4,24.2,48.7,57.1,39.8,60.2,17.9,15.1,22.4,25.3,19.2,20.8,1000-4999,2025-03-04 10:12:45
COCA-COLA BREWING COMPANY,11000,45.2,38.9,89.1,41.0,67.3,78.2,22.1,77.9,19.8,80.2,30.2,69.8,28.3,31.7,250-499,2025-04-12 08:55:29
APPLE GROVE LIMITED,49400,26.8,20.3,62.5,25.7,50.1,63.2,28.9,71.1,16.5,83.5,29.1,70.9,25.1,29.8,100-249,2025-02-08 13:33:14
TAKESHAKE LIMITED,47410,32.1,26.4,75.6,32.8,58.4,67.9,23.7,76.3,14.6,85.4,28.2,71.8,54.3,45.7,1000-4999,2025-01-17 11:22:58
GREAT WESTERN RAILWAY,62020,20.5,16.8,49.3,22.1,44.9,52.3,38.2,61.8,18.7,19.3,20.9,19.1,17.0,17.8,500-999,2025-03-19 12:47:10
BOLTON GROUP PLASTICS LIMITED,30900,29.6,23.1,65.4,27.8,53.8,62.7,26.7,73.3,15.9,84.1,28.4,71.6,55.2,44.8,250-499,2025-04-08 10:10:37
LENTILS & TURKEY LIMITED,47420,14.3,11.2,38.9,13.4,43.1,51.3,40.8,59.2,24.5,25.5,15.9,17.8,10.3,10.1,50-99,2025-02-14 09:07:52
NATIONAL GRID PLC,62010,17.2,14.4,44.7,19.2,42.5,50.8,37.6,62.4,19.1,18.9,16.8,15.9,18.9,19.8,5000+,2025-01-09 17:14:02
FENWICKS BAKERY LIMITED,10700,35.8,28.7,72.1,31.6,54.7,65.9,27.3,72.7,18.2,81.8,26.9,73.1,51.1,48.9,100-249,2025-03-31 18:25:55
RIPON BUILDERS LIMITED,41000,25.1,19.8,59.6,24.7,51.8,64.7,25.1,74.9,16.3,83.7,28.9,71.1,53.2,46.8,50-99,2025-02-22 14:19:31
SOUTHERN RAILWAY LIMITED,62020,21.4,17.9,51.2,23.5,46.9,53.5,37.8,62.2,19.3,18.7,18.2,16.8,20.5,19.5,500-999,2025-04-05 08:39:44
PETERBOROUGH ENGINEERING GROUP LIMITED,47710,28.3,22.7,63.8,25.6,53.2,64.1,26.1,73.9,15.8,84.2,29.1,70.9,54.8,45.2,100-249,2025-01-25 11:10:11
BRADSHAW INDUSTRIES LIMITED,28120,33.2,26.9,74.3,30.2,57.8,68.4,23.2,76.8,14.2,85.8,27.8,72.2,53.8,46.2,500-999,2025-04-15 09:15:06
SALTNEY TRADING LIMITED,74100,21.8,17.5,52.9,22.4,47.3,55.2,38.9,61.1,18.5,17.5,17.4,16.6,16.2,17.2,1000-4999,2025-03-27 13:28:19
SUNDRY CONSTRUCTION LIMITED,42100,34.7,28.1,71.4,32.9,56.2,66.8,24.8,75.2,16.2,83.8,25.7,74.3,50.3,49.7,250-499,2025-02-11 15:05:55
CITY CENTRAL HOMES LIMITED,68100,19.4,15.7,46.8,20.5,43.6,52.1,40.1,59.9,21.7,24.3,18.5,17.8,16.2,18.2,50-99,2025-01-30 16:30:27
MERCURY FUND FOR EDUCATION LIMITED,85620,8.9,6.4,21.7,9.5,38.9,41.2,50.3,49.7,28.1,28.5,18.9,17.5,12.7,12.9,50-99,2025-03-22 14:48:09
THAMES WATER PLC,61010,16.8,14.2,42.9,18.7,41.8,50.2,39.3,60.7,22.1,19.7,20.4,19.2,18.0,18.8,5000+,2025-02-05 10:26:16
VODAFONE GROUP PLC,64209,25.1,20.9,60.4,26.8,50.2,61.8,30.1,69.9,16.7,83.3,25.9,74.1,50.9,49.1,5000+,2025-04-10 09:33:22
AUBURN WAREHOUSE SOLUTIONS LIMITED,49390,29.5,24.1,66.8,27.4,54.3,65.7,27.5,72.5,16.1,83.9,28.1,71.9,54.4,45.6,100-249,2025-01-28 12:55:17
ELECTRIC HEATING LIMITED,35200,31.2,25.8,70.0,29.3,55.6,66.1,25.3,74.7,14.8,85.2,29.8,70.2,51.9,48.1,250-499,2025-03-14 15:18:31
SILVER BULLET RESTAURANTS LIMITED,56300,23.7,18.9,55.1,23.8,48.6,61.4,28.2,71.8,17.1,82.9,27.3,72.7,53.1,46.9,50-99,2025-02-25 11:42:45
HILL TOP FARMING LIMITED,01200,27.1,21.6,64.2,28.1,52.4,63.8,26.4,73.6,15.5,84.5,28.5,71.5,53.6,46.4,50-99,2025-01-08 10:20:11
STANDARD LIFE PLC,66200,16.3,13.5,40.7,18.1,43.5,51.8,41.6,58.4,19.8,20.2,17.1,16.6,14.6,16.4,1000-4999,2025-04-02 13:54:14
LONDON CITY BUS LIMITED,49400,22.5,17.8,50.9,22.9,46.1,53.0,37.4,62.6,18.9,17.1,19.6,19.4,20.2,19.8,500-999,2025-02-17 14:38:43
MIDLAND HOSPITALITY GROUP LIMITED,56300,30.8,24.6,68.3,25.9,53.6,64.9,26.7,73.3,17.4,82.6,27.2,72.8,52.6,47.4,100-249,2025-03-07 10:01:27
BLOOMFIELD EDUCATIONAL SERVICES,85620,11.4,9.1,33.8,12.7,40.7,47.8,47.2,52.8,26.1,29.2,15.7,13.6,11.7,11.8,50-99,2025-04-06 08:23:31
