EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BARCLAYS BANK PLC,64190,22.1,18.4,45.2,28.7,51.8,65.4,30.2,72.8,18.5,81.2,25.8,74.1,34.7,41.2,10000+,2025-02-18 09:32:15
ROYAL MAIL GROUP PLC,64999,15.8,12.6,38.9,22.1,43.7,52.3,32.1,70.5,19.8,78.3,23.4,69.7,24.7,37.5,5000-9999,2025-01-29 14:27:41
KPMG LLP,74900,18.9,15.2,58.3,35.6,57.9,67.3,28.6,75.2,16.9,83.1,26.4,72.9,30.1,42.8,1000-4999,2025-03-02 11:55:28
HSBC UK PLC,64110,25.6,20.9,42.8,29.1,49.2,57.6,26.8,73.2,17.4,82.5,24.1,71.8,31.7,38.9,10000+,2025-02-28 16:44:12
REALESTATE.COM GROUP LIMITED,69100,19.2,16.5,32.4,21.8,42.1,55.7,35.1,71.9,18.7,80.3,21.9,68.4,24.3,31.6,500-999,2025-04-10 10:19:33
LLOYDS BANKING GROUP PLC,64120,28.7,24.1,44.5,32.6,50.3,60.8,27.5,74.5,16.8,81.7,25.2,72.3,30.5,39.1,10000+,2025-01-14 13:31:47
BOSCH LLC,28900,21.4,17.8,48.1,31.2,53.6,61.9,31.3,75.8,17.2,82.4,26.9,71.6,24.6,36.3,500-999,2025-03-15 08:42:19
THERMODYNAMIC POWER SYSTEMS LIMITED,28120,33.8,29.5,54.7,41.8,59.2,73.1,29.4,80.2,15.6,86.3,23.8,75.6,41.2,48.9,250-499,2025-02-07 17:15:03
UNILEVER PLC,61900,14.6,11.3,36.2,25.1,45.8,54.3,33.7,72.1,20.1,79.4,22.8,67.8,23.4,34.7,10000+,2025-04-05 12:28:56
TATA CONSULTANCY SERVICES LIMITED,62000,16.3,13.7,38.9,27.4,52.6,63.1,29.8,71.4,18.3,82.9,24.7,69.3,27.2,38.6,5000-9999,2025-01-20 18:40:22
PWC LLP,74200,20.7,16.9,53.1,34.8,56.4,66.2,27.9,76.1,18.4,83.5,25.3,72.4,30.4,41.8,1000-4999,2025-03-22 15:09:54
NATIONAL GRID PLC,61100,12.9,9.5,30.8,22.3,40.2,51.8,34.8,71.3,19.6,78.2,23.2,68.9,22.4,36.1,10000+,2025-02-12 11:57:38
SANTANDER UK PLC,64130,24.3,20.6,41.2,31.5,47.9,58.4,26.2,72.8,18.9,81.3,28.1,71.0,35.8,42.7,10000+,2025-04-01 14:12:45
CROWN CORK & SEAL COMPANY LTD,20990,31.7,26.4,45.9,36.2,50.8,64.2,28.3,74.1,15.2,85.4,24.8,72.0,31.7,39.8,500-999,2025-03-08 16:36:09
WILLIAMS & GODET LIMITED,71200,23.5,19.8,42.6,30.1,51.4,61.9,32.1,73.8,16.7,82.6,25.9,68.4,25.3,40.1,1000-4999,2025-01-25 10:24:17
VODAFONE GROUP PLC,61930,26.1,21.4,37.4,28.9,48.6,58.1,27.4,74.8,17.8,81.9,25.2,70.4,31.6,37.3,10000+,2025-04-14 08:15:23
ROYAL DUTCH SHELL PLC,61700,17.8,14.2,41.8,30.3,50.1,59.6,31.9,72.1,18.2,80.6,23.7,69.7,26.2,35.8,10000+,2025-02-21 13:48:50
SAS UK LIMITED,74900,19.4,16.1,39.1,26.8,49.3,57.8,30.8,74.3,17.1,81.6,24.8,69.1,27.3,38.7,250-499,2025-03-17 15:33:36
THE INDEPENDENT GROUP PLC,70220,21.6,17.9,46.3,33.6,52.1,63.8,29.7,71.7,16.5,80.8,25.4,69.4,28.4,38.9,500-999,2025-04-08 14:22:11
BRITISH AMERICAN TOBACCO PLC,11000,13.5,10.7,45.7,32.1,53.4,61.3,34.2,70.9,19.3,77.8,22.1,67.4,24.4,35.8,10000+,2025-01-30 09:56:44
RBS GROUP PLC,64140,30.2,25.8,39.8,28.4,44.6,55.1,26.9,73.6,18.1,82.3,24.3,71.5,30.7,38.4,10000+,2025-03-26 12:18:33
BAE SYSTEMS PLC,71200,15.9,13.1,34.2,24.7,46.7,53.8,28.6,75.2,16.3,81.4,25.1,69.9,27.9,37.6,10000+,2025-02-03 11:07:51
HALLIBURTON UK LIMITED,20910,27.6,23.4,41.9,29.6,49.8,59.7,26.4,73.1,18.7,82.8,24.9,71.2,30.0,39.3,500-999,2025-04-11 16:44:18
BANK OF ENGLAND,64999,8.7,6.3,40.5,29.2,58.3,66.8,31.2,72.4,15.8,80.9,26.1,69.4,27.2,39.5,5000-9999,2025-01-22 10:35:37
MICROSOFT UK LIMITED,62000,18.3,14.8,50.2,34.9,54.7,65.3,28.1,73.8,16.9,82.1,25.2,71.6,30.9,42.1,5000-9999,2025-03-19 13:27:49
CITY AND WESTMINSTER BANK PLC,64150,25.4,22.1,48.7,36.8,55.2,66.4,27.8,75.6,18.6,83.2,26.5,72.9,29.1,41.8,10000+,2025-02-10 14:51:06
