EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
LONDON STOCK EXCHANGE GROUP PLC,66200,18.2,12.8,45.1,32.7,62.3,81.2,32.1,78.9,21.5,83.4,18.3,67.8,28.1,67.6,5000-9999,2025-01-15 09:30:12
ROYAL MAIL PLC,64900,22.6,19.3,38.2,27.9,48.6,72.1,28.9,74.3,18.7,81.2,22.1,73.1,30.3,63.4,10000+,2025-02-20 14:25:47
BARCLAYS BANK PLC,64100,15.4,8.7,42.3,31.2,58.9,78.4,34.2,76.1,22.8,82.3,19.8,68.9,23.2,64.7,5000-9999,2025-03-10 11:05:23
VODAFONE GROUP PLC,61100,17.8,14.2,39.8,29.5,52.4,76.8,30.1,77.6,19.4,80.5,21.2,69.8,29.3,68.1,5000-9999,2025-04-05 16:40:18
BRITISH AIRWAYS PLC,66100,20.1,16.8,51.7,38.9,66.3,84.2,29.6,79.3,18.9,84.1,22.7,71.8,28.8,62.4,5000-9999,2025-01-28 10:15:33
HSBC HOLDINGS PLC,64100,19.6,13.4,48.1,34.5,61.2,82.3,31.3,75.8,20.7,82.6,20.9,69.4,27.1,65.1,5000-9999,2025-02-18 13:50:29
DEUTSCHE BANK PLC,64100,16.3,10.9,33.8,22.1,49.9,77.2,36.4,74.9,23.1,81.7,18.2,67.3,22.3,64.8,5000-9999,2025-03-22 08:45:21
SANTANDER UK PLC,64100,14.9,9.1,41.2,30.8,55.6,79.1,33.8,78.2,21.8,83.7,20.1,66.9,24.3,62.4,5000-9999,2025-04-12 12:35:17
MASTERCARD INTERNATIONAL INCORPORATED,64300,25.7,19.8,47.6,33.4,59.8,83.2,31.2,77.6,20.4,84.1,20.1,70.9,28.3,68.1,500-999,2025-01-30 15:20:44
ROYAL DUTCH SHELL PLC,64300,18.4,14.1,34.9,24.3,57.1,81.4,32.9,79.2,21.3,82.1,19.4,68.5,26.4,65.8,5000-9999,2025-02-25 11:10:36
REXEL UK LTD,64300,32.1,28.6,59.2,42.8,68.4,88.9,27.4,80.2,23.9,85.6,22.8,73.4,25.9,66.8,500-999,2025-03-17 14:30:55
BHP BILLITON PLC,64300,27.8,22.3,49.3,36.7,58.3,82.5,31.8,77.9,22.1,83.1,20.6,70.2,25.5,65.4,5000-9999,2025-04-18 09:55:19
GLAXOSMITHKLINE PLC,64300,13.9,10.2,36.5,25.8,48.7,77.4,35.2,79.1,20.6,84.3,18.9,69.8,25.3,64.9,5000-9999,2025-01-22 16:50:32
UNILEVER PLC,64300,12.7,8.9,38.9,26.5,54.1,78.9,33.1,76.8,22.3,82.5,19.6,68.2,25.0,63.4,5000-9999,2025-02-28 10:05:41
TESCO PLC,64300,29.1,24.8,44.9,33.2,56.8,81.3,29.3,79.8,19.7,84.2,22.1,73.5,28.9,65.8,10000+,2025-03-25 13:20:17
BP PLC,64300,21.4,17.2,39.1,28.4,59.6,83.2,30.9,77.5,21.1,83.2,20.3,70.1,27.7,66.2,5000-9999,2025-04-09 15:40:28
THERMO FISHER SCIENTIFIC INC,64300,28.5,23.1,52.3,37.8,62.1,86.4,28.3,81.6,22.4,85.1,20.5,72.3,29.2,69.3,500-999,2025-01-18 12:15:39
CARPHONE WAREHOUSE PLC,64300,31.2,26.7,48.6,34.9,59.3,81.7,28.1,80.8,20.8,83.6,23.3,74.1,27.8,67.7,500-999,2025-02-15 14:50:42
JAGUAR LAND ROVER LTD,64300,23.8,19.4,43.5,31.8,58.2,81.6,30.7,75.1,21.4,82.8,21.8,72.6,25.1,65.8,500-999,2025-03-30 08:25:14
MICROSOFT UK LTD,64300,16.9,12.3,46.2,38.1,55.8,84.3,29.8,79.5,21.2,83.4,21.5,70.4,27.5,67.2,500-999,2025-04-14 11:35:27
AEROSPACE EUROPE LIMITED,64300,26.3,21.9,41.8,30.2,54.6,78.7,32.4,77.3,19.9,82.9,22.1,71.2,25.6,63.9,500-999,2025-01-25 10:00:48
HILLSDALE SOLUTIONS LTD,64300,34.7,30.1,60.8,43.5,67.2,89.1,26.9,81.8,24.3,86.2,22.4,74.5,26.4,67.9,500-999,2025-02-22 13:45:26
PENNY POST GROUP PLC,64300,24.2,19.7,46.9,34.1,56.7,82.1,30.5,80.2,21.0,83.5,22.8,73.7,25.7,65.8,500-999,2025-03-19 15:30:51
DIXON TECHNOLOGIES LTD,64300,28.9,23.5,49.2,36.5,59.1,81.4,29.4,78.9,22.8,83.7,21.3,72.2,27.5,68.1,500-999,2025-04-02 09:15:38
SOLUTIONS UK LIMITED,64300,30.8,26.2,54.3,39.1,64.2,85.7,27.8,82.3,23.1,84.9,22.2,74.4,26.9,67.5,500-999,2025-01-31 12:20:25
RABO BANK UK LIMITED,64300,14.1,9.8,38.4,28.6,51.7,80.9,35.1,76.2,22.3,83.1,18.7,69.9,24.9,64.2,500-999,2025-02-12 14:10:40
NATIONAL GRID PLC,64300,22.5,17.8,39.2,29.7,56.1,81.3,30.3,78.8,20.9,84.2,21.8,71.2,27.0,65.9,5000-9999,2025-03-28 11:50:57
FERRARI UK LIMITED,64300,29.1,23.4,51.6,37.9,60.9,85.3,29.1,81.2,20.6,82.8,21.9,72.3,28.4,67.4,500-999,2025-04-16 16:25:33
CARRIER UK LTD,64300,20.6,16.9,45.8,33.5,58.1,82.4,32.7,78.5,21.6,82.2,20.1,70.3,25.6,65.3,500-999,2025-01-20 10:45:19
HUBBA SOLUTIONS LIMITED,64300,35.2,30.4,56.7,41.2,66.8,87.7,28.2,81.4,23.5,84.7,22.6,74.2,25.7,67.8,500-999,2025-02-26 13:15:44
TELECOM UK PLC,64300,19.1,14.5,42.1,30.8,53.6,80.7,33.6,78.9,21.2,83.8,20.7,69.6,24.5,64.5,500-999,2025-03-24 09:20:27
GOLDEN GATE SERVICES LTD,64300,27.3,22.7,50.4,35.6,59.3,83.1,31.4,79.2,20.9,84.3,21.1,71.4,27.6,66.3,500-999,2025-04-11 15:50:35
SHIRE GROUP PLC,64300,11.8,8.1,40.5,29.9,53.2,79.1,34.4,76.3,23.4,82.8,18.2,68.9,23.0,64.6,5000-9999,2025-01-29 14:10:42
WESTFIELD GROUP PLC,64300,33.4,28.1,58.3,40.2,64.1,86.2,26.3,81.9,24.5,85.8,23.8,74.9,25.4,68.2,500-999,2025-02-17 09:35:15
SAMSUNG UK LTD,64300,25.8,20.9,52.6,38.4,61.4,85.8,29.9,82.2,21.7,84.6,20.0,70.5,28.4,68.5,500-999,2025-03-14 11:40:28
INTEL UK LIMITED,64300,18.7,13.6,48.8,35.2,57.3,84.9,32.1,80.3,21.8,83.5,19.3,69.2,26.8,67.1,500-999,2025-04-07 13:30:59
BEECHWOOD RESOURCES LTD,64300,31.6,27.8,55.1,41.5,65.3,86.7,27.5,81.3,23.7,85.4,22.8,73.9,25.2,67.7,500-999,2025-01-23 16:05:18
WELLINGTON SERVICES LIMITED,64300,24.5,19.8,47.8,33.9,58.2,82.6,31.8,79.9,21.4,83.7,20.8,72.5,25.8,65.6,500-999,2025-02-24 10:50:45
