"activity_year","derived_msa-md","state_code","county_code","census_tract","derived_loan_product_type","derived_dwelling_category","derived_ethnicity","derived_race","derived_sex","action_taken","loan_purpose","loan_amount","loan_to_value_ratio","interest_rate","rate_spread","hoepa_status","total_loan_costs","total_points_and_fees","origination_charges","discount_points","lender_credits","loan_term","prepayment_penalty_term","intro_rate_period","negative_amortization","interest_only_payment","balloon_payment","other_nonamortizing_features","property_value","construction_method","occupancy_type","manufactured_home_secured_property_type","manufactured_home_land_property_interest","total_units","multifamily_affordable_units","income","debt_to_income_ratio","applicant_credit_score_type","co_applicant_credit_score_type","applicant_ethnicity-1","co_applicant_ethnicity-1","applicant_ethnicity_observed","co_applicant_ethnicity_observed","applicant_race-1","co_applicant_race-1","applicant_race_observed","co_applicant_race_observed","applicant_sex","co_applicant_sex","applicant_sex_observed","co_applicant_sex_observed","applicant_age","co_applicant_age","applicant_age_above_62","co_applicant_age_above_62","submission_of_application","initially_payable_to_institution"

"2024","New York,NY-Newark,NJ-PA","NY","042","12009760300","FHA:First Lien","Single Family (1-4 Units):Site-Built","Not Hispanic or Latino","White","Loan approved","32","350000.0","0.8","4.75","0.0","5","3","10648.79","13000.0","0.0","0.0","15000.0","15","2","2","2","2","350000.0","1","1","3","5","1","95.0","None","None","None","1","1","2","4","55-64","9999","Yes","1","1"
"2024","Los Angeles-Long Beach-Anaheim,CA","CA","031","12008380400","Conventional:First Lien","Single Family (1-4 Units):Site-Built","Hispanic or Latino","Asian","Female","File closed for incompleteness","30","275000.0","0.9","4.25","0.0","3","2","11450.68","15000.0","0.0","0.0","18000.0","20","2","2","2","2","275000.0","1","1","3","5","1","92.0","None","None","None","1","1","2","4","45-54","9999","Yes","1","1"
"2024","Chicago-Naperville-Elgin,IL-IN-WI","IL","071","12008340200","VA:First Lien","Single Family (1-4 Units):Site-Built","Ethnicity Not Available","Race Not Available","Sex Not Available","6","30","400000.0","0.7","3.5","0.0","4","2","13000.0","20000.0","0.0","0.0","30000.0","18","2","2","2","2","400000.0","1","1","3","5","1","100.0","None","None","None","2","2","3","4","65-74","9999","Yes","1","1"
"2024","Houston-The Woodlands-Sugar Land,TX","TX","043","12007970200","FHA:First Lien","Single Family (1-4 Units):Site-Built","Not Hispanic or Latino","Black or African American","Male","Loan approved","32","325000.0","0.8","4.5","0.0","5","3","12348.55","18000.0","0.0","0.0","21000.0","20","2","2","2","2","325000.0","1","1","3","5","1","98.0","None","None","None","1","1","2","4","55-64","9999","Yes","1","1"
"2024","Philadelphia-Camden-Wilmington,PA-NJ-DE-MD","PA","031","12008380300","Conventional:First Lien","Single Family (1-4 Units):Site-Built","Hispanic or Latino","White","Female","File closed for incompleteness","30","300000.0","0.9","4.25","0.0","3","2","11500.55","15000.0","0.0","0.0","18000.0","20","2","2","2","2","300000.0","1","1","3","5","1","90.0","None","None","None","1","1","2","4","45-54","9999","Yes","1","1"
"2024","Dallas-Fort Worth-Arlington,TX","TX","043","12007970300","VA:First Lien","Single Family (1-4 Units):Site-Built","Not Hispanic or Latino","Asian","Male","6","30","450000.0","0.7","3.5","0.0","4","2","13000.0","20000.0","0.0","0.0","30000.0","18","2","2","2","2","450000.0","1","1","3","5","1","102.0","None","None","None","2","2","3","4","65-74","9999","Yes","1","1"
"2024","Washington-Baltimore-Arlington,DC-MD-VA-WV","MD","024","12007560600","FHA:First Lien","Single Family (1-4 Units):Site-Built","Hispanic or Latino","Black or African American","Female","Loan approved","32","380000.0","0.8","4.75","0.0","5","3","12848.79","20000.0","0.0","0.0","28000.0","25","2","2","2","2","380000.0","1","1","3","5","1","96.0","None","None","None","1","1","2","4","55-64","9999","Yes","1","1"
"2024","Los Angeles-Long Beach-Anaheim,CA","CA","031","12008380500","Conventional:Subordinate Lien","Single Family (1-4 Units):Site-Built","Not Hispanic or Latino","White","Male","Application denied","30","325000.0","0.9","4.25","0.0","3","2","11650.68","15000.0","0.0","0.0","18000.0","20","2","2","2","2","325000.0","1","1","3","5","1","92.0","None","None","None","1","1","2","4","45-54","9999","Yes","1","1"
"2024","Chicago-Naperville-Elgin,IL-IN-WI","IL","071","12008340300","VA:First Lien","Single Family (1-4 Units):Site-Built","Ethnicity Not Available","Race Not Available","Sex Not Available","6","30","500000.0","0.7","3.5","0.0","4","2","15000.0","25000.0","0.0","0.0","35000.0","22","2","2","2","2","500000.0","1","1","3","5","1","100.0","None","None","None","2","2","3","4","65-74","9999","Yes","1","1"
"2024","Houston-The Woodlands-Sugar Land,TX","TX","043","12007970300","FHA:First Lien","Single Family (1-4 Units):Site-Built","Not Hispanic or Latino","Black or African American","Male","Loan approved","32","375000.0","0.8","4.5","0.0","5","3","12548.55","18000.0","0.0","0.0","23000.0","22","2","2","2","2","375000.0","1","1","3","5","1","98.0","None","None","None","1","1","2","4","55-64","9999","Yes","1","1"
"2024","Philadelphia-Camden-Wilmington,PA-NJ-DE-MD","PA","031","12008380400","Conventional:First Lien","Single Family (1-4 Units):Site-Built","Hispanic or Latino","White","Female","File closed for incompleteness","30","325000.0","0.9","4.25","0.0","3","2","11600.55","15000.0","0.0","0.0","18000.0","20","2","2","2","2","325000.0","1","1","3","5","1","90.0","None","None","None","1","1","2","4","45-54","9999","Yes","1","1"
