EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Balfour Beatty PLC,41201,26.8,19.3,68.5,22.7,48.2,59.3,32.1,67.9,21.4,78.6,29.7,70.3,51.2,48.8,10000+,2025-02-14 09:22:11
The Co-operative Group Limited,47110,18.5,14.2,45.8,16.9,41.5,48.7,38.6,61.4,29.3,70.7,35.2,64.8,44.1,55.9,10000+,2025-03-01 11:45:33
Next PLC,47710,22.1,17.8,58.3,20.4,44.6,52.1,35.7,64.3,27.9,72.1,31.5,68.5,42.8,57.2,10000+,2025-01-28 14:18:55
Rolls-Royce Holdings PLC,30300,24.7,18.9,62.1,21.6,46.8,54.2,33.4,66.6,25.7,74.3,29.8,70.2,48.5,51.5,10000+,2025-02-03 16:30:22
J Sainsbury PLC,47110,16.2,12.8,42.5,15.3,39.7,46.2,41.2,58.8,32.6,67.4,37.9,62.1,46.3,53.7,10000+,2025-03-15 10:12:44
Tesco PLC,47110,15.8,11.9,40.2,14.1,37.5,43.8,42.7,57.3,34.1,65.9,39.4,60.6,47.8,52.2,10000+,2025-01-20 08:55:17
HSBC Holdings PLC,64191,32.5,28.7,78.4,35.2,62.3,71.5,28.9,71.1,19.6,80.4,24.7,75.3,58.2,41.8,10000+,2025-04-08 13:28:39
Barclays PLC,64191,29.8,25.1,72.6,31.8,58.7,66.4,30.5,69.5,22.3,77.7,26.9,73.1,54.7,45.3,10000+,2025-02-25 15:42:58
NatWest Group PLC,64191,27.3,22.6,66.9,28.5,54.2,61.7,32.1,67.9,24.8,75.2,29.3,70.7,51.4,48.6,10000+,2025-03-22 12:19:11
Lloyds Banking Group PLC,64191,28.6,23.9,69.2,29.7,56.1,63.8,31.3,68.7,23.5,76.5,27.8,72.2,52.9,47.1,10000+,2025-01-15 11:07:25
BP PLC,06100,21.4,16.7,55.8,19.3,43.2,50.6,36.8,63.2,28.4,71.6,33.7,66.3,45.2,54.8,10000+,2025-02-11 09:33:44
Shell UK PLC,06100,23.1,17.5,59.4,20.8,45.7,53.1,34.5,65.5,26.9,73.1,31.2,68.8,47.6,52.4,10000+,2025-03-05 14:51:22
British Airways PLC,51101,19.7,15.2,48.6,17.5,40.8,47.3,39.2,60.8,30.6,69.4,35.7,64.3,44.9,55.1,5000-9999,2025-01-30 16:22:18
Virgin Atlantic Airways Limited,51101,21.3,16.8,52.1,18.9,42.5,49.7,37.4,62.6,29.1,70.9,33.8,66.2,46.3,53.7,1000-4999,2025-02-28 10:45:55
BT Group PLC,61100,25.6,20.4,63.7,23.1,49.3,57.8,33.9,66.1,25.7,74.3,30.4,69.6,49.8,50.2,10000+,2025-03-18 13:14:29
Vodafone Group PLC,61100,24.2,19.1,60.5,21.7,47.1,54.6,35.2,64.8,27.3,72.7,32.0,68.0,48.1,51.9,10000+,2025-02-15 12:08:37
O2 (UK) Limited,61100,22.8,18.3,57.2,20.5,45.6,52.9,36.7,63.3,28.9,71.1,34.1,65.9,46.7,53.3,5000-9999,2025-04-02 15:37:22
Three UK Limited,61100,23.5,18.7,58.9,21.2,46.3,53.8,35.8,64.2,28.1,71.9,33.4,66.6,47.3,52.7,5000-9999,2025-01-25 09:56:44
Marks & Spencer PLC,47110,17.9,13.6,44.1,15.8,38.4,45.2,40.3,59.7,31.7,68.3,36.8,63.2,45.6,54.4,10000+,2025-03-10 11:29:18
John Lewis Partnership PLC,47110,16.5,12.4,41.8,14.7,37.1,43.5,41.9,58.1,33.2,66.8,38.7,61.3,47.2,52.8,10000+,2025-02-20 14:03:51
ASDA Stores Limited,47110,14.2,10.8,38.5,13.1,35.6,41.2,43.6,56.4,35.8,64.2,40.9,59.1,49.1,50.9,10000+,2025-01-18 08:47:33
Morrisons Supermarkets PLC,47110,15.1,11.6,39.7,13.8,36.3,42.1,42.8,57.2,34.5,65.5,39.6,60.4,48.3,51.7,10000+,2025-03-28 16:15:29
Aldi Stores Limited,47110,12.8,9.5,35.2,11.7,33.9,38.6,45.1,54.9,37.2,62.8,42.3,57.7,51.4,48.6,10000+,2025-02-08 10:32:17
Lidl Great Britain Limited,47110,13.5,10.1,36.8,12.4,34.7,39.8,44.3,55.7,36.4,63.6,41.5,58.5,50.2,49.8,10000+,2025-04-05 12:58:44
Amazon UK Services Limited,47910,28.3,22.5,67.4,29.8,53.6,62.1,31.7,68.3,23.9,76.1,28.4,71.6,52.7,47.3,10000+,2025-03-12 14:27:55
Royal Mail PLC,53100,22.7,17.2,56.3,19.8,44.9,52.4,36.2,63.8,28.5,71.5,33.9,66.1,46.8,53.2,10000+,2025-02-26 11:44:22
DHL Services Limited,52290,24.8,19.6,61.2,22.3,48.7,56.5,34.6,65.4,26.8,73.2,31.9,68.1,48.2,51.8,5000-9999,2025-01-22 15:19:37
Hermes Parcelnet Limited,53202,26.1,20.8,64.5,24.7,50.3,59.1,33.2,66.8,25.4,74.6,30.1,69.9,49.6,50.4,1000-4999,2025-03-25 09:08:11
Yodel Delivery Network Limited,53202,25.4,20.1,62.8,23.5,49.1,57.3,33.8,66.2,26.1,73.9,30.7,69.3,48.9,51.1,1000-4999,2025-04-01 16:41:28
Network Rail Limited,49310,27.9,21.6,65.3,25.1,51.7,60.2,32.5,67.5,24.3,75.7,29.1,70.9,50.8,49.2,10000+,2025-02-12 13:52:44
Great Western Railway Limited,49310,24.6,19.3,60.7,22.0,47.4,55.8,35.1,64.9,27.2,72.8,32.6,67.4,47.9,52.1,5000-9999,2025-03-08 10:25:19
Virgin Trains Limited,49310,23.2,18.5,58.1,20.7,45.9,53.6,36.4,63.6,28.7,71.3,34.2,65.8,46.5,53.5,1000-4999,2025-01-28 12:17:33
National Express Group PLC,49390,25.3,19.9,61.8,23.4,48.6,57.1,34.2,65.8,26.5,73.5,31.8,68.2,48.7,51.3,5000-9999,2025-04-04 14:38:55
Stagecoach Group PLC,49390,24.1,18.7,59.5,21.6,46.8,54.9,35.6,64.4,27.9,72.1,33.1,66.9,47.3,52.7,5000-9999,2025-02-21 11:03:22
