EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
QuantumLeap Logistics Ltd,52290,14.7,11.2,45.8,22.3,38.5,41.2,42.1,57.9,35.6,64.4,48.3,51.7,62.4,37.6,250-499,2025-01-12 09:45:22
Thameside Financial Services,64191,22.1,18.9,58.7,35.0,44.2,39.7,28.5,71.5,31.2,68.8,52.1,47.9,68.9,31.1,1000-4999,2025-02-28 14:30:55
Caledonian Care Homes Group,86101,8.3,5.7,12.4,8.9,15.8,18.3,18.7,81.3,22.1,77.9,29.4,70.6,35.2,64.8,500-999,2025-03-15 11:22:10
Meridian Retail Ventures,47789,19.6,16.3,51.2,28.7,41.5,36.9,31.8,68.2,37.5,62.5,49.2,50.8,64.3,35.7,1000-4999,2025-01-25 16:18:44
Pinnacle Engineering Solutions,71111,26.8,23.4,67.9,42.1,58.3,52.7,22.6,77.4,19.8,80.2,35.7,64.3,71.5,28.5,250-499,2025-02-10 13:55:30
NovaTech Innovations,62020,31.5,28.7,74.6,48.3,62.9,55.4,18.9,81.1,21.4,78.6,38.2,61.8,75.1,24.9,500-999,2025-03-08 10:12:58
Heritage Hospitality Group,56302,12.8,9.1,28.5,15.2,32.1,29.7,36.4,63.6,41.2,58.8,52.9,47.1,59.7,40.3,250-499,2025-01-30 08:45:12
Sterling Security Services,80100,16.9,13.5,38.7,21.4,28.6,31.5,45.2,54.8,48.7,51.3,56.1,43.9,61.4,38.6,1000-4999,2025-02-14 15:28:33
Apex Construction Partners,41202,24.3,20.8,62.1,38.5,54.7,48.2,25.7,74.3,29.1,70.9,41.6,58.4,69.8,30.2,500-999,2025-03-22 12:40:45
Lakeside Manufacturing Co,14120,18.7,15.2,47.3,26.8,39.4,35.1,33.5,66.5,36.8,63.2,50.7,49.3,65.2,34.8,250-499,2025-01-18 09:15:27
BrightFuture Education Trust,85310,6.2,3.8,15.7,9.4,22.1,25.3,24.8,75.2,28.3,71.7,34.6,65.4,42.1,57.9,1000-4999,2025-02-05 14:22:18
Summit Energy Utilities,35110,21.4,18.1,55.8,32.7,46.3,41.8,30.2,69.8,33.5,66.5,48.9,51.1,67.4,32.6,500-999,2025-03-11 11:08:55
UrbanStyle Fashion Retail,47710,17.3,14.6,42.1,24.5,37.2,33.8,35.7,64.3,39.4,60.6,51.3,48.7,63.8,36.2,250-499,2025-01-28 16:35:42
Phoenix Legal Services,69109,29.7,26.3,71.2,45.8,59.6,53.1,20.4,79.6,23.7,76.3,36.9,63.1,72.3,27.7,500-999,2025-02-20 10:55:30
GreenLeaf Supermarkets,47110,15.6,12.4,35.8,19.7,33.5,30.2,38.9,61.1,42.3,57.7,53.6,46.4,60.5,39.5,1000-4999,2025-03-05 13:48:22
Northern Rail Operations,49100,19.8,16.7,49.2,27.8,40.1,36.5,32.4,67.6,35.8,64.2,49.7,50.3,64.9,35.1,500-999,2025-01-22 08:30:15
CrystalClear Communications,61900,28.1,24.9,68.7,41.2,56.4,50.8,21.8,78.2,25.3,74.7,37.5,62.5,73.6,26.4,250-499,2025-02-25 15:12:48
Riverside Health Services,86102,9.4,6.8,18.3,11.5,19.7,22.1,21.5,78.5,25.9,74.1,31.7,68.3,38.4,61.6,1000-4999,2025-03-18 09:25:33
Diamond Logistics Solutions,52242,13.9,10.6,32.4,17.8,30.6,27.9,39.7,60.3,43.1,56.9,54.2,45.8,58.9,41.1,500-999,2025-01-15 12:00:58
Atlas Aerospace Engineering,30300,33.2,29.8,76.4,52.1,64.7,58.3,17.2,82.8,19.6,80.4,34.8,65.2,76.9,23.1,250-499,2025-02-08 14:40:22
Serenity Care Services,87200,7.1,4.5,14.8,8.2,16.3,19.5,19.8,80.2,23.4,76.6,30.1,69.9,36.7,63.3,1000-4999,2025-03-01 11:15:44
MetroBank Regional,64191,25.6,22.3,63.9,39.7,52.8,46.2,23.5,76.5,27.2,72.8,40.3,59.7,70.1,29.9,500-999,2025-01-20 16:50:30
BrightSpark Tech Solutions,62030,30.8,27.5,73.1,46.8,61.2,54.7,19.3,80.7,22.1,77.9,37.4,62.6,74.2,25.8,250-499,2025-02-18 10:28:55
Windsor Hotels & Resorts,55110,11.7,8.9,26.3,13.5,29.8,27.2,37.1,62.9,40.5,59.5,51.8,48.2,57.3,42.7,500-999,2025-03-12 13:35:18
Premier Manufacturing UK,14110,20.5,17.4,52.7,30.1,43.6,38.9,31.6,68.4,34.9,65.1,48.5,51.5,66.7,33.3,1000-4999,2025-01-25 09:20:44
OakTree Insurance Brokers,66220,27.3,24.1,65.8,40.5,55.1,49.3,22.7,77.3,26.4,73.6,38.9,61.1,71.8,28.2,250-499,2025-02-12 15:45:22
Velocity Transport Services,49410,18.2,15.1,44.6,25.3,38.7,34.2,34.3,65.7,37.8,62.2,50.4,49.6,62.5,37.5,500-999,2025-03-07 08:55:30
Silverline Pharmaceuticals,21100,16.4,13.2,39.1,21.6,35.2,31.8,36.9,63.1,40.7,59.3,52.1,47.9,59.8,40.2,1000-4999,2025-01-30 12:30:15
Horizon Consulting Group,70229,32.1,28.7,75.3,49.6,63.1,56.8,18.5,81.5,21.3,78.7,35.9,64.1,75.4,24.6,500-999,2025-02-22 11:18:48
MapleLeaf Food Services,56210,14.1,11.3,33.7,18.4,32.8,29.5,38.2,61.8,41.6,58.4,53.7,46.3,58.4,41.6,250-499,2025-03-14 14:22:33
Titan Construction Ltd,42110,23.7,20.2,59.4,36.8,51.2,45.7,26.3,73.7,29.8,70.2,42.1,57.9,68.3,31.7,1000-4999,2025-01-12 10:10:55
BlueWave Digital Media,59111,29.4,26.0,70.8,44.2,57.9,52.1,21.2,78.8,24.6,75.4,37.1,62.9,72.7,27.3,250-499,2025-02-28 16:05:22
Regal Estates Management,68209,24.8,21.5,61.3,37.9,49.7,44.3,24.9,75.1,28.3,71.7,41.5,58.5,69.2,30.8,500-999,2025-03-09 09:48:30
PrimeCare Medical Centres,86210,8.7,6.1,17.2,10.3,18.9,21.4,22.1,77.9,26.7,73.3,32.8,67.2,39.5,60.5,1000-4999,2025-01-18 13:25:44
RedStar Distribution Network,46390,17.6,14.8,43.2,24.7,38.1,34.6,35.4,64.6,38.9,61.1,51.6,48.4,61.7,38.3,500-999,2025-02-15 11:55:18
GoldenGate Financial Advisory,66190,31.7,28.3,74.0,47.5,62.4,55.9,19.1,80.9,22.4,77.6,36.7,63.3,74.8,25.2,250-499,2025-03-20 15:30:55
Emerald Environmental Services,38110,19.3,16.0,48.7,27.5,41.3,37.6,32.8,67.2,36.2,63.8,48.1,51.9,65.4,34.6,1000-4999,2025-01-28 08:40:22
Phoenix HR Solutions,78200,26.5,23.2,64.1,39.8,53.6,47.9,23.1,76.9,26.9,73.1,40.7,59.3,70.5,29.5,500-999,2025-02-26 12:15:48
Starlight Entertainment Venues,93210,13.2,10.4,31.5,16.9,31.7,28.4,37.6,62.4,41.3,58.7,52.4,47.6,57.9,42.1,250-499,2025-03-13 14:48:33
IronBridge Industrial Supplies,46690,21.8,18.5,54.3,32.1,45.7,40.2,30.9,69.1,34.6,65.4,47.8,52.2,66.8,33.2,500-999,2025-01-22 10:22:15
Crescent Moon Hospitality,55202,10.3,7.6,23.7,12.8,28.4,25.9,36.2,63.8,39.8,60.2,50.7,49.3,56.1,43.9,1000-4999,2025-02-11 16:30:44
Vertex Software Development,62012,33.8,30.5,77.9,53.2,66.1,59.7,16.8,83.2,19.2,80.8,33.7,66.3,78.1,21.9,250-499,2025-03-04 11:05:28
Summit Peak Accountancy,69201,28.7,25.4,69.5,43.7,58.2,52.6,20.6,79.4,24.1,75.9,37.8,62.2,73.1,26.9,500-999,2025-01-16 13:12:55
Riverbend Nursery Schools,85100,5.9,3.2,11.6,6.8,13.4,16.7,17.3,82.7,21.2,78.8,28.5,71.5,34.2,65.8,250-499,2025-02-24 09:45:30
Meridian Legal Partners,69101,30.2,26.9,72.6,46.3,60.7,54.2,18.7,81.3,21.9,78.1,36.2,63.8,74.5,25.5,1000-4999,2025-03-16 15:20:18
Coastal Cargo Handling,52241,16.8,13.7,40.9,22.6,36.8,33.1,34.7,65.3,38.2,61.8,49.6,50.4,61.3,38.7,500-999,2025-01-26 08:55:44
Sterling Silver Recruitment,78109,27.9,24.6,67.2,41.8,56.8,51.2,21.4,78.6,25.0,75.0,38.3,61.7,72.0,28.0,250-499,2025-02-19 12:35:22
Northern Lights Marketing,73110,25.3,22.0,62.5,38.1,50.4,45.8,24.2,75.8,27.8,72.2,41.9,58.1,69.7,30.3,500-999,2025-03-08 14:10:55
Highland Timber Products,16100,22.1,18.8,56.7,33.4,47.1,42.6,29.5,70.5,33.1,66.9,46.3,53.7,67.2,32.8,1000-4999,2025-01-31 10:18:30
