EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
QuantumLeap Analytics Ltd,62020,14.7,11.3,45.8,22.1,38.7,41.2,42.1,57.9,35.5,64.5,48.3,51.7,62.4,37.6,250-499,2025-03-28 09:15:22
Thameside Manufacturing PLC,14120,22.5,18.9,58.3,31.7,29.4,34.6,31.2,68.8,27.9,72.1,39.1,60.9,54.7,45.3,1000-4999,2025-04-01 11:42:55
NorthStar Care Trust,86101,8.3,6.1,12.4,8.9,15.2,18.7,18.5,81.5,14.3,85.7,22.6,77.4,34.2,65.8,500-999,2025-04-02 14:20:33
Crimson Peak Hospitality Group,55100,19.8,16.2,41.5,25.3,22.1,26.4,28.7,71.3,24.6,75.4,31.8,68.2,49.3,50.7,1000-4999,2025-03-30 16:55:18
Meridian Legal Services LLP,69109,27.3,24.1,67.9,45.2,48.3,52.7,34.2,65.8,28.5,71.5,41.7,58.3,68.9,31.1,250-499,2025-04-03 10:08:44
GreenBridge Energy Solutions,35110,31.6,28.4,72.5,52.8,61.2,58.4,22.1,77.9,19.7,80.3,35.4,64.6,71.3,28.7,500-999,2025-04-01 13:22:11
Wrenbury Retail Co,47110,15.2,12.8,28.9,18.5,31.6,35.2,38.4,61.6,33.7,66.3,42.1,57.9,55.8,44.2,250-499,2025-03-29 08:45:29
Phoenix Global Logistics,52290,18.9,15.7,38.2,23.9,35.8,39.1,29.3,70.7,26.4,73.6,38.7,61.3,52.4,47.6,1000-4999,2025-04-02 12:17:52
Apex Construction Southeast,41100,26.4,22.8,55.7,34.1,42.6,38.9,18.2,81.8,15.9,84.1,29.3,70.7,63.5,36.5,500-999,2025-03-31 15:33:08
Chelsea Bridge Financial,64191,24.1,21.3,52.8,31.7,44.2,47.5,30.6,69.4,27.1,72.9,39.8,60.2,65.7,34.3,250-499,2025-04-03 09:55:41
Oakhaven Health Services,86102,11.7,9.2,16.3,11.8,19.4,22.7,21.8,78.2,18.5,81.5,25.9,74.1,38.6,61.4,1000-4999,2025-04-01 11:28:19
Sterling Precision Engineering,25620,29.8,26.5,64.2,41.8,52.7,48.3,16.4,83.6,14.2,85.8,28.7,71.3,69.1,30.9,250-499,2025-03-30 14:42:07
Riverlight Education Trust,85200,13.5,10.1,19.7,14.2,24.1,27.8,26.3,73.7,22.9,77.1,31.4,68.6,45.2,54.8,1000-4999,2025-04-02 16:19:33
Atlas Security Solutions,80100,21.7,18.4,43.5,27.2,33.8,36.4,32.1,67.9,28.7,71.3,37.5,62.5,58.3,41.7,500-999,2025-03-28 12:08:55
Lakeside Hospitality Management,56302,17.3,14.9,32.1,20.6,28.7,32.4,35.6,64.4,31.2,68.8,40.3,59.7,51.8,48.2,250-499,2025-04-03 14:37:22
Cobalt Blue Media Ltd,59111,23.6,20.8,49.7,30.1,41.3,44.8,33.7,66.3,30.5,69.5,42.9,57.1,61.4,38.6,250-499,2025-03-31 09:51:44
Pinnacle Property Services,68100,19.2,16.7,37.4,23.8,30.6,33.9,29.8,70.2,26.4,73.6,36.2,63.8,53.7,46.3,500-999,2025-04-01 15:14:28
Silverline Care Homes,87100,9.8,7.5,14.1,10.3,17.6,20.9,19.7,80.3,16.8,83.2,24.3,75.7,36.4,63.6,1000-4999,2025-04-02 11:33:19
RedKite Insurance Brokers,66220,25.9,22.7,56.3,35.4,46.8,49.2,31.4,68.6,28.3,71.7,40.7,59.3,64.8,35.2,250-499,2025-03-29 13:27:08
Trident Marine Services,50100,28.4,25.1,61.7,39.2,49.5,45.8,20.3,79.7,17.6,82.4,32.9,67.1,67.2,32.8,500-999,2025-04-03 10:42:51
Willowbrook Academy Trust,85210,12.4,9.8,17.5,12.9,21.3,24.6,23.1,76.9,19.7,80.3,28.5,71.5,41.3,58.7,1000-4999,2025-03-30 16:58:22
Ironbridge Manufacturing Co,25110,30.2,27.3,65.9,43.1,54.2,50.7,17.8,82.2,15.3,84.7,29.6,70.4,70.5,29.5,500-999,2025-04-01 12:09:44
HarbourView Hotels,55110,20.5,17.8,40.2,26.3,31.4,34.7,30.2,69.8,27.1,72.9,38.6,61.4,54.9,45.1,1000-4999,2025-04-02 14:15:33
Mercury Tech Solutions,62030,16.8,13.9,33.7,21.4,36.2,39.8,37.5,62.5,33.9,66.1,44.2,55.8,58.7,41.3,250-499,2025-03-28 08:34:17
BrightFuture Charity,88990,7.2,5.3,9.8,6.7,12.4,15.1,16.3,83.7,13.8,86.2,20.7,79.3,31.5,68.5,500-999,2025-04-03 15:28:09
Kingfisher Logistics,49230,19.7,16.5,38.9,24.7,34.1,37.5,32.6,67.4,29.3,70.7,38.4,61.6,55.2,44.8,1000-4999,2025-03-31 11:07:55
Aurora Design Studio,74100,22.8,19.6,46.3,28.9,39.7,42.1,34.8,65.2,31.6,68.4,41.3,58.7,59.4,40.6,250-499,2025-04-01 16:41:22
Summit Consulting Group,70229,26.1,23.2,53.8,32.6,45.3,47.9,29.7,70.3,26.8,73.2,38.5,61.5,63.7,36.3,500-999,2025-04-02 12:52:44
Oakwood Retail Group,47710,14.9,12.1,27.3,17.8,32.8,36.1,39.2,60.8,35.6,64.4,43.7,56.3,56.4,43.6,1000-4999,2025-03-30 09:18:33
BlueSky Environmental,37000,24.6,21.8,51.2,31.5,42.7,45.3,27.9,72.1,24.6,75.4,36.8,63.2,62.1,37.9,250-499,2025-04-03 11:25:18
Pegasus Financial Planning,64992,23.3,20.5,48.7,29.8,43.2,46.5,32.1,67.9,29.4,70.6,40.2,59.8,61.7,38.3,250-499,2025-03-29 14:03:27
Riverside Community Trust,87900,8.6,6.4,11.7,8.2,16.8,19.5,20.4,79.6,17.3,82.7,26.1,73.9,35.8,64.2,500-999,2025-04-01 13:46:52
NovaTech Systems,62090,17.5,14.6,35.2,22.8,37.4,40.7,36.1,63.9,32.8,67.2,43.5,56.5,57.3,42.7,1000-4999,2025-04-02 15:09:41
Cornwall Marine Services,30110,27.8,24.9,59.3,37.6,47.2,43.6,19.7,80.3,16.9,83.1,31.4,68.6,66.8,33.2,500-999,2025-03-28 10:22:14
Ember Hospitality Group,56101,18.6,15.9,36.7,23.1,30.9,34.2,33.5,66.5,30.1,69.9,39.7,60.3,53.1,46.9,1000-4999,2025-04-03 14:58:27
Sterling Legal Partners,69102,28.7,25.4,63.1,40.8,50.6,53.2,28.3,71.7,25.1,74.9,37.9,62.1,66.4,33.6,250-499,2025-03-31 08:41:33
GreenLeaf Manufacturing,15990,31.4,28.6,68.7,45.3,55.9,52.1,15.9,84.1,13.7,86.3,27.8,72.2,71.8,28.2,500-999,2025-04-01 11:32:19
Thames Valley Education,85100,11.9,9.3,18.1,13.4,22.7,25.9,24.6,75.4,21.2,78.8,29.7,70.3,42.1,57.9,1000-4999,2025-04-02 13:45:28
Blackwater Security Services,80200,22.1,19.3,44.8,27.6,35.2,38.6,33.4,66.6,30.2,69.8,39.1,60.9,57.6,42.4,500-999,2025-03-30 12:29:44
