activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,99999,CA,8400.0,8400101200.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black,Female,Approved for loan,1,500000.0,85.0,6.25,2.25,0,4300.0,2300.0,1500.0,0.75,2100.0,180,0,0,0,0,0,0,0,0,0,1,1,2,4,1,,75.0,,2222,2222,3.0,6.5,1,3,3.0,7.5,5,3,2,2,7,3,75-84,9999,Yes,
2024,99999,NY,36017.0,3601700100.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Loan originations,2,300000.0,90.0,4.75,1.75,1,2500.0,1800.0,1000.0,0.5,1500.0,180,0,0,0,0,0,0,0,0,0,1,1,3,5,1,,92.0,,1111,1111,1.0,3.0,1,4,4.0,9.0,2,5,1,4,6,2,65-74,9999,Yes,
2024,99999,FL,12015.0,1201508100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Denied application,3,450000.0,92.5,5.25,2.0,0,3400.0,2100.0,1300.0,1.0,2100.0,240,0,0,0,1,1,0,0,0,0,1,1,2,5,2,,94.0,,2222,2222,3.0,5.0,3,4,2.0,6.5,3,3,4,5,6,3,75-84,9999,Yes,
2024,99999,TX,48119.0,4811912300.0,FHA:First Lien,Multi-Family (5+ Units):Site-Built,Hispanic or Latino,Hispanic or Latino,Female,Approved for loan,1,650000.0,80.0,5.75,1.5,1,4800.0,2700.0,1400.0,1.25,3100.0,360,0,0,0,0,0,0,0,0,0,1,2,3,4,1,,88.0,,1111,1111,2.0,4.2,1,3,3.5,8.0,2,5,4,3,7,2,85-99,9999,Yes,
2024,99999,GA,13069.0,1306905010.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black,Male,Approved for loan,1,250000.0,83.5,6.50,2.5,1,3200.0,1900.0,1000.0,0.75,2200.0,180,0,0,0,0,0,0,0,0,0,2,1,2,5,1,,90.0,,2222,2222,4.0,6.0,3,3,3.0,5.0,4,5,3,1,6,2,65-74,9999,Yes,
2024,99999,WA,53029.0,5302935010.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,Approved for loan,1,325000.0,82.0,5.50,1.75,1,3800.0,2200.0,1300.0,1.0,2500.0,240,0,0,0,0,0,0,0,0,0,3,2,2,5,1,,89.0,,1111,1111,3.0,7.0,1,4,4.5,9.5,5,3,5,1,7,2,75-84,9999,Yes,
2024,99999,MD,24027.0,2402700700.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic or Latino,Male,Denied application,2,400000.0,90.0,5.00,1.25,0,3100.0,1600.0,900.0,0.75,1800.0,180,0,0,0,0,0,0,0,0,0,4,1,2,4,1,,91.0,,2222,2222,2.0,5.5,3,6,3.0,6.0,5,2,2,1,7,3,85-99,9999,Yes,
2024,99999,IL,17031.0,1703106500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Approved for loan,1,650000.0,85.0,5.25,1.75,1,4000.0,2400.0,1400.0,0.75,2600.0,360,0,0,0,0,0,0,0,0,0,5,2,3,5,1,,93.0,,1111,1111,2.0,6.0,1,4,4.0,7.0,1,4,2,1,6,2,75-84,9999,Yes,
2024,99999,MA,25017.0,2501700400.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Approved for loan,3,520000.0,80.0,6.00,1.85,1,4600.0,2600.0,1600.0,2.0,2800.0,360,0,0,0,0,0,0,0,0,0,6,2,2,4,1,,87.0,,1111,1111,3.0,5.0,1,3,3.0,6.5,1,5,1,1,6,3,85-99,9999,Yes,
2024,99999,SC,45063.0,4506300500.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic or Latino,Male,Loan originations,1,285000.0,82.5,4.75,1.0,1,2900.0,1700.0,1100.0,0.5,1900.0,240,0,0,0,0,0,0,0,0,0,7,3,2,4,1,,95.0,,2222,2222,5.0,4.5,3,4,4.0,5.5,2,5,3,2,5,5,75-84,9999,Yes,
2024,99999,MI,26143.0,2614308600.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Approved for loan,1,480000.0,90.0,4.50,1.5,1,3100.0,2000.0,1200.0,0.75,2100.0,180,0,0,0,0,0,0,0,0,0,8,3,3,4,1,,89.0,,1111,1111,4.0,6.0,2,4,2.5,8.0,1,4,5,1,7,3,65-74,9999,Yes,
2024,99999,AZ,40013.0,4001315000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic or Latino,Male,Approved for loan,1,320000.0,86.0,6.25,2.25,0,3200.0,1900.0,1000.0,1.0,2200.0,240,0,0,0,0,0,0,0,0,0,9,2,3,5,2,,90.0,,2222,2222,2.0,5.5,2,3,3.5,7.0,3,5,3,2,4,3,85-99,9999,Yes,
2024,99999,CO,08013.0,0801301000.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,Denied application,1,500000.0,87.0,5.75,1.75,1,4100.0,2300.0,1500.0,0.75,2500.0,360,0,0,0,0,0,0,0,0,0,10,2,2,5,1,,88.0,,1111,1111,3.0,7.0,1,3,3.0,6.0,4,2,5,1,3,4,65-74,9999,Yes,
2024,99999,NJ,34003.0,3400301000.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic or Latino,Male,Approved for loan,2,420000.0,88.5,5.50,2.25,1,3200.0,1900.0,1200.0,1.0,2100.0,180,0,0,0,0,0,0,0,0,0,11,2,2,4,1,,89.0,,2222,2222,4.0,6.0,2,3,4.0,7.5,3,5,3,2,4,2,75-84,9999,Yes,
2024,99999,OR,41051.0,4105108100.0,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black,Male,Approved for loan,1,600000.0,85.0,4.25,1.5,1,3300.0,2100.0,1300.0,0.75,2200.0,180,0,0,0,0,0,0,0,0,0,12,3,2,5,1,,91.0,,1111,1111,3.0,4.0,1,5,3.0,8.0,1,1,2,1,4,2,65-74,9999,Yes,
2024,99999,LV,32001.0,3200100100.0,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Hispanic or Latino,Female,Approved for loan,1,310000.0,80.0,5.75,1.75,0,3100.0,2000.0,1200.0,0.75,2300.0,240,0,0,0,0,0,0,0,0,0,13,2,3,4,1,,86.0,,2222,2222,5.0,6.5,2,4,4.5,7.0,2,5,3,2,3,3,75-84,9999,Yes,
2024,99999,MO,29149.0,2914903010.0,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,Approved for loan,1,700000.0,90.0,5.25,1.5,1,4400.0,2500.0,1400.0,1.0,2700.0,300,0,0,0,0,0,0,0,0,0,14,3,2,5,1,,89.0,,1111,1111,3.0,5.0,1,4,3.0,6.0,2,5,4,2,5,2,65-74,9999,Yes,
