EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Tech Solutions Ltd,62012,-12.3,8.7,-15.2,12.5,18.5,12.3,22.1,18.5,25.6,21.2,28.9,24.7,23.4,19.8,Small,2025-03-15
Global Finance Group,66220,-5.8,3.2,-8.9,6.4,22.1,14.7,25.2,20.1,28.7,23.4,32.1,27.8,19.8,15.6,Medium,2025-02-28
Healthcare Partners plc,86210,2.1,-1.5,1.8,-3.2,15.2,18.9,30.1,32.5,27.8,29.1,23.4,25.6,18.7,21.2,Medium,2025-01-10
Retail World Ltd,47110,-18.4,-9.6,-22.1,-8.9,8.7,6.5,35.6,38.9,32.1,34.2,28.7,30.1,26.3,27.8,Large,2025-04-05
Green Energy Co Ltd,85510,-4.5,6.8,-7.2,10.3,21.4,17.6,26.8,23.4,29.1,26.7,31.2,28.9,25.7,23.1,Medium,2025-03-22
Education Services Ltd,85530,1.2,-2.3,3.1,-5.6,16.8,19.4,32.1,35.2,28.9,31.1,24.1,26.3,22.3,24.7,Small,2025-02-14
Manufacturing Excellence Ltd,23990,-9.6,-4.2,-11.3,-6.8,14.2,11.9,28.7,24.5,30.1,27.8,31.8,29.1,29.1,26.8,Medium,2025-01-05
Financial Advisors Ltd,66210,4.8,2.1,6.3,1.9,24.5,18.7,24.1,21.8,27.8,25.1,30.9,28.3,26.4,23.1,Medium,2025-03-18
Transport Systems Ltd,52290,-6.1,-2.8,-7.9,-4.3,15.6,10.1,29.7,26.9,31.2,29.8,32.8,31.1,29.3,27.5,Small,2025-02-25
Construction Masters Ltd,41100,-11.2,-5.7,-13.8,-7.2,18.7,13.2,32.8,29.1,30.1,27.8,28.9,26.7,26.4,24.2,Medium,2025-04-12
Software Solutions Ltd,62020,-3.2,-0.8,-5.4,-2.1,22.3,16.5,25.8,23.4,29.1,26.7,31.2,28.9,28.7,26.2,Large,2025-01-28
Marketing Innovations Ltd,73110,-8.7,-1.4,-10.8,-3.8,19.2,14.6,27.1,25.2,30.4,28.7,33.1,30.9,27.9,25.4,Medium,2025-03-10
Hospitality Group Ltd,56300,-16.5,-8.3,-18.9,-9.1,9.4,6.8,37.8,40.1,34.9,36.2,30.2,32.1,27.8,29.5,Medium,2025-02-19
Legal Services Ltd,71120,-2.4,1.8,-3.1,4.2,25.8,20.1,23.4,21.3,26.7,24.5,29.8,27.3,26.1,23.8,Small,2025-01-15
Agricultural Products Ltd,01120,-15.7,-6.4,-17.5,-8.2,10.8,7.2,38.9,41.2,35.1,37.4,29.8,31.7,26.7,28.3,Small,2025-03-30
Medical Supplies Co Ltd,87220,-1.9,-3.1,2.3,-4.8,17.3,20.8,29.4,32.1,26.8,29.1,25.1,27.4,23.8,25.6,Medium,2025-02-08
Energy Resources Ltd,20100,-5.3,2.4,-6.7,5.1,23.1,19.6,26.2,23.8,29.7,27.3,32.4,29.8,27.9,25.4,Large,2025-01-22
Retail Fashion Ltd,47210,-14.2,-7.9,-16.8,-8.7,11.5,8.2,34.2,36.5,31.8,33.4,30.1,32.1,28.9,30.7,Medium,2025-03-25
Biotech Research Ltd,75100,-3.8,1.2,-5.1,3.8,21.3,17.5,24.8,23.1,28.7,26.3,31.4,29.2,28.2,26.1,Small,2025-02-10
Telecom Services Ltd,61900,-8.1,-2.9,-9.6,-4.8,16.8,12.4,26.4,24.1,30.1,27.8,32.8,30.2,29.5,26.8,Medium,2025-01-30
Real Estate Agency Ltd,68200,-10.4,-3.7,-12.3,-6.1,17.9,15.2,29.1,26.4,31.8,29.1,33.1,30.7,28.9,26.7,Small,2025-03-17
Manufacturing Parts Ltd,28120,-2.6,-1.1,-3.9,-2.5,14.6,11.8,30.8,28.7,32.1,30.1,31.2,29.4,28.7,26.9,Medium,2025-02-01
Technology Hub Ltd,62012,-5.9,0.4,-7.6,-1.8,19.3,15.6,25.2,23.1,28.9,26.2,32.1,29.5,27.9,25.8,Large,2025-03-28
Design Studio Ltd,74200,-6.2,-4.1,-8.4,-6.7,17.8,14.3,24.1,22.8,27.4,25.7,32.1,29.8,28.6,26.4,Small,2025-01-18
Transport Logistics Ltd,52210,-11.8,-3.9,-14.5,-5.3,14.8,10.6,32.1,29.4,30.7,28.9,29.8,27.5,26.7,24.3,Medium,2025-02-23
Public Sector Ltd,88100,-2.1,-0.8,-3.5,-2.9,15.4,16.1,28.9,30.2,27.4,28.7,26.7,28.3,25.8,27.1,Large,2025-03-05
Consulting Firm Ltd,74900,-4.7,1.1,-6.2,2.7,21.7,18.4,26.7,24.1,28.9,26.5,30.2,27.6,27.8,25.9,Medium,2025-02-11
Insurance Providers Ltd,66110,3.2,-0.9,2.8,-1.3,22.1,19.8,23.8,21.5,27.4,26.1,30.9,28.7,26.2,24.8,Small,2025-03-20
Automotive Services Ltd,45200,-7.6,-3.1,-9.1,-4.7,18.5,13.2,29.7,26.8,31.2,28.9,32.8,30.4,29.1,26.5,Medium,2025-01-25
Travel Agency Ltd,79110,-15.3,-9.2,-18.6,-10.1,12.4,8.7,36.8,39.2,33.1,35.4,29.8,31.5,27.1,29.3,Small,2025-03-12
Health & Wellness Ltd,86900,-1.2,-3.4,2.7,-6.2,14.6,17.8,31.8,33.2,29.1,30.8,26.7,28.3,23.4,25.2,Small,2025-02-06
EduTech Solutions Ltd,85530,-2.8,-1.5,-3.8,-2.1,18.7,15.9,27.8,26.1,30.4,29.1,31.2,28.9,26.1,24.3,Medium,2025-03-29
Marketing Solutions Ltd,73110,-9.4,-2.6,-12.1,-5.3,16.2,12.9,25.7,23.2,28.1,25.8,32.4,29.8,29.3,26.7,Medium,2025-01-12
Pharmaceuticals Inc,75100,-3.1,-0.9,-4.2,-2.4,20.4,17.3,24.8,23.1,28.7,26.3,31.4,29.1,29.4,27.2,Large,2025-02-16
Software House Ltd,62020,-6.8,1.2,-8.9,-1.8,25.7,21.3,24.1,22.8,27.9,25.4,33.4,30.8,29.2,26.5,Medium,2025-03-02
Restaurant Group Ltd,56100,-14.9,-8.1,-17.3,-9.4,8.2,5.7,35.1,37.8,32.4,34.7,29.2,31.3,27.1,28.9,Medium,2025-02-20
Retail Distribution Ltd,47110,-7.3,-4.1,-9.1,-4.8,10.4,7.8,36.1,38.4,32.9,35.2,29.1,31.2,26.8,28.3,Medium,2025-01-28
Fashion Retail Ltd,47130,-12.2,-6.8,-15.6,-8.3,14.8,11.2,32.4,34.7,29.1,30.8,28.3,29.9,26.1,27.6,Large,2025-03-15
Logistics Network Ltd,52290,-4.6,-1.2,-6.3,-3.1,17.8,14.1,27.9,25.8,30.4,28.3,33.1,31.2,30.2,27.8,Medium,2025-02-03
Digital Marketing Ltd,73120,-8.9,-3.4,-11.2,-5.1,15.6,12.3,25.4,22.9,28.1,25.6,32.4,29.8,29.1,26.7,Medium,2025-03-22
Banking Services Ltd,66210,4.1,1.9,5.8,2.3,24.2,20.8,23.1,21.4,26.7,25.2,29.8,27.6,25.4,23.8,Large,2025-01-19
Transport Services Ltd,52210,-11.5,-2.8,-14.3,-5.2,14.9,10.7,32.9,29.8,30.2,28.1,29.8,27.4,27.2,25.1,Small,2025-03-05
Professional Services Ltd,74900,-4.9,-0.6,-6.4,-1.2,21.7,18.3,25.2,23.4,28.7,26.1,30.1,27.8,26.7,24.9,Medium,2025-02-18
Food Manufacturing Ltd,10700,-16.8,-7.1,-19.2,-8.9,9.1,6.4,39.4,41.5,34.7,36.8,30.4,32.1,27.8,29.3,Medium,2025-03-17
Energy Management Ltd,85510,-6.1,1.3,-7.8,4.1,23.1,19.2,24.1,21.8,27.8,25.6,31.4,28.9,28.5,26.1,Small,2025-02-09
Construction Materials Ltd,41200,-7.8,-2.7,-9.2,-3.9,18.4,14.6,27.9,25.1,30.4,28.7,32.1,29.4,29.1,26.7,Medium,2025-03-26
Retail Products Ltd,47120,-8.2,-5.1,-10.5,-6.3,11.8,8.7,34.1,36.2,31.4,33.1,30.2,31.8,27.6,29.2,Medium,2025-01-27
