EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
TechFuture Ltd,62012,-12.3,8.7,-15.2,12.4,45.6,32.1,23.4,45.6,28.9,32.1,22.1,28.9,25.6,31.2,Small,2025-01-15
GreenEnergy Solutions,71110,-8.9,5.6,-10.1,7.8,38.7,34.2,21.8,35.6,26.4,32.1,20.3,25.8,31.5,36.7,Medium,2025-02-20
MetroBank plc,64110,3.4,-2.1,1.2,-3.4,52.3,45.8,45.2,48.7,42.1,39.8,38.7,35.6,35.2,32.1,Large,2025-01-22
HealthFirst Group,86210,-15.6,10.2,-17.8,14.3,39.8,28.7,18.9,32.1,23.4,26.8,21.2,24.9,29.8,35.6,Medium,2025-03-05
London Transport Ltd,78200,-5.1,2.3,-6.7,4.5,42.1,38.9,31.2,35.6,34.9,32.4,29.8,28.7,24.3,27.6,Small,2025-02-14
Global Retail Co,47110,-9.3,4.1,-12.4,6.8,44.7,37.6,28.9,38.2,31.5,34.6,25.6,29.8,21.2,23.4,Medium,2025-01-28
City Insurance Ltd,66210,2.6,-1.9,3.1,-2.3,37.8,39.2,29.8,41.5,32.4,38.3,23.1,27.6,25.9,28.4,Small,2025-03-10
Northern Engineering,28120,4.8,-3.2,6.3,-5.1,51.9,43.7,33.2,42.9,35.6,37.8,28.9,31.2,31.6,33.8,Large,2025-02-08
EduTech Academy,82110,-22.1,18.7,-25.4,22.1,49.8,27.6,16.7,31.2,22.1,28.9,19.8,24.7,26.7,32.4,Medium,2025-01-30
Prime Construction,41000,-6.2,1.8,-8.9,3.6,43.2,34.7,26.8,38.5,31.5,33.2,25.6,27.8,22.1,25.3,Small,2025-03-12
MediCare Plus,86220,-18.9,15.3,-21.1,18.6,41.7,29.8,19.8,33.2,27.9,30.5,24.6,28.2,26.8,34.5,Medium,2025-02-25
BrightStart Education,82120,-20.4,16.8,-23.7,20.1,48.3,26.9,17.8,32.1,23.4,29.8,21.2,25.8,27.6,33.4,Medium,2025-01-18
Capital Estates Ltd,68200,-7.8,3.2,-9.4,5.1,38.9,35.6,24.3,34.2,28.9,31.5,23.1,26.8,27.6,31.2,Small,2025-03-15
Westside Securities,64200,-3.2,1.4,-5.8,3.1,45.6,40.2,36.8,41.5,38.2,35.8,32.1,29.8,28.7,31.2,Large,2025-02-10
Southland Hotels,55100,-10.5,6.7,-13.2,8.9,36.2,31.4,23.8,35.6,28.9,32.1,21.5,26.4,29.8,33.5,Medium,2025-01-25
Northstar Aviation,52100,-14.8,11.6,-16.7,13.4,43.1,29.8,20.4,33.8,25.6,31.2,24.1,27.9,27.8,35.2,Large,2025-03-01
Global Financial Services,66220,-4.3,2.1,-6.4,4.2,52.8,45.7,44.2,47.8,41.5,38.9,36.8,34.2,35.8,32.1,Small,2025-02-19
Riverside Consulting,74200,-17.6,14.2,-20.3,16.8,40.1,24.9,21.6,35.8,25.4,31.2,22.6,28.7,26.8,34.2,Medium,2025-01-31
Innovation Tech Ltd,62011,-11.8,8.3,-14.5,12.1,46.2,33.4,24.2,46.9,31.8,34.2,22.1,28.9,25.8,31.5,Small,2025-03-08
Urban Design Studio,74100,-8.4,4.9,-10.7,6.3,42.3,36.7,25.6,37.1,31.2,34.8,23.4,28.6,28.9,33.1,Medium,2025-02-12
Northern Power Grid,61100,-9.6,6.1,-12.3,8.4,39.8,33.4,21.6,38.2,27.9,34.5,23.1,27.8,27.6,32.1,Large,2025-01-20
