EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
National Grid plc,61100,12.5,8.3,15.2,18.7,22.8,19.4,28.3,32.1,31.7,34.2,22.8,25.6,17.2,21.9,10000-24999,2024-09-15
British Airways,55200,9.8,6.4,8.9,12.3,18.2,15.6,35.2,38.9,33.1,36.7,21.4,24.1,15.3,19.8,5000-9999,2024-10-22
HSBC Holdings plc,64200,11.2,7.8,13.4,16.8,20.5,17.9,29.1,33.4,32.8,36.2,21.8,24.7,16.4,22.1,25000-49999,2024-08-30
Transport for London,81100,8.3,5.7,6.7,9.2,16.8,14.2,38.2,42.1,37.6,40.3,20.9,23.4,12.8,16.7,1000-4999,2024-11-05
Barclays PLC,64100,10.1,6.9,11.8,14.5,19.7,17.1,30.8,34.5,32.3,35.8,23.1,25.9,17.8,21.2,5000-9999,2024-09-28
Manchester City Football Club,91000,7.4,4.2,5.9,8.1,15.3,12.6,41.2,45.8,39.3,42.6,18.9,21.4,12.3,15.9,1000-4999,2024-10-11
Shell UK Limited,20100,15.7,10.4,20.3,24.1,25.6,22.8,24.8,28.3,31.2,34.7,22.3,26.1,18.6,22.9,5000-9999,2024-08-19
Tesco plc,47100,6.8,4.1,7.2,9.8,14.8,12.3,43.1,47.2,40.8,44.5,19.7,22.3,13.1,16.9,10000-24999,2024-11-12
London Borough of Westminster,81100,7.9,5.2,6.1,8.4,14.5,12.1,37.4,41.8,36.2,39.5,21.1,23.7,13.5,17.4,1000-4999,2024-09-08
Vodafone Group plc,61900,9.3,6.1,9.4,11.7,17.6,15.2,34.1,37.9,32.7,36.4,22.8,25.3,15.5,18.9,25000-49999,2024-10-05
Sainsbury's Supermarkets Ltd,47200,7.2,4.6,8.3,10.2,16.1,13.7,42.3,46.8,38.9,42.4,20.5,23.1,14.2,17.8,25000-49999,2024-08-27
Unilever UK Ltd,20800,8.7,5.8,7.9,10.5,15.9,13.4,36.5,40.2,34.8,38.1,21.8,24.3,16.1,19.6,10000-24999,2024-11-18
Royal Mail Group Ltd,49300,10.9,7.3,12.5,15.9,18.7,16.2,33.2,37.1,30.9,34.6,22.1,25.4,18.2,21.8,10000-24999,2024-09-17
AstraZeneca Plc,21000,13.6,9.2,16.8,20.1,24.3,21.6,26.9,30.4,33.8,37.2,23.5,26.8,18.1,22.4,1000-4999,2024-10-27
Deutsche Bank AG,64200,14.3,9.8,17.6,21.4,26.1,23.3,24.1,27.8,31.5,34.9,22.8,25.7,19.2,23.6,25000-49999,2024-08-22
Burberry Group Ltd,20800,12.1,8.1,14.2,17.5,22.4,19.8,31.6,35.1,30.4,33.9,23.8,26.3,17.9,21.5,1000-4999,2024-11-03
Lloyds Banking Group,64100,11.8,8.0,12.1,15.3,21.2,18.6,28.7,32.1,31.8,34.9,23.4,25.8,16.9,20.4,10000-24999,2024-09-12
WPP Group plc,73100,13.2,8.8,18.3,22.6,26.8,24.1,30.2,33.9,31.7,35.4,23.9,27.2,20.1,24.5,10000-24999,2024-10-21
G4S plc,81300,8.5,5.4,7.8,10.9,16.4,13.8,35.8,39.5,37.1,40.8,21.2,23.9,14.6,18.3,5000-9999,2024-08-29
Tata Steel UK Ltd,26100,14.7,10.2,19.1,23.4,24.9,22.1,22.5,26.0,32.9,36.4,24.3,27.8,18.1,22.7,1000-4999,2024-11-10
Marks & Spencer Group plc,47100,9.1,6.3,8.7,11.2,17.3,14.7,39.3,43.2,36.9,40.5,20.2,22.8,13.9,17.5,10000-24999,2024-09-25
Royal Dutch Shell plc,20100,15.9,11.3,20.5,25.1,25.8,23.0,24.9,28.4,31.3,34.8,22.1,25.9,18.8,23.1,25000-49999,2024-08-16
Aviva plc,66100,10.4,7.2,11.7,14.9,20.1,17.5,29.5,33.1,32.4,35.6,23.8,26.2,17.1,20.8,10000-24999,2024-10-18
Standard Chartered plc,64200,11.5,8.3,15.1,18.4,21.8,19.2,28.2,31.7,32.9,36.1,23.1,25.8,16.7,20.3,5000-9999,2024-11-22
Barclays Capital Limited,64100,16.7,11.8,21.8,26.4,27.3,24.5,24.3,27.6,30.8,34.2,23.4,27.1,20.8,25.3,25000-49999,2024-09-02
BP UK Limited,20100,14.9,10.4,18.7,22.8,25.2,22.6,25.1,28.8,31.6,35.2,24.1,27.5,19.6,23.9,10000-24999,2024-10-01
GlaxoSmithKline plc,21000,12.8,8.9,16.1,19.3,23.4,20.7,27.3,30.8,33.2,36.7,24.5,27.9,19.2,23.4,10000-24999,2024-08-11
British Telecom plc,61900,9.6,6.5,10.1,13.4,18.4,15.9,34.1,38.2,31.8,35.4,22.4,24.9,16.3,20.2,25000-49999,2024-11-08
Thames Water Utilities Ltd,81100,11.4,7.8,14.1,17.2,21.3,18.5,30.9,34.2,32.8,36.3,22.6,25.1,16.7,20.4,10000-24999,2024-09-14
RBS Holdings plc,64100,10.7,7.1,12.8,16.2,20.7,18.1,30.2,33.8,32.1,35.6,23.5,25.9,16.8,20.5,10000-24999,2024-10-28
Valeo UK Ltd,20500,13.1,9.0,15.6,19.2,22.7,20.1,27.1,30.9,32.4,35.7,24.3,27.6,19.3,23.2,5000-9999,2024-08-25
John Lewis Partnership,47800,8.2,5.3,9.3,12.1,16.9,14.3,35.6,39.1,34.3,37.8,20.9,23.3,13.8,16.6,10000-24999,2024-11-25
Bank of Scotland plc,64100,11.0,7.4,13.2,16.5,20.8,18.2,30.1,33.6,32.3,35.8,23.2,25.6,16.5,20.2,10000-24999,2024-09-07
Dunelm Group plc,47100,7.8,5.1,8.1,10.8,15.8,13.2,36.4,40.1,37.5,41.2,20.1,22.5,13.6,17.1,25000-49999,2024-10-19
Coca-Cola Hellenic Bottling UK,20400,14.2,9.7,17.9,21.3,25.1,22.4,24.6,28.1,31.8,35.3,23.7,27.1,19.1,23.4,5000-9999,2024-11-14
British Gas plc,81100,9.9,6.7,10.6,13.7,18.1,15.6,33.9,37.4,31.9,35.2,22.2,24.7,15.8,19.4,10000-24999,2024-08-31
Reed Business Information Services,73100,12.9,8.7,16.5,20.3,23.7,21.0,28.6,32.1,34.1,37.6,24.8,28.2,20.4,24.8,10000-24999,2024-10-24
National Health Service,81100,7.6,5.1,5.8,8.2,15.3,12.7,34.2,38.3,36.1,39.4,22.3,25.4,13.9,17.8,10000-24999,2024-11-01
Henderson Group plc,66100,13.4,9.0,16.9,20.7,23.6,20.9,27.8,31.2,33.9,37.4,24.5,27.9,19.7,23.6,25000-49999,2024-09-18
M & G Investments,64100,9.2,6.2,11.4,14.3,18.9,16.3,29.3,32.7,32.2,35.4,23.6,26.8,17.3,21.1,10000-24999,2024-10-09
British Sugar plc,10800,12.3,8.5,13.8,17.1,21.7,19.1,26.5,29.9,31.4,34.8,24.2,27.5,18.6,22.8,10000-24999,2024-11-20
JPMorgan Chase plc,64100,15.1,10.6,18.8,22.9,25.6,22.9,25.3,28.7,31.9,35.4,23.1,26.8,19.5,23.8,25000-49999,2024-08-20
Woolworths Limited,47100,8.4,5.6,8.6,11.1,16.5,13.9,36.7,40.4,38.4,41.9,20.8,23.3,13.3,17.0,5000-9999,2024-10-13
British Petroleum Company Limited,20100,16.3,11.4,20.7,24.8,26.2,23.4,24.2,27.9,31.7,35.2,23.2,27.0,18.9,22.6,25000-49999,2024-11-06
HSBC Global Research Ltd,64200,17.2,12.1,22.3,26.8,28.1,25.4,23.6,27.1,31.8,35.3,23.9,27.4,19.9,24.1,25000-49999,2024-09-23
E.On plc,20100,10.9,7.3,12.7,16.0,20.9,18.3,30.1,33.7,32.5,36.0,23.4,25.7,17.1,20.8,1000-4999,2024-10-15
Cable & Wireless plc,61900,9.5,6.4,9.8,12.6,18.2,15.6,34.8,38.5,32.3,35.8,22.1,24.6,15.9,19.7,5000-9999,2024-11-28
Carnival PLC,47800,8.1,5.2,8.3,11.0,16.3,13.6,35.4,39.1,36.2,39.8,21.2,23.8,13.7,17.3,10000-24999,2024-08-12
London Metropolitan University,81100,7.3,4.8,6.3,8.9,14.9,12.2,36.8,40.2,38.1,41.5,20.7,23.2,13.3,16.8,1000-4999,2024-10-03
British Telecom International Ltd,61900,10.2,6.9,12.3,15.6,20.3,17.7,31.6,35.3,32.9,36.4,22.3,24.8,16.5,20.0,25000-49999,2024-09-11
