data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1991,State Police,CA,California,1991-03-12,2,0,1,1,0,White,Not Hispanic,2,Assault with a weapon,2,University Campus,Sexual Orientation,Student,No,No
1993,County Sheriff's Office,TX,Texas,1993-07-22,1,1,2,1,1,Black,Hispanic,2,Property Damage,2,Downtown,Religious Bias,Shopper,No,No
1995,City Police,NY,New York,1995-11-05,0,2,3,2,1,White,Not Hispanic,2,Arson,2,Subway Station,Ethnicity,Passenger,Yes,No
1997,State Police,FL,Florida,1997-01-18,3,0,1,1,0,Asian,Not Hispanic,3,Assault,3,Beach,Sexual Orientation,Patriarch,No,No
2000,County Sheriff's Office,IL,Illinois,2000-06-30,2,1,2,1,1,White,Hispanic,3,Vandalism,3,High School,Religion,Student,No,Yes
2003,City Police,AZ,Arizona,2003-09-14,1,0,1,1,0,Black,Not Hispanic,1,Battery,1,Airport,Gender,Passenger,No,No
2005,State Police,GA,Georgia,2005-04-27,0,3,2,0,2,White,Not Hispanic,3,Assault,3,Public Park,Ethnicity,Family,Yes,No
2008,County Sheriff's Office,OH,Ohio,2008-12-02,2,0,1,1,0,Asian,Hispanic,2,Arson,2,Warehouse,Sexual Orientation,Employee,No,No
2010,City Police,MI,Michigan,2010-08-09,1,1,3,2,1,Black,Not Hispanic,2,Property Damage,2,Street,Religion,Vendor,No,Yes
2014,State Police,WA,Washington,2014-05-17,3,0,2,2,0,White,Not Hispanic,3,Assault with a weapon,3,Restaurant,Ethnicity,Patron,No,No
