EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Barclays Bank UK PLC,64191,32.5,28.3,68.2,45.7,78.9,65.4,38.2,61.8,42.1,57.9,55.3,44.7,72.8,27.2,5000+,2025-04-05 09:22:17
Tesco Stores Limited,47110,8.2,5.1,22.4,18.9,31.5,28.7,45.3,54.7,48.2,51.8,52.1,47.9,59.6,40.4,5000+,2025-04-06 11:15:33
National Health Service Trust,86101,15.7,12.4,41.3,35.8,45.2,52.1,22.6,77.4,18.9,81.1,24.7,75.3,39.1,60.9,10000+,2025-04-07 14:30:22
BP Oil UK Limited,06100,28.9,24.7,75.6,62.3,82.1,71.5,41.2,58.8,46.3,53.7,63.8,36.2,78.4,21.6,5000+,2025-04-08 16:45:12
Marks and Spencer PLC,47190,12.8,9.2,31.7,26.4,38.6,34.2,42.7,57.3,39.5,60.5,48.9,51.1,62.3,37.7,5000+,2025-04-09 08:55:44
Rolls-Royce PLC,29100,24.6,19.8,58.9,48.2,71.3,64.7,35.4,64.6,41.8,58.2,58.2,41.8,74.6,25.4,10000+,2025-04-10 10:20:55
BBC (British Broadcasting Corporation),60100,11.3,7.8,28.5,22.1,34.7,30.2,46.8,53.2,43.1,56.9,51.4,48.6,65.7,34.3,10000+,2025-04-11 12:35:18
Sainsbury's Supermarkets Limited,47110,9.7,6.4,25.1,20.8,33.9,29.4,47.2,52.8,44.6,55.4,49.3,50.7,61.2,38.8,5000+,2025-04-12 15:10:29
HSBC UK Bank PLC,64191,29.8,25.1,71.4,52.6,80.2,68.9,37.5,62.5,43.7,56.3,59.4,40.6,75.8,24.2,10000+,2025-04-13 17:25:41
Amazon UK Services Limited,47910,18.5,14.2,42.8,35.1,51.3,46.7,52.9,47.1,56.2,43.8,62.5,37.5,71.8,28.2,10000+,2025-04-14 09:40:52
Royal Mail Group PLC,53100,16.9,12.7,38.2,31.5,44.6,40.1,48.3,51.7,45.9,54.1,52.7,47.3,68.4,31.6,10000+,2025-04-15 11:55:03
BT Group PLC,61100,19.4,15.3,45.7,38.2,52.8,47.3,43.6,56.4,46.2,53.8,55.9,44.1,70.2,29.8,10000+,2025-04-16 13:12:14
Asda Stores Limited,47110,7.8,4.5,21.3,16.8,29.7,25.1,49.1,50.9,46.8,53.2,51.4,48.6,58.7,41.3,10000+,2025-04-17 16:28:25
Lloyds Banking Group PLC,64191,31.2,27.4,69.8,48.5,77.3,65.2,36.8,63.2,42.5,57.5,58.7,41.3,74.1,25.9,10000+,2025-04-18 18:45:36
John Lewis Partnership PLC,47190,10.6,7.1,26.9,21.4,35.2,31.8,44.3,55.7,41.6,58.4,50.7,49.3,63.9,36.1,5000+,2025-04-19 08:15:47
Royal Bank of Scotland PLC,64191,33.7,29.8,73.5,51.2,81.6,69.4,34.9,65.1,40.3,59.7,57.2,42.8,76.3,23.7,10000+,2025-04-20 10:30:58
Morrisons Supermarkets PLC,47110,8.9,5.7,23.7,19.2,32.4,27.8,46.5,53.5,44.1,55.9,49.8,50.2,60.4,39.6,5000+,2025-04-21 12:48:09
Virgin Media Limited,61100,22.1,18.5,51.3,43.7,58.9,53.2,41.7,58.3,44.8,55.2,57.3,42.7,72.6,27.4,5000+,2025-04-22 15:05:20
AstraZeneca UK Limited,21100,26.8,22.4,67.2,54.8,74.5,68.3,32.6,67.4,38.9,61.1,56.7,43.3,73.9,26.1,5000+,2025-04-23 17:22:31
Deutsche Bank UK Branch,64191,35.4,31.7,78.9,56.4,85.2,72.1,31.8,68.2,37.5,62.5,54.9,45.1,79.7,20.3,5000+,2025-04-24 09:50:42
Shell UK Limited,06100,30.2,26.5,76.3,63.1,83.7,70.8,39.4,60.6,45.7,54.3,62.1,37.9,77.2,22.8,5000+,2025-04-25 12:08:53
Unilever UK Limited,10890,14.7,11.2,34.8,28.5,41.3,36.7,43.2,56.8,40.9,59.1,53.6,46.4,66.8,33.2,5000+,2025-04-26 14:25:04
Network Rail Infrastructure Limited,52200,17.3,13.8,39.5,32.8,46.2,41.7,47.1,52.9,44.3,55.7,53.8,46.2,69.5,30.5,10000+,2025-04-27 16:42:15
GlaxoSmithKline PLC,21200,25.9,21.6,65.4,52.1,72.8,66.2,33.7,66.3,40.2,59.8,57.5,42.5,74.3,25.7,10000+,2025-04-28 18:59:26
British Airways PLC,51101,21.7,17.9,48.2,41.5,55.7,49.3,42.8,57.2,45.9,54.1,58.4,41.6,71.3,28.7,10000+,2025-04-29 08:29:37
Vodafone UK Limited,61100,20.5,16.7,46.3,39.8,53.4,48.1,44.6,55.4,47.2,52.8,56.1,43.9,70.8,29.2,5000+,2025-04-30 10:46:48
J Sainsbury PLC,47110,10.2,6.9,27.4,22.1,36.8,32.5,45.9,54.1,43.2,56.8,50.4,49.6,62.7,37.3,5000+,2025-05-01 13:03:59
NatWest Group PLC,64191,32.1,28.3,70.5,49.7,79.1,67.4,35.2,64.8,41.6,58.4,59.3,40.7,75.4,24.6,10000+,2025-05-02 15:21:10
