EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BARKLEY TECHNOLOGIES UK LTD,62020,14.3,11.7,28.5,24.1,32.1,29.8,42.1,57.9,38.2,61.8,45.3,54.7,61.4,38.6,250-499,2025-04-08 09:22:15
HARTWELL & SONS MANUFACTURING PLC,25110,22.8,19.4,45.7,38.2,41.3,37.5,31.2,68.8,28.5,71.5,35.7,64.3,52.9,47.1,1000-4999,2025-04-07 16:55:42
STELLAR RETAIL GROUP LIMITED,47110,18.9,15.2,34.6,31.8,28.7,25.9,39.4,60.6,36.8,63.2,42.1,57.9,58.3,41.7,500-999,2025-04-09 11:33:27
MERIDIAN HEALTHCARE TRUST,86101,16.2,12.8,41.3,35.7,22.4,19.6,24.7,75.3,21.3,78.7,26.8,73.2,48.2,51.8,250-499,2025-04-06 14:18:59
CORNWALL FINANCIAL SERVICES LTD,64191,27.5,23.9,58.2,49.6,67.8,62.3,18.5,81.5,15.2,84.8,22.7,77.3,65.4,34.6,100-249,2025-04-05 10:47:22
BRIGHTFUTURE EDUCATION ACADEMY,85200,19.7,16.3,38.4,32.1,15.8,12.4,29.6,70.4,25.7,74.3,32.9,67.1,55.8,44.2,1000-4999,2025-04-10 08:29:14
NORTHERN LOGISTICS NETWORK LTD,49200,12.1,8.7,25.3,19.8,38.2,34.6,44.7,55.3,41.3,58.7,47.9,52.1,64.2,35.8,250-499,2025-04-04 17:03:51
ELITE CONSULTING PARTNERS LLP,70229,31.8,28.4,72.5,65.3,78.9,74.2,12.3,87.7,9.8,90.2,16.5,83.5,71.7,28.3,100-249,2025-04-11 13:41:28
THAMES VALLEY PROPERTIES PLC,68100,15.6,11.9,29.7,24.5,52.1,47.8,36.2,63.8,32.4,67.6,39.7,60.3,62.8,37.2,500-999,2025-04-03 15:26:44
GREENSHIELD ENVIRONMENTAL LTD,38110,21.4,17.8,42.9,36.2,28.5,24.7,33.8,66.2,29.4,70.6,36.2,63.8,56.7,43.3,250-499,2025-04-12 09:55:17
WESTMINSTER LEGAL CHAMBERS,69101,26.3,22.7,61.8,54.2,71.3,66.7,14.7,85.3,11.2,88.8,18.9,81.1,68.5,31.5,100-249,2025-04-02 12:18:33
BRISTOL HOSPITALITY GROUP LTD,55100,17.2,13.6,31.8,26.4,35.7,31.2,40.1,59.9,36.5,63.5,43.8,56.2,61.4,38.6,500-999,2025-04-13 16:22:08
CAMBRIDGE BIOTECH RESEARCH,72110,23.9,20.1,48.7,41.3,44.2,39.8,26.4,73.6,22.1,77.9,29.8,70.2,59.3,40.7,250-499,2025-04-01 14:07:51
