EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP LIMITED,64203,13.8,6.4,41.0,25.5,50.9,58.3,22.6,51.3,12.9,60.7,24.1,50.0,48.6,43.4,1000-4999,2024-06-24 18:05:02
"STEPHENSON COOPER,64209,34.6,25.9,69.8,40.8,54.2,61.4,25.9,71.4,16.3,80.5,28.5,70.0,56.6,42.8,500-999,2024-09-17 10:55:49
SHEPHERDS AND CHORLTON LLP",64209,41.2,31.4,78.2,48.0,56.5,62.8,29.2,75.6,18.5,85.9,32.0,78.0,58.4,45.2,1000-4999,2024-03-13 17:15:41
"PEARSONS LLP,64209,24.9,17.3,55.3,30.6,52.3,59.6,22.1,58.4,13.4,66.5,25.3,55.0,51.4,46.8,500-999,2024-11-26 14:30:16
DENTONS UK AND MIDDLE EAST LLP",64209,26.8,20.3,58.1,35.9,53.6,60.2,23.5,61.4,14.6,70.9,26.9,59.0,53.6,47.0,1000-4999,2024-07-25 09:10:59
"BAKER MCKENZIE LLP,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2024-02-14 15:40:12
REED SMITH LLP",64209,23.5,16.9,51.7,28.0,51.9,58.4,21.4,56.4,12.7,65.7,24.1,52.0,51.3,45.8,1000-4999,2024-12-03 11:50:25
"SNR DENTON (UK AND MIDDLE EAST) LLP,64209,29.4,22.5,65.3,36.1,54.9,61.6,24.4,68.4,15.5,77.9,27.9,65.0,54.9,46.9,1000-4999,2024-10-01 13:45:21
CLIFFEDEN LLP",64209,38.2,29.5,75.1,42.8,57.3,63.4,28.3,74.9,20.2,83.3,31.4,75.0,57.7,48.5,500-999,2024-09-19 08:15:56
"STEPHEN J PARIS LLP,64209,22.9,15.7,48.4,26.0,50.6,57.3,20.5,54.9,11.9,63.9,23.6,49.0,50.5,44.9,1000-4999,2024-08-20 16:25:48
GREENSHIELDS CO",64209,20.8,13.9,46.5,28.9,50.8,56.7,19.1,52.7,10.7,60.3,22.1,47.0,51.2,46.6,500-999,2024-05-22 09:50:14
"SAUNDERS WALKER LLP,64209,16.7,10.3,42.0,22.5,49.6,54.9,18.2,48.2,9.1,56.9,20.5,41.0,49.3,45.5,1000-4999,2024-06-17 17:00:34
HUSSAIN LLP",64209,14.5,8.1,38.9,20.2,48.4,52.6,16.3,45.9,8.1,54.9,18.4,37.0,48.1,44.5,500-999,2024-03-28 09:00:13
"KOMIYA AND HOCKING LLP,64209,18.2,12.1,45.2,26.5,50.0,55.0,17.1,48.3,9.9,59.3,20.4,44.0,50.4,46.2,1000-4999,2024-11-04 10:20:58
DAVIS POLK & WARDWELL LLP",64209,27.4,20.9,59.6,38.4,54.4,60.5,22.9,62.3,14.5,71.4,26.1,59.0,54.2,48.0,500-999,2024-07-11 14:25:51
"TRUST INTELLIGENCE LLP,64209,35.6,27.3,73.1,45.8,56.3,62.5,26.4,72.4,19.3,80.1,30.1,72.0,56.6,47.4,1000-4999,2024-09-27 11:35:29
SAUL NICHOLSON LLP",64209,25.9,18.3,56.3,34.9,52.8,59.3,21.8,59.7,13.7,69.7,26.4,56.0,52.8,46.6,500-999,2024-08-08 13:00:06
"CAPITA LLP,64209,19.2,13.1,46.9,29.5,51.4,57.6,18.3,53.6,10.4,62.9,21.5,45.0,52.0,47.8,1000-4999,2024-02-27 16:30:04
REESMANN LLP",64209,21.1,14.7,48.5,31.0,50.9,56.6,19.1,52.9,11.1,61.5,22.4,47.0,51.1,46.2,500-999,2024-05-16 14:40:40
"BROOKS WELLS LLP,64209,24.6,17.4,54.3,32.7,52.7,58.6,20.9,56.8,12.5,65.7,24.3,53.0,52.8,46.6,1000-4999,2024-09-16 17:25:47
BROCKABY LLP",64209,28.9,22.9,62.4,40.3,55.5,61.2,24.1,65.4,16.2,76.5,28.5,61.0,55.9,46.3,500-999,2024-10-18 14:20:46
"DESMOND NICHOLSON LLP,64209,15.5,9.1,39.5,23.0,48.5,53.5,15.9,45.3,8.1,54.9,17.5,38.0,48.3,44.8,1000-4999,2024-06-06 17:05:19
DENTONS EUROPE LLP",64209,22.4,15.4,49.5,27.3,51.2,57.2,19.6,52.7,11.4,61.4,22.8,48.0,51.8,45.9,500-999,2024-05-02 15:40:35
"SHOOSMITH LLP,64209,23.7,16.6,51.8,29.7,51.5,57.9,20.3,54.7,12.1,63.1,23.6,51.0,52.1,46.2,500-999,2024-09-03 14:20:42
GREENSHIELDS CO (UK) LTD",64209,17.4,11.3,43.2,24.9,49.5,54.4,16.7,46.3,9.4,57.5,19.2,42.0,50.0,45.1,500-999,2024-02-22 15:30:55
"PINE APPLE (EAST KENT) LIMITED,64209,25.6,18.5,56.9,35.1,53.5,59.0,21.6,58.6,13.5,69.3,26.3,56.0,53.8,47.4,500-999,2024-08-15 14:40:51
MCKAYSIER LLP",64209,21.4,14.4,47.8,31.5,50.6,56.5,19.2,52.9,10.9,61.2,22.6,46.0,51.3,46.9,1000-4999,2024-08-01 16:15:17
"ANDERSON STRATHERN LLP,64209,19.9,13.7,46.7,30.2,51.5,57.4,18.2,54.4,10.7,62.9,21.5,45.0,52.1,48.1,500-999,2024-04-01 14:15:45
SCHILLINGS LLP",64209,17.9,12.1,44.8,25.4,50.4,54.8,16.4,47.7,9.5,59.4,19.6,43.0,51.1,45.5,1000-4999,2024-11-14 08:35:58
"SPRUCE POND TELECOM LIMITED,64209,29.7,24.1,60.5,43.2,55.2,61.6,25.6,65.9,17.7,76.0,30.1,60.0,55.9,48.3,500-999,2024-09-21 14:30:39
SNR DENTON (UK AND MIDDLE EAST) LLP",64209,29.4,22.5,65.3,36.1,54.9,61.6,24.4,68.4,15.5,77.9,27.9,65.0,54.9,46.9,1000-4999,2024-10-01 13:45:21
"STEPHEN J PARIS LLP,64209,22.9,15.7,48.4,26.0,50.6,57.3,20.5,54.9,11.9,63.9,23.6,49.0,50.5,44.9,1000-4999,2024-08-20 16:25:48
GREENSHIELDS CO",64209,20.8,13.9,46.5,28.9,50.8,56.7,19.1,52.7,10.7,60.3,22.1,47.0,51.2,46.6,500-999,2024-05-22 09:50:14
"SAUNDERS WALKER LLP,64209,16.7,10.3,42.0,22.5,49.6,54.9,18.2,48.2,9.1,56.9,20.5,41.0,49.3,45.5,1000-4999,2024-06-17 17:00:34
HUSSAIN LLP",64209,14.5,8.1,38.9,20.2,48.4,52.6,16.3,45.9,8.1,54.9,18.4,37.0,48.1,44.5,500-999,2024-03-28 09:00:13
"KOMIYA AND HOCKING LLP,64209,18.2,12.1,45.2,26.5,50.0,55.0,17.1,48.3,9.9,59.3,20.4,44.0,50.4,46.2,1000-4999,2024-11-04 10:20:58
DAVIS POLK & WARDWELL LLP",64209,27.4,20.9,59.6,38.4,54.4,60.5,22.9,62.3,14.5,71.4,26.1,59.0,54.2,48.0,500-999,2024-07-11 14:25:51
"TRUST INTELLIGENCE LLP,64209,35.6,27.3,73.1,45.8,56.3,62.5,26.4,72.4,19.3,80.1,30.1,72.0,56.6,47.4,1000-4999,2024-09-27 11:35:29
SAUL NICHOLSON LLP",64209,25.9,18.3,56.3,34.9,52.8,59.3,21.8,59.7,13.7,69.7,26.4,56.0,52.8,46.6,500-999,2024-08-08 13:00:06
"CAPITA LLP,64209,19.2,13.1,46.9,29.5,51.4,57.6,18.3,53.6,10.4,62.9,21.5,45.0,52.0,47.8,1000-4999,2024-02-27 16:30:04
REESMANN LLP",64209,21.1,14.7,48.5,31.0,50.9,56.6,19.1,52.9,11.1,61.5,22.4,47.0,51.1,46.2,500-999,2024-05-16 14:40:40
