EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Brighton Marine Holdings Ltd,"35110, 52242",14.7,18.3,22.4,25.1,38.2,35.9,56,44,52,48,48,52,55,45,500 to 999,2024-11-03
Cumbria Logistics Group,"49410, 52290",11.2,14.6,19.8,21.3,41.5,38.7,53,47,49,51,46,54,51,49,1000 to 4999,2024-10-15
Dundee Tech Innovations,"62020, 63120",23.5,26.8,35.2,38.9,28.3,25.1,62,38,58,42,54,46,59,41,250 to 499,2025-01-22
Exeter Health Services,"86101, 86210",18.9,21.4,28.7,31.2,33.6,30.4,59,41,55,45,51,49,54,46,5000 to 19,999
Glasgow Financial Partners,"64191, 64999",32.1,35.7,45.3,48.6,22.1,19.4,68,32,64,36,60,40,65,35,1000 to 4999,2025-02-14
Hull Manufacturing Co,"28110, 28220",9.3,12.1,15.6,17.8,45.2,42.3,51,49,47,53,44,56,48,52,250 to 499,2024-09-30
Leeds Retail Collective,"47110, 47710",16.4,19.7,24.5,27.1,36.8,33.9,54,46,50,50,47,53,52,48,5000 to 19,999
Manchester Media Studios,"59111, 59120",27.8,30.5,39.1,42.3,24.7,21.8,65,35,61,39,57,43,62,38,250 to 499,2025-03-05
Newcastle Energy Solutions,"35110, 35220",21.6,24.9,32.4,35.7,29.5,26.3,63,37,59,41,55,45,60,40,1000 to 4999,2024-10-27
Norfolk Hospitality Group,"55110, 56302",13.7,16.2,20.3,22.8,39.4,36.6,52,48,48,52,45,55,49,51,500 to 999,2024-12-18
Oxford Bio Sciences,"72110, 72190",25.3,28.6,37.2,40.5,26.1,23.4,66,34,62,38,58,42,63,37,250 to 499,2025-01-09
Plymouth Construction Ltd,"41100, 42910",8.4,11.2,14.7,16.9,46.8,43.7,50,50,46,54,43,57,47,53,500 to 999,2024-09-15
Sheffield Engineering Works,"25110, 25620",10.8,13.5,18.2,20.6,42.9,40.1,52,48,48,52,45,55,49,51,1000 to 4999,2024-11-11
Swansea Bay Hotels,"55110, 55209",15.1,17.8,23.7,26.2,35.2,32.6,55,45,51,49,48,52,53,47,250 to 499,2024-10-03
York Legal Services,"69101, 69109",29.4,32.1,41.8,44.9,23.8,20.9,67,33,63,37,59,41,64,36,500 to 999,2025-02-28
Aberdeen Oilfield Services,"06100, 09100",19.7,22.5,30.1,33.4,31.2,28.1,61,39,57,43,53,47,58,42,5000 to 19,999
Birmingham City Council,"84110, 84210",26.5,29.3,38.7,41.2,25.4,22.7,64,36,60,40,56,44,61,39,20,000 or more
Bristol Airport Services,"51101, 52230",17.2,19.9,25.8,28.4,34.5,31.8,56,44,52,48,49,51,54,46,1000 to 4999,2024-10-22
Cambridge Education Trust,"85100, 85320",22.8,25.6,34.3,37.1,27.9,24.8,62,38,58,42,54,46,59,41,500 to 999,2024-11-28
Cardiff Bay Development,"41100, 43999",12.5,15.3,21.1,23.5,38.7,35.9,53,47,49,51,46,54,50,50,250 to 499,2025-03-12
Derby Automotive Parts,"29320, 45310",7.9,10.6,13.8,15.9,48.1,44.9,49,51,45,55,42,58,46,54,1000 to 4999,2024-09-08
Edinburgh Scottish Whisky,"11050, 46342",14.6,17.4,22.9,25.3,37.1,34.2,54,46,50,50,47,53,51,49,500 to 999,2024-12-25
Exmoor National Park Authority,"84120, 91020",20.3,23.1,31.5,34.2,30.6,27.4,60,40,56,44,52,48,57,43,250 to 499,2025-02-09
Glasgow City Health Board,"86101, 86220",24.7,27.5,36.8,39.4,26.8,23.9,65,35,61,39,57,43,62,38,20,000 or more
Harrogate Fashion House,"14110, 47710",28.1,31.2,42.7,45.8,23.5,20.6,66,34,62,38,58,42,63,37,250 to 499,2025-03-20
Ipswich Port Authority,"52211, 52290",16.8,19.5,26.1,28.7,35.9,33.1,55,45,51,49,48,52,53,47,500 to 999,2024-10-31
Jersey Financial Trust,"64191, 64921",33.2,36.4,47.1,50.3,21.2,18.5,69,31,65,35,61,39,66,34,500 to 999,2025-01-26
Kent County Constabulary,"84230, 84250",25.9,28.7,37.5,40.1,25.1,22.3,64,36,60,40,56,44,61,39,5000 to 19,999
Liverpool Docklands,"52101, 52241",13.2,15.9,21.7,24.1,38.3,35.5,53,47,49,51,46,54,50,50,1000 to 4999,2024-11-07
Milton Keynes Tech Park,"58210, 62090",30.5,33.8,44.6,47.9,22.7,19.8,68,32,64,36,60,40,65,35,500 to 999,2025-02-03
Newquay Tourism Board,"55110, 79110",18.5,21.2,27.9,30.5,32.8,29.9,58,42,54,46,50,50,55,45,250 to 499,2024-10-18
Nottingham Forest Council,"84110, 85200",27.3,30.1,40.2,43.5,24.3,21.6,66,34,62,38,58,42,63,37,5000 to 19,999
Oxfordshire Primary Care,"86210, 86900",19.1,21.8,29.3,32.1,31.7,28.6,60,40,56,44,52,48,57,43,1000 to 4999,2024-12-05
Peterborough AgriTech,"01610, 72190",15.7,18.4,24.1,26.8,36.2,33.4,55,45,51,49,48,52,52,48,250 to 499,2024-09-25
Reading Thames Valley Bank,"64191, 64999",31.8,34.9,46.2,49.5,22.9,20.1,67,33,63,37,59,41,64,36,1000 to 4999,2025-03-08
Scarborough Seafood Processors,"10200, 46380",11.4,14.1,19.3,21.7,40.6,37.8,52,48,48,52,45,55,49,51,500 to 999,2024-11-02
Southampton Port Services,"52211, 52290",17.6,20.3,26.5,29.1,34.1,31.3,57,43,53,47,50,50,54,46,5000 to 19,999
Stoke-on-Trent Pottery Works,"23310, 47789",10.2,12.8,17.4,19.8,41.8,38.9,51,49,47,53,44,56,48,52,250 to 499,2025-01-14
Swindon Rail Services,"49100, 52210",14.9,17.6,23.2,25.7,36.5,33.7,54,46,50,50,47,53,51,49,1000 to 4999,2024-12-22
Truro Cornish Pasties,"10821, 56102",16.3,19.0,25.1,27.6,35.7,32.9,55,45,51,49,48,52,52,48,250 to 499,2024-09-12
Warwick University Hospitals,"86101, 86220",23.1,25.9,34.7,37.5,28.2,25.1,63,37,59,41,55,45,60,40,20,000 or more
Winchester Cathedral Trust,"88990, 91020",21.8,24.6,32.9,35.6,29.8,26.7,61,39,57,43,53,47,58,42,250 to 499,2024-11-25
Yorkshire Water Authority,"36000, 37000",13.6,16.3,22.0,24.4,37.9,35.1,53,47,49,51,46,54,50,50,5000 to 19,999
Aberystwyth Welsh Wool,"13100, 14120",12.9,15.6,21.5,23.9,38.2,35.4,54,46,50,50,47,53,51,49,250 to 499,2025-03-15
Bath Spa Hotels,"55110, 55209",20.7,23.5,31.8,34.5,30.3,27.2,60,40,56,44,52,48,57,43,500 to 999,2024-12-30
Blackpool Pleasure Beach,"93210, 93290",15.4,18.1,24.6,27.0,35.8,33.0,55,45,51,49,48,52,53,47,1000 to 4999,2024-10-05
Canterbury Cathedral Shop,"47789, 88990",24.2,27.0,36.1,38.8,27.5,24.4,64,36,60,40,56,44,61,39,250 to 499,2025-01-31
Durham County Care Homes,"87100, 87300",26.8,29.6,39.4,42.1,24.9,22.1,65,35,61,39,57,43,62,38,5000 to 19,999
Exeter Airport Services,"51101, 52230",18.3,21.0,28.1,30.8,32.4,29.5,58,42,54,46,51,49,55,45,500 to 999,2024-12-15
Falkirk Steel Works,"24100, 25910",8.7,11.5,14.2,16.4,46.3,43.2,50,50,46,54,43,57,47,53,1000 to 4999,2024-09-20
Gloucester Rugby Club,"93110, 93199",19.5,22.3,29.7,32.4,31.8,28.7,59,41,55,45,51,49,56,44,250 to 499,2025-02-22
Herefordshire Cider,"11030, 46380",13.8,16.5,22.4,24.8,37.6,34.8,53,47,49,51,46,54,50,50,500 to 999,2024-11-05
Inverness Highland Council,"84110, 84250",27.1,29.9,39.8,42.5,24.6,21.8,66,34,62,38,58,42,63,37,5000 to 19,999
Lancashire Textile Mills,"13100, 13200",11.6,14.3,19.7,22.1,40.3,37.5,52,48,48,52,45,55,49,51,1000 to 4999,2024-10-10
