EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Apex Automotive Ltd,45200,14.7,12.3,24.5,18.9,8.2,5.1,62,38,58,42,65,35,70,30,Medium,2024-04-12
BlueRiver Hospitality Group,56101,9.8,7.5,15.2,11.4,12.3,9.7,55,45,52,48,49,51,46,54,Large,2024-04-15
Cedar Legal LLP,69109,22.4,19.6,42.8,35.2,18.7,14.3,45,55,41,59,38,62,34,66,Medium,2024-04-18
Delta Logistics UK,52290,11.2,9.1,20.3,16.7,9.5,7.2,59,41,57,43,61,39,64,36,Large,2024-04-21
Emerald Care Homes,87100,6.5,4.2,8.7,5.9,4.1,3.8,38,62,35,65,32,68,29,71,Medium,2024-04-24
Falcon Insurance Brokers,66220,18.9,16.4,31.5,27.1,15.8,12.4,52,48,48,52,44,56,40,60,Small,2024-04-27
Granite Manufacturing Ltd,25110,16.3,14.8,28.9,24.7,11.2,8.5,68,32,65,35,69,31,72,28,Medium,2024-04-30
Harbour View Hotels,55110,13.5,11.2,22.1,18.5,13.6,10.9,53,47,49,51,46,54,43,57,Large,2024-05-03
Ignite Marketing Agency,73110,8.7,6.9,14.5,11.8,10.2,8.1,47,53,43,57,40,60,37,63,Small,2024-05-06
Jade Retail Group,47110,10.4,8.6,18.3,14.9,11.7,9.3,56,44,53,47,50,50,47,53,Large,2024-05-09
Kestrel Construction Ltd,41100,19.6,17.2,33.8,29.5,14.3,10.8,71,29,68,32,72,28,75,25,Medium,2024-05-12
Lakeside Education Trust,85200,5.2,3.1,6.4,4.2,3.5,3.2,34,66,31,69,28,72,25,75,Medium,2024-05-15
Midland Energy Supply,35230,12.8,10.5,23.7,19.8,10.4,7.9,61,39,58,42,62,38,65,35,Large,2024-05-18
Nightingale Health Services,86210,7.3,5.8,10.2,7.6,5.8,4.9,41,59,38,62,35,65,32,68,Large,2024-05-21
Orbit Financial Planning,64991,15.6,13.4,27.2,22.9,16.5,13.1,49,51,45,55,42,58,39,61,Small,2024-05-24
Phoenix Security Solutions,80100,21.7,19.3,38.5,32.8,13.7,10.2,66,34,63,37,67,33,70,30,Medium,2024-05-27
Quartz IT Services,62020,10.1,8.2,17.6,14.2,12.8,10.1,54,46,50,50,47,53,44,56,Large,2024-05-30
Riverbank Food Production,10710,14.2,12.7,25.3,21.6,9.3,7.1,63,37,60,40,64,36,67,33,Medium,2024-06-02
Silverstone Accountancy,69201,20.5,18.1,36.7,31.4,17.2,13.6,51,49,47,53,44,56,41,59,Small,2024-06-05
Titan Engineering Ltd,28110,17.8,15.9,30.2,26.1,12.4,9.3,69,31,66,34,70,30,73,27,Medium,2024-06-08
Unity Housing Association,68209,9.4,7.1,12.8,9.5,7.6,6.2,46,54,43,57,40,60,37,63,Large,2024-06-11
Vale Veterinary Clinics,75000,13.6,11.8,23.9,20.1,14.5,11.7,48,52,44,56,41,59,38,62,Small,2024-06-14
Wharfside Recruitment Agencies,78100,16.9,14.5,29.1,24.8,15.3,11.9,57,43,53,47,50,50,47,53,Medium,2024-06-17
Xenon Media Production,59111,7.9,6.2,13.7,10.4,9.8,7.5,45,55,41,59,38,62,35,65,Small,2024-06-20
Yellowstone Garden Centres,47760,8.6,6.8,14.2,11.1,8.4,6.7,49,51,46,54,43,57,40,60,Medium,2024-06-23
Zenith Wealth Management,66191,19.2,16.8,34.3,29.7,18.9,15.2,50,50,46,54,43,57,40,60,Medium,2024-06-26
Aurora Childcare Nurseries,88910,5.8,3.7,7.9,5.2,4.3,3.9,36,64,33,67,30,70,27,73,Small,2024-06-29
Birchwood Supermarkets,47110,11.7,9.8,19.6,16.2,12.1,9.8,58,42,55,45,52,48,49,51,Large,2024-07-02
Coral Travel Agency,79110,12.4,10.3,21.5,17.8,13.9,11.2,52,48,48,52,45,55,42,58,Medium,2024-07-05
Drake Precision Tools,25930,15.8,14.1,27.6,23.4,10.7,8.2,65,35,62,38,66,34,69,31,Small,2024-07-08
Echo Broadcasting Ltd,60100,9.2,7.4,16.8,13.5,11.4,8.9,48,52,44,56,41,59,38,62,Medium,2024-07-11
Flintlock Security Services,80100,20.3,18.5,35.7,30.9,14.1,10.6,67,33,64,36,68,32,71,29,Medium,2024-07-14
Glacier Cold Storage,52103,13.9,11.7,24.8,20.6,10.8,8.4,60,40,57,43,61,39,64,36,Large,2024-07-17
Horizon Shipping Ltd,50200,16.5,14.9,28.4,24.3,11.6,8.8,64,36,61,39,65,35,68,32,Medium,2024-07-20
Ivory Dental Practices,86230,12.1,10.6,22.7,19.2,15.2,12.3,47,53,43,57,40,60,37,63,Small,2024-07-23
Jetstream Airlines Ltd,51101,18.2,16.3,32.1,27.8,13.9,10.5,62,38,59,41,63,37,66,34,Large,2024-07-26
Keystone Architects,71111,14.7,12.9,26.3,22.5,16.8,13.4,53,47,49,51,46,54,43,57,Small,2024-07-29
Lunar Waste Management,38110,11.5,9.7,20.1,16.8,9.7,7.6,57,43,54,46,51,49,48,52,Medium,2024-08-01
Marble Estate Agents,68310,15.3,13.2,27.9,23.6,17.3,13.8,54,46,50,50,47,53,44,56,Medium,2024-08-04
Nova Scientific Research,72190,10.8,9.1,18.9,15.4,13.5,10.7,49,51,45,55,42,58,39,61,Small,2024-08-07
Oakleaf Forestry Services,210,17.4,15.7,29.8,25.5,11.9,9.1,66,34,63,37,67,33,70,30,Small,2024-08-10
Peak District Council,84110,8.1,6.3,11.7,8.9,6.2,5.1,42,58,39,61,36,64,33,67,Large,2024-08-13
Quicksilver Courier Services,53202,14.6,12.4,25.7,21.3,12.3,9.5,59,41,56,44,53,47,50,50,Medium,2024-08-16
Redwood Publishing Ltd,58110,11.3,9.5,19.8,16.1,12.6,9.9,51,49,47,53,44,56,41,59,Small,2024-08-19
Sapphire Events Management,82301,13.7,11.4,24.1,20.3,14.8,11.9,53,47,49,51,46,54,43,57,Small,2024-08-22
Thames Valley Police,84230,14.9,12.8,26.5,22.1,9.7,7.4,57,43,54,46,58,42,61,39,Large,2024-08-25
Umbrella Insurance Ltd,65120,17.1,15.2,30.6,26.4,16.2,12.7,52,48,48,52,45,55,42,58,Medium,2024-08-28
