EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Thameslink Retail Ltd,47110,9.2,11.4,24.7,32.1,12.3,8.9,46,54,48,52,55,45,62,38,5000-19999,2024-10-01
Cumbria Health Partners,86101,14.6,18.9,41.3,48.7,9.1,6.2,38,62,42,58,48,52,58,42,1000-4999,2024-09-15
Brighton Marine Holdings,46140,7.8,9.1,18.5,22.3,15.7,11.4,52,48,54,46,59,41,64,36,500-999,2024-11-20
Derbyshire Constabulary,84210,3.4,5.2,8.9,12.7,21.3,18.6,44,56,46,54,51,49,55,45,5000-19999,2024-10-05
Lothian Buses Group,49390,6.1,8.7,15.2,19.8,11.2,8.5,49,51,51,49,56,44,61,39,1000-4999,2024-09-30
Sheffield Teaching Hospitals,86101,11.8,15.3,35.2,42.1,7.8,5.9,36,64,39,61,45,55,53,47,20000+,2024-10-12
Cornwall Council,84110,8.9,11.2,21.7,28.4,13.5,10.8,42,58,44,56,50,50,57,43,10000-19999,2024-09-25
Glasgow Airport Ltd,52230,12.4,16.8,29.3,36.7,16.9,12.1,48,52,50,50,55,45,63,37,1000-4999,2024-10-18
Oxford University Press,58110,13.7,17.5,38.9,45.2,10.4,7.6,40,60,43,57,49,51,60,40,5000-19999,2024-11-02
Northern Ireland Water,36000,15.2,19.7,33.1,40.5,8.7,6.1,35,65,38,62,44,56,52,48,1000-4999,2024-09-08
Bristol Energy Cooperative,35110,18.6,22.4,45.8,52.3,6.2,4.1,32,68,35,65,41,59,48,52,250-499,2024-10-28
Lancashire County Council,84110,9.7,12.5,25.1,31.8,14.2,11.3,41,59,43,57,48,52,56,44,20000+,2024-09-20
Aberdeen Asset Management,66300,22.1,26.8,51.4,58.9,5.8,3.2,28,72,31,69,37,63,45,55,1000-4999,2024-10-14
Cardiff Bus,49390,5.3,7.9,13.6,17.2,12.8,9.7,50,50,52,48,57,43,62,38,500-999,2024-11-05
Nottinghamshire Police,84210,4.1,6.3,10.1,14.5,20.7,17.9,45,55,47,53,52,48,57,43,5000-19999,2024-09-12
Kent Community Health,86101,13.2,16.9,37.5,44.2,8.3,6.1,37,63,40,60,46,54,54,46,10000-19999,2024-10-08
Edinburgh Leisure,93130,10.5,13.8,27.3,34.1,11.9,9.2,44,56,46,54,52,48,59,41,1000-4999,2024-09-28
Plymouth City Council,84110,9.1,11.7,23.4,29.8,13.8,11.1,42,58,44,56,49,51,57,43,5000-19999,2024-10-22
Belfast Harbour Commissioners,52210,16.8,20.9,39.7,46.3,9.4,6.8,34,66,37,63,43,57,51,49,1000-4999,2024-09-05
Yorkshire Water,36000,14.9,18.6,32.4,39.1,8.1,5.7,36,64,39,61,45,55,53,47,5000-19999,2024-10-15
Cambridge University Hospitals,86101,12.6,15.8,36.2,43.5,7.9,5.8,38,62,41,59,47,53,55,45,10000-19999,2024-09-18
Durham County Council,84110,10.3,13.1,26.8,33.2,12.7,10.2,40,60,42,58,48,52,56,44,10000-19999,2024-10-30
Glasgow Science Centre,91000,11.7,14.9,30.1,37.4,10.6,8.1,39,61,42,58,48,52,57,43,250-499,2024-09-22
Leeds Teaching Hospitals,86101,11.4,14.7,34.8,41.9,8.1,6.0,37,63,40,60,46,54,54,46,20000+,2024-10-03
Southampton Port Authority,52240,17.2,21.5,42.3,49.1,8.8,6.2,33,67,36,64,42,58,50,50,1000-4999,2024-09-10
Nottingham City Transport,49390,6.8,9.4,16.7,20.9,11.5,8.8,48,52,50,50,55,45,61,39,1000-4999,2024-11-12
Northumbria Healthcare,86101,12.9,16.2,35.7,42.8,7.5,5.6,36,64,39,61,45,55,53,47,10000-19999,2024-09-15
Exeter City Council,84110,8.6,10.9,22.1,28.7,14.1,11.4,43,57,45,55,51,49,58,42,1000-4999,2024-10-25
Inverness Airport,52230,13.8,17.6,31.5,38.2,15.2,11.7,46,54,48,52,53,47,62,38,250-499,2024-09-07
Birmingham Airport,52230,14.5,18.3,33.7,40.9,16.8,13.2,47,53,49,51,54,46,63,37,5000-19999,2024-10-17
Norfolk County Council,84110,9.4,12.0,24.3,30.6,13.6,10.9,41,59,43,57,49,51,56,44,20000+,2024-09-30
Swansea University,85300,16.3,20.1,39.4,46.7,9.2,6.8,35,65,38,62,44,56,52,48,5000-19999,2024-10-09
Surrey Police,84210,3.7,5.6,9.3,13.1,19.8,17.2,44,56,46,54,51,49,56,44,5000-19999,2024-09-13
Liverpool Women's Hospital,86101,8.2,10.6,19.7,25.8,10.4,8.1,41,59,43,57,48,52,55,45,1000-4999,2024-10-21
Glasgow City Council,84110,10.8,13.6,27.5,34.2,12.3,9.9,39,61,41,59,47,53,55,45,20000+,2024-09-26
Bournemouth Tourism,79110,12.1,15.4,29.8,36.5,11.7,9.0,42,58,44,56,50,50,58,42,1000-4999,2024-10-06
North Wales Police,84210,4.5,6.8,11.2,15.7,18.9,16.3,45,55,47,53,52,48,57,43,2500-4999,2024-09-11
Imperial College Healthcare,86101,13.1,16.5,37.2,44.6,8.0,5.9,37,63,40,60,46,54,54,46,10000-19999,2024-10-13
Dundee City Council,84110,9.6,12.3,25.7,32.1,13.2,10.6,40,60,42,58,48,52,56,44,5000-19999,2024-09-24
Manchester Airport Group,52230,15.7,19.4,36.8,43.9,17.3,13.6,48,52,50,50,55,45,64,36,10000-19999,2024-10-26
Wiltshire Council,84110,10.0,12.8,26.3,32.9,13.0,10.5,41,59,43,57,48,52,56,44,10000-19999,2024-09-19
Queen Margaret University,85300,15.4,19.2,38.1,45.4,9.6,7.1,34,66,37,63,43,57,51,49,500-999,2024-10-04
Cheshire Constabulary,84210,3.9,5.9,9.7,13.8,20.1,17.4,44,56,46,54,51,49,56,44,5000-19999,2024-09-16
Plymouth Hospitals,86101,12.3,15.6,35.9,43.2,7.7,5.7,37,63,40,60,46,54,54,46,10000-19999,2024-10-11
Stirling Council,84110,9.3,11.8,24.0,30.4,13.4,10.8,42,58,44,56,50,50,57,43,1000-4999,2024-09-21
London Luton Airport,52230,14.1,17.9,32.8,40.2,16.2,12.5,47,53,49,51,54,46,63,37,1000-4999,2024-10-20
Hampshire Constabulary,84210,4.2,6.5,10.5,14.9,19.3,16.7,45,55,47,53,52,48,57,43,10000-19999,2024-09-14
Aberdeen City Council,84110,10.6,13.4,27.1,33.8,12.5,10.1,40,60,42,58,48,52,55,45,5000-19999,2024-10-07
