EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BrightWave Energy Solutions Ltd,35.11,14.2,12.9,22.5,18.7,8.3,6.1,62,38,58,42,65,35,71,29,Medium,2024-06-12
Maplebrook Hospitality Group,55.10,9.8,8.5,15.3,11.2,5.7,4.2,54,46,51,49,56,44,60,40,Large,2024-07-03
NexusBlue Financial Advisory,64.19,18.5,16.2,31.8,28.4,12.6,9.3,68,32,65,35,70,30,75,25,Medium,2024-08-21
TerraFirma Construction PLC,41.20,11.3,10.1,19.7,16.5,6.9,5.4,59,41,57,43,62,38,66,34,Large,2024-09-15
SilverLining Care Services,87.10,6.2,5.8,9.1,7.4,3.2,2.8,48,52,45,55,50,50,53,47,Small,2024-10-02
AuroraTech Software Ltd,62.01,21.7,19.8,35.2,31.6,15.4,11.7,72,28,69,31,74,26,79,21,Medium,2024-06-28
HarbourView Shipping Ltd,50.20,13.6,11.9,24.8,20.3,9.1,6.8,63,37,60,40,66,34,70,30,Large,2024-07-19
Pinnacle Estate Agency,68.20,8.4,7.2,12.5,9.8,4.6,3.5,52,48,49,51,55,45,58,42,Small,2024-08-08
GreenLeaf Supermarkets Ltd,47.11,10.7,9.3,17.9,14.2,6.2,4.9,56,44,53,47,59,41,63,37,Large,2024-09-03
Meridian Health Partners,86.10,5.9,5.1,8.7,6.3,2.9,2.4,46,54,43,57,48,52,51,49,Medium,2024-10-12
IronWorks Engineering Ltd,42.21,16.4,14.7,28.3,24.1,11.2,8.5,66,34,63,37,69,31,73,27,Medium,2024-06-17
Crescent Media Group,58.11,19.2,17.5,32.7,29.2,14.8,11.3,71,29,68,32,73,27,77,23,Small,2024-07-25
Phoenix Rising Retail,47.19,12.5,10.8,21.4,17.9,7.6,5.9,60,40,57,43,63,37,67,33,Large,2024-08-14
Oakwood Legal Services,69.10,15.8,13.9,26.5,22.8,10.4,7.7,64,36,61,39,67,33,71,29,Medium,2024-09-09
Riverstone Logistics Ltd,52.24,14.1,12.3,23.7,19.4,8.7,6.5,62,38,59,41,65,35,69,31,Large,2024-10-07
Starlight Entertainment Co,90.04,17.3,15.6,29.1,25.7,12.9,9.8,67,33,64,36,70,30,74,26,Small,2024-06-24
Clearwater Consulting Ltd,70.22,20.5,18.4,34.2,30.1,15.1,11.6,73,27,70,30,75,25,80,20,Medium,2024-07-30
RedKite Manufacturing PLC,28.11,18.9,16.8,30.4,26.9,13.7,10.2,69,31,66,34,71,29,76,24,Large,2024-08-18
BlueSky Airlines Ltd,51.10,22.1,20.2,36.8,33.1,16.3,12.5,74,26,71,29,76,24,81,19,Large,2024-09-12
Willowbrook Academy Trust,85.10,7.3,6.5,10.8,8.1,3.7,2.9,49,51,46,54,52,48,55,45,Medium,2024-10-05
GranitePeak Mining Ltd,05.10,25.4,23.1,40.2,36.7,19.5,14.8,78,22,75,25,80,20,84,16,Medium,2024-06-11
Sunrise Hospitality Resorts,55.20,8.9,7.8,14.6,11.3,5.1,3.8,53,47,50,50,56,44,61,39,Large,2024-07-08
TechVenture Capital Ltd,64.20,23.7,21.8,38.5,34.9,17.9,13.6,76,24,73,27,78,22,82,18,Small,2024-08-25
ClearView Security Services,80.10,16.2,14.5,27.3,23.8,11.8,8.9,65,35,62,38,68,32,72,28,Medium,2024-09-20
HarvestMoon Agriculture Co,01.50,9.6,8.2,15.7,12.4,5.8,4.3,55,45,52,48,58,42,62,38,Small,2024-10-03
Polaris Insurance Brokers,66.22,18.7,16.9,31.4,27.6,14.2,10.7,70,30,67,33,72,28,77,23,Medium,2024-06-27
Emerald City Architecture,71.11,13.5,11.7,22.9,19.1,8.4,6.2,61,39,58,42,64,36,68,32,Small,2024-07-14
NorthernLights Rail Ltd,49.10,15.9,14.2,26.1,22.5,10.9,8.1,66,34,63,37,69,31,73,27,Large,2024-08-09
CrystalClear Water Ltd,36.00,10.4,9.1,18.2,14.8,6.5,5.1,57,43,54,46,60,40,64,36,Medium,2024-09-04
Firebird Creative Agency,73.11,24.3,22.1,39.7,35.8,18.6,14.2,77,23,74,26,79,21,83,17,Small,2024-10-11
Stonebridge Property Mgt,68.32,7.8,6.9,11.4,8.7,3.9,3.1,50,50,47,53,53,47,57,43,Large,2024-06-15
Velocity Sports Marketing,93.11,19.6,17.8,33.1,29.5,15.3,11.7,72,28,69,31,74,26,78,22,Medium,2024-07-22
