activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,36,005,000100,Conventional: First Lien,One-to-four family dwelling (other than manufactured housing),Hispanic or Latino,Asian,Male,1,1,385000,85,6.75,2.1,0,4500,1800,2700,0,500,360,0,0,0,0,0,0,453000,1,1,NA,NA,1,NA,98000,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,42,0,0,1,1
2024,31080,6,001,004702,Conventional: First Lien,One-to-four family dwelling (other than manufactured housing),Not Hispanic or Latino,White,Female,1,1,625000,75,7.0,2.3,0,5800,2200,3200,500,800,360,0,0,0,0,0,0,833000,1,1,NA,NA,1,NA,150000,28,1,1,2,2,1,1,5,5,1,1,2,2,1,1,1,38,NA,0,NA,1,1
2024,16980,12,005,000300,FHA: First Lien,One-to-four family dwelling (other than manufactured housing),Not Hispanic or Latino,Black or African American,Male,1,1,290000,90,6.5,1.8,0,4200,1500,2500,200,600,360,0,3,0,0,0,0,322000,1,1,NA,NA,1,NA,65000,42,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,52,49,1,0,1,1
2024,19100,17,019,010500,Conventional: First Lien,One-to-four family dwelling (other than manufacturing),Not Hispanic or Latino,Asian,Female,1,1,455000,80,6.9,2.0,0,4900,1900,2800,300,700,360,0,0,0,0,0,0,569000,1,1,NA,NA,1,NA,110000,32,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,41,39,0,0,1,1
2024,26420,29,003,007800,VA: First Lien,One-to-four family dwelling (other than manufactured housing),Hispanic or Latino,White,Male,1,1,415000,95,6.25,1.5,0,3800,1200,2300,0,400,360,0,0,0,0,0,0,437000,1,1,NA,NA,1,NA,88000,45,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,34,NA,0,NA,1,1
2024,41860,48,061,030200,Conventional: First Lien,One-to-four family dwelling (other than manufactured housing),Not Hispanic or Latino,White,Male,1,1,780000,70,7.25,2.5,0,7200,2800,3800,600,900,360,0,0,0,0,0,0,1114000,1,1,NA,NA,1,NA,185000,25,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,47,44,0,0,1,1
2024,38060,45,019,001800,Conventional: First Lien,One-to-four family dwelling (other than manufactured housing),Not Hispanic or Latino,Black or African American,Female,1,1,340000,85,6.8,2.2,0,4300,1600,2600,200,500,360,0,0,0,0,0,0,400000,1,1,NA,NA,1,NA,72000,40,1,1,2,2,1,1,3,3,1,1,2,2,1,1,1,39,37,0,0,1,1
2024,12060,9,001,042100,Conventional: First Lien,One-to-four family dwelling (other than manufactured housing),Hispanic or Latino,Asian,Female,1,1,520000,75,7.1,2.4,0,5500,2100,3100,400,800,360,0,0,0,0,0,0,693000,1,1,NA,NA,1,NA,125000,30,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,43,40,0,0,1,1
2024,14460,13,057,021300,Conventional: First Lien,One-to-four family dwelling (other than manufactured housing),Not Hispanic or Latino,White,Male,1,1,695000,65,7.5,2.7,0,6800,2600,3600,500,1000,360,0,0,0,0,0,0,1069000,1,1,NA,NA,1,NA,165000,22,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,50,48,1,0,1,1
2024,33100,41,005,003400,FHA: First Lien,Manufactured Home,Hispanic or Latino,Black or African American,Male,1,1,195000,95,6.75,2.0,0,3500,1000,2000,0,300,240,0,2,0,0,0,0,205000,2,1,2,1,1,NA,48000,48,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,29,27,0,0,1,1
