activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,16980,06,037,421902,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,White,Male,1,1,485000,85,6.75,2.45,0,8500,3500,2800,0,1200,360,,0,0,0,0,0,570000,Site-Built,Owner-Occupied,,,1,,125000,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,49,0,0,1,1
2024,31080,12,086,503102,FHA: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,Black or African American,Female,1,1,320000,92,7.0,2.75,0,9500,4200,3200,0,1500,360,,0,0,0,0,0,350000,Site-Built,Owner-Occupied,,,1,,78000,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,40,0,0,1,1
2024,19100,17,031,170101,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Asian,Male,1,1,610000,78,6.5,2.1,0,7200,2800,2500,0,1000,360,,0,0,0,0,0,780000,Site-Built,Owner-Occupied,,,1,,185000,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,43,0,0,1,1
2024,26420,21,111,210201,VA: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,White,Male,1,1,425000,90,6.25,1.85,0,6800,2600,2200,0,900,360,,0,0,0,0,0,470000,Site-Built,Owner-Occupied,,,1,,98000,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,31,0,0,1,1
2024,35620,36,005,360501,Conventional: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,White,Female,1,1,550000,82,6.9,2.3,0,8800,3600,2900,0,1100,360,,0,0,0,0,0,670000,Site-Built,Owner-Occupied,,,1,,142000,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,39,0,0,1,1
2024,41860,48,201,480901,USDA: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,275000,88,6.6,2.5,0,7200,3000,2400,0,1000,360,,0,0,0,0,0,312000,Site-Built,Owner-Occupied,,,1,,65000,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,36,0,0,1,1
2024,38060,39,035,390702,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,395000,86,7.1,2.6,0,8100,3400,2700,0,1200,360,,0,0,0,0,0,460000,Site-Built,Owner-Occupied,,,1,,105000,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,46,0,0,1,1
2024,12060,09,003,090102,FHA: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,Asian,Female,1,1,365000,93,7.15,2.8,0,9200,3800,3000,0,1300,360,,0,0,0,0,0,392000,Site-Built,Owner-Occupied,,,1,,88000,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,35,0,0,1,1
2024,14460,13,135,131201,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,715000,75,6.35,1.95,0,7600,2900,2400,0,950,360,,0,0,0,0,0,950000,Site-Built,Owner-Occupied,,,1,,210000,28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,50,0,0,1,1
2024,33100,55,079,550901,Conventional: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,White,Female,1,1,485000,84,6.8,2.4,0,8400,3300,2600,0,1050,360,,0,0,0,0,0,575000,Site-Built,Owner-Occupied,,,1,,128000,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,37,0,0,1,1
2024,38900,45,019,450301,VA: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,White,Male,1,1,375000,89,6.4,2.0,0,6900,2600,2200,0,850,360,,0,0,0,0,0,420000,Site-Built,Owner-Occupied,,,1,,95000,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,32,0,0,1,1
2024,22020,27,123,270302,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Asian,Female,1,1,525000,80,6.55,2.15,0,7800,3000,2400,0,1000,360,,0,0,0,0,0,655000,Site-Built,Owner-Occupied,,,1,,155000,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,42,0,0,1,1
2024,17420,13,057,130401,FHA: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,Black or African American,Male,1,1,295000,91,7.05,2.7,0,8600,3500,2800,0,1150,360,,0,0,0,0,0,325000,Site-Built,Owner-Occupied,,,1,,72000,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37,39,0,0,1,1
2024,49740,53,033,530401,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,White,Female,1,1,645000,77,6.3,1.9,0,7100,2700,2200,0,900,360,,0,0,0,0,0,835000,Site-Built,Owner-Occupied,,,1,,195000,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,49,47,0,0,1,1
2024,45940,06,071,460201,Conventional: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,White,Male,1,1,585000,83,6.85,2.35,0,8200,3300,2600,0,1100,360,,0,0,0,0,0,705000,Site-Built,Owner-Occupied,,,1,,165000,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,41,0,0,1,1
2024,18140,18,057,180302,USDA: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,1,255000,87,6.7,2.55,0,7500,3100,2500,0,1000,360,,0,0,0,0,0,295000,Site-Built,Owner-Occupied,,,1,,58000,42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,33,0,0,1,1
2024,29820,42,045,420302,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,435000,85,7.0,2.5,0,8600,3500,2800,0,1200,360,,0,0,0,0,0,510000,Site-Built,Owner-Occupied,,,1,,115000,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,44,0,0,1,1
2024,23540,26,021,260102,FHA: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,Asian,Male,1,1,345000,92,7.2,2.85,0,9300,3800,3000,0,1300,360,,0,0,0,0,0,375000,Site-Built,Owner-Occupied,,,1,,82000,48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,37,0,0,1,1
2024,38300,39,093,380401,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,White,Male,1,1,695000,74,6.25,1.8,0,6800,2500,2100,0,800,360,,0,0,0,0,0,935000,Site-Built,Owner-Occupied,,,1,,225000,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,54,52,0,0,1,1
2024,45300,45,035,450801,VA: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,1,1,405000,88,6.5,2.2,0,7300,2800,2300,0,900,360,,0,0,0,0,0,460000,Site-Built,Owner-Occupied,,,1,,102000,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,34,0,0,1,1
2024,19820,16,001,160101,Conventional: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,White,Female,1,1,515000,81,6.75,2.25,0,8000,3200,2500,0,1050,360,,0,0,0,0,0,635000,Site-Built,Owner-Occupied,,,1,,148000,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,38,0,0,1,1
2024,29540,42,003,420102,FHA: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Black or African American,Male,1,1,315000,90,7.1,2.65,0,8800,3600,2900,0,1200,360,,0,0,0,0,0,350000,Site-Built,Owner-Occupied,,,1,,75000,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,38,0,0,1,1
2024,42680,49,035,421002,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Asian,Female,1,1,575000,79,6.45,2.05,0,7500,2800,2300,0,950,360,,0,0,0,0,0,725000,Site-Built,Owner-Occupied,,,1,,175000,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,45,0,0,1,1
2024,37980,39,025,390401,Conventional: First Lien,Single Family (1-4 units): Site-Built,Hispanic or Latino,White,Male,1,1,465000,86,6.9,2.4,0,8300,3400,2700,0,1100,360,,0,0,0,0,0,540000,Site-Built,Owner-Occupied,,,1,,135000,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42,40,0,0,1,1
2024,21340,24,037,210302,VA: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,White,Female,1,1,395000,87,6.35,2.1,0,7000,2600,2100,0,850,360,,0,0,0,0,0,455000,Site-Built,Owner-Occupied,,,1,,98000,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,31,0,0,1,1
2024,35084,06,065,351001,Conventional: First Lien,Single Family (1-4 units): Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,495000,82,6.8,2.3,0,8100,3200,2500,0,1050,360,,0,0,0,0,0,605000,Site-Built,Owner-Occupied,,,1,,145000,36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,44,42,0,0,1,1
