activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,36,005,9801.00,Conventional: First lien,Single Family (1-4): Site-built,Hispanic or Latino,White,Male,1,1,385000,82.3,7.25,2.1,0,8500,2500,1800,500,0,360,None,0,No,No,No,No,468000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,125000,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,42,0,0,1,1
2024,16980,06,037,3022.01,FHA: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Asian,Male,1,1,425000,95.0,6.75,1.8,0,9200,3200,2200,800,200,360,None,0,No,No,No,No,447000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,138000,42,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,38,36,0,0,1,1
2024,19100,09,003,4821.00,VA: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Black or African American,Male,1,1,315000,88.5,6.50,1.5,0,7100,2100,1600,500,0,360,None,0,No,No,No,No,356000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,98000,35,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,52,49,0,0,1,1
2024,26420,21,067,2103.02,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,White,Female,1,1,275000,75.0,7.00,2.0,0,6800,1800,1400,400,0,360,None,0,No,No,No,No,367000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,85000,33,1,1,2,2,1,1,5,5,1,1,1,1,2,2,1,29,27,0,0,1,1
2024,41860,48,141,5302.00,Conventional: First lien,Single Family (1-4): Site-built,Hispanic or Latino,American Indian or Alaska Native,Male,1,1,195000,85.0,7.50,2.3,0,5200,1500,1100,300,0,360,None,0,No,No,No,No,229000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,65000,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,39,0,0,1,1
2024,38060,45,019,9201.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,1,1,505000,78.0,7.15,1.9,0,11200,3800,2600,1000,300,360,None,0,No,No,No,No,647000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,165000,37,1,1,2,2,1,1,4,4,1,1,1,1,2,2,1,34,32,0,0,1,1
2024,12060,13,121,1302.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,White,Male,1,1,625000,72.5,6.90,1.6,0,13500,4200,3100,900,0,360,None,0,No,No,No,No,862000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,195000,31,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,47,44,0,0,1,1
2024,14460,17,031,8401.00,Conventional: First lien,Single Family (1-4): Site-built,Hispanic or Latino,Asian,Male,1,1,375000,90.0,7.35,2.2,0,8300,2400,1900,500,0,360,None,0,No,No,No,No,417000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,115000,44,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,39,37,0,0,1,1
2024,33100,39,035,1801.00,FHA: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Black or African American,Female,1,1,235000,92.5,6.85,1.7,0,6100,1800,1300,400,100,360,None,0,No,No,No,No,254000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,72000,39,1,1,2,2,1,1,3,3,1,1,1,1,2,2,1,33,31,0,0,1,1
2024,42660,51,107,6502.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,White,Male,1,1,725000,68.0,6.95,1.4,0,15800,4800,3500,1100,0,360,None,0,No,No,No,No,1067000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,225000,28,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,53,50,0,0,1,1
2024,19740,08,005,8123.00,Conventional: First lien,Single Family (1-4): Site-built,Hispanic or Latino,White,Female,1,1,295000,83.0,7.40,2.4,0,7300,2100,1600,500,0,360,None,0,No,No,No,No,355000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,95000,41,1,1,1,1,1,1,5,5,1,1,1,1,2,2,1,36,34,0,0,1,1
2024,38900,46,081,2401.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,1,165000,80.5,7.10,2.0,0,4600,1300,1000,250,0,360,None,0,No,No,No,No,205000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,58000,36,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,43,41,0,0,1,1
2024,29540,29,189,7501.00,VA: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Asian,Female,1,1,355000,87.0,6.60,1.3,0,7800,2300,1700,500,0,360,None,0,No,No,No,No,408000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,118000,34,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,40,38,0,0,1,1
2024,45300,55,079,9202.00,Conventional: First lien,Single Family (1-4): Site-built,Hispanic or Latino,Black or African American,Male,1,1,415000,79.5,7.20,1.8,0,8900,2600,2000,600,0,360,None,0,No,No,No,No,522000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,132000,40,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,46,43,0,0,1,1
2024,18140,05,119,5101.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,White,Female,1,1,525000,74.0,6.80,1.5,0,11600,3400,2500,700,0,360,None,0,No,No,No,No,709000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,175000,30,1,1,2,2,1,1,5,5,1,1,1,1,2,2,1,48,45,0,0,1,1
2024,38300,47,037,1201.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,285000,88.0,7.05,2.1,0,7200,2000,1500,450,50,360,None,0,No,No,No,No,324000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,92000,43,1,1,2,2,1,1,4,4,1,1,1,1,1,1,1,37,35,0,0,1,1
2024,31420,38,015,3402.00,FHA: First lien,Single Family (1-4): Site-built,Hispanic or Latino,White,Male,1,1,245000,93.5,6.90,1.9,0,6400,1900,1400,400,0,360,None,0,No,No,No,No,262000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,70000,45,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,31,29,0,0,1,1
2024,12020,11,001,9800.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Asian,Female,1,1,775000,70.0,7.30,1.7,0,16500,4900,3600,1100,0,360,None,0,No,No,No,No,1107000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,240000,32,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,51,48,0,0,1,1
2024,27860,21,111,4501.00,Conventional: First lien,Single Family (1-4): Site-built,Hispanic or Latino,Black or African American,Female,1,1,305000,84.0,7.45,2.5,0,7700,2200,1700,500,0,360,None,0,No,No,No,No,363000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,98000,42,1,1,1,1,1,1,3,3,1,1,1,1,2,2,1,35,33,0,0,1,1
2024,35380,42,045,6702.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,White,Male,1,1,465000,76.5,6.75,1.3,0,10200,3100,2300,700,0,360,None,0,No,No,No,No,608000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,155000,29,1,1,2,2,1,1,5,5,1,1,1,1,1,1,1,44,42,0,0,1,1
2024,45940,53,033,8101.00,VA: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,1,395000,89.5,6.55,1.2,0,8600,2500,1900,550,0,360,None,0,No,No,No,No,441000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,125000,36,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,49,46,0,0,1,1
2024,29820,39,025,2801.00,Conventional: First lien,Single Family (1-4): Site-built,Hispanic or Latino,Asian,Female,1,1,435000,81.0,7.25,2.0,0,9400,2800,2100,650,0,360,None,0,No,No,No,No,537000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,142000,38,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,41,39,0,0,1,1
2024,37980,45,019,0302.00,Conventional: First lien,Single Family (1-4): Site-built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,555000,73.0,6.85,1.6,0,12100,3700,2700,800,0,360,None,0,No,No,No,No,760000,Site-built,Owner-occupied,Not applicable,Not applicable,1,0,185000,31,1,1,2,2,1,1,4,4,1,1,1,1,1,1,1,50,47,0,0,1,1
