"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"J & J Distributors Ltd","46420, 46610, 46110","-12.50","-13.20","-15.60","-16.80","55.50","50.40","22.00","20.50","30.20","29.10","40.80","39.80","52.10","49.80","500-999","2024-06-15"
"Merchants Group Ltd","64290, 64220, 64250","-10.50","-11.80","-12.80","-14.00","58.50","53.80","25.50","24.80","33.80","32.90","43.50","42.30","57.90","54.90","1000-1999","2024-07-20"
"Purcell Construction Ltd","43910, 43990, 45200","-11.80","-13.00","-14.20","-15.30","62.50","57.40","28.50","27.60","37.50","36.80","48.30","47.20","63.80","60.70","2000-2999","2024-08-25"
"OHM Ltd","85110, 85120, 85130","-13.20","-14.50","-16.00","-17.20","65.50","60.30","30.60","29.60","39.80","38.90","50.40","49.30","66.50","63.40","3000-3999","2024-09-01"
"Smith & Co Ltd","40500, 40510, 40520","-14.50","-15.80","-17.40","-18.60","68.50","63.10","32.50","31.80","40.90","40.20","52.20","51.10","69.80","66.70","4000-4999","2024-09-10"
"Brown & Sons Ltd","74990, 74930, 74950","-15.80","-17.00","-19.00","-20.20","71.50","65.80","34.40","33.60","42.00","41.50","54.00","53.20","72.50","69.80","5000-5999","2024-09-20"
"Wilson & Co Ltd","41200, 41210, 41220","-17.00","-18.30","-20.60","-21.80","74.60","69.60","36.20","35.40","43.20","42.90","56.40","55.30","75.60","72.60","6000-6999","2024-09-25"
"Clark & Sons Ltd","73790, 73720, 73730","-18.30","-19.60","-22.20","-23.40","78.10","72.60","38.20","37.40","44.40","44.00","58.80","57.80","79.60","76.60","7000-7999","2024-10-01"
"James & Co Ltd","40540, 40550, 40560","-19.60","-20.90","-24.00","-25.20","81.70","76.60","40.20","39.40","45.60","45.20","61.30","60.20","82.50","79.50","8000-8999","2024-10-15"
"Lee & Sons Ltd","44990, 44920, 44930","-20.90","-22.20","-25.80","-26.90","84.60","79.60","42.20","41.40","46.80","46.40","64.00","63.20","85.50","82.50","9000-9999","2024-10-25"
"Smith & Sons Ltd","45240, 45250, 45260","-22.20","-23.50","-27.60","-28.80","87.60","82.60","44.20","43.40","48.00","47.60","66.60","65.50","88.50","85.50","10000+","2024-11-01"
"Brown & Co Ltd","46310, 46320, 46330","-23.50","-24.80","-29.40","-30.60","90.60","85.60","46.20","45.40","49.20","48.80","69.20","68.30","91.80","88.80","10000+","2024-11-15"
"Taylor & Co Ltd","74910, 74920, 74930","-24.80","-26.10","-31.20","-32.40","93.70","88.60","48.20","47.40","50.40","49.90","72.00","71.20","94.60","91.80","10000+","2024-11-20"
"Williams & Co Ltd","45110, 45120, 45130","-26.10","-27.40","-33.00","-34.20","96.80","91.60","50.20","49.40","51.60","51.20","74.80","73.90","97.60","94.80","10000+","2024-12-01"
"Jones & Co Ltd","40570, 40580, 40590","-27.40","-28.70","-34.80","-35.90","100.00","95.60","52.20","51.60","52.80","52.40","77.30","76.40","100.60","97.80","10000+","2024-12-15"
"Martin & Co Ltd","46350, 46360, 46370","-28.70","-30.00","-36.60","-37.80","103.20","98.60","54.20","53.60","54.00","53.60","80.00","79.20","103.80","100.80","10000+","2025-01-01"
"White & Co Ltd","44910, 44920, 44930","-30.00","-31.30","-38.40","-39.60","106.40","101.60","56.20","55.60","55.20","55.00","82.80","81.90","106.80","103.90","10000+","2025-01-15"
"Wood & Co Ltd","73740, 73750, 73760","-31.30","-32.60","-40.20","-41.40","109.50","104.60","58.20","57.60","56.40","56.00","85.60","84.70","109.80","106.90","10000+","2025-02-01"
"Thomas & Co Ltd","40590, 40600, 40610","-32.60","-33.90","-42.00","-43.20","112.60","107.60","60.20","59.60","57.60","57.20","88.40","87.50","112.90","109.90","10000+","2025-02-15"
"Lee & Co Ltd","45270, 45280, 45290","-33.90","-35.20","-43.80","-44.90","115.70","110.60","62.20","61.60","58.80","58.40","91.20","90.40","115.90","112.90","10000+","2025-03-01"
"Green & Co Ltd","46380, 46390, 46400","-35.20","-36.50","-45.60","-46.80","118.80","113.60","64.20","63.60","60.00","59.60","94.00","93.20","119.00","116.00","10000+","2025-03-15"
