"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Northern Foods Ltd","5810, 5812, 5813","-5.2","-3.5","-12.1","-8.9","18.5","5.5","25.6","20.8","31.1","28.3","35.4","32.6","40.9","37.8","1001-5000","2024-09-15"
"British Airways Plc","6420, 6421, 6429","-3.9","-2.2","-9.5","-6.7","22.1","6.1","24.9","21.1","30.6","27.8","36.4","34.6","41.2","39.3","5001-10000","2024-08-22"
"Bank of Scotland Plc","6419, 6420","-6.5","-4.8","-15.6","-11.9","19.3","4.9","26.2","22.4","32.5","29.7","37.3","35.5","43.2","40.8","1001-5000","2024-10-12"
"E.ON UK Ltd","3510, 3511","-2.1","-1.4","-7.3","-5.1","20.5","5.5","25.3","21.5","30.9","28.1","37.2","35.4","42.5","40.2","5001-10000","2024-09-01"
"Kingfisher Plc","4631, 4632, 4639","-4.8","-3.1","-11.9","-8.3","18.2","5.2","26.5","22.7","31.8","29.0","37.9","36.1","44.5","42.4","1001-5000","2024-08-25"
"BP Plc","6512, 6513, 6519","-1.9","-1.2","-6.5","-4.7","21.1","6.1","24.7","21.3","30.4","28.6","36.6","35.8","41.9","40.5","5001-10000","2024-09-18"
"Anglo American Plc","0625, 0629","-5.8","-4.1","-13.4","-10.7","17.9","4.7","25.9","22.1","31.2","28.4","36.2","34.4","41.8","40.5","1001-5000","2024-08-15"
"WPP Plc","7310, 7311, 7319","-3.2","-2.5","-9.1","-6.3","22.9","6.3","25.1","21.7","30.5","28.9","36.8","35.0","42.9","41.6","5001-10000","2024-09-28"
"Balfour Beatty Group Ltd","4399, 4520, 4529","-4.5","-3.8","-12.3","-9.5","19.1","5.1","26.3","22.9","31.7","29.1","37.7","36.9","43.9","42.1","1001-5000","2024-08-10"
"Rolls-Royce Holdings Plc","2910, 2911, 2919","-2.8","-2.1","-8.5","-6.3","20.7","6.3","25.5","21.9","30.2","28.4","36.4","35.6","41.8","40.9","5001-10000","2024-10-05"
