"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Citywealth Ltd","70220,70230","-2.5","-5.1","10.1","8.2","15.6","6.4","25,000","23,000","35,000","32,000","45,000","42,000","55,000","52,000","500-749","2024-07-15"
"Insight Investment Management Ltd","64990","-1.8","-3.6","12.5","10.9","18.2","8.1","30,000","28,000","40,000","38,000","50,000","48,000","60,000","58,000","750-999","2024-06-20"
"Balfour Beatty Group Ltd","43990","-4.2","-6.5","8.3","7.1","16.5","6.3","20,000","19,000","30,000","28,000","40,000","38,000","50,000","48,000","500-749","2024-08-05"
"SYKES Ltd","64990","-2.1","-4.9","11.9","9.5","17.8","7.3","22,000","21,000","33,000","31,000","44,000","42,000","54,000","52,000","500-749","2024-07-22"
"Parkwalk Advisors Ltd","70220,70230","-3.5","-5.8","9.2","8.5","14.1","5.1","18,000","17,000","25,000","24,000","35,000","33,000","45,000","43,000","250-499","2024-06-12"
"easyJet Airline Operations Ltd","64209","-1.4","-3.2","13.1","11.3","19.4","8.5","35,000","33,000","45,000","43,000","55,000","53,000","65,000","63,000","1000-1499","2024-07-28"
"Autotrader Ltd","64321","-2.9","-5.5","10.5","9.1","15.9","6.2","28,000","26,000","38,000","36,000","48,000","46,000","58,000","56,000","500-749","2024-08-19"
"Direct Line Group Ltd","65120","-3.8","-6.1","8.5","7.4","14.3","5.5","25,000","24,000","35,000","33,000","45,000","43,000","55,000","53,000","750-999","2024-06-25"
"Johnsons Paints Ltd","25210","-1.6","-3.4","12.2","10.8","18.5","7.1","30,000","28,000","40,000","38,000","50,000","48,000","60,000","58,000","500-749","2024-07-12"
"British American Tobacco Plc","34910","-2.3","-4.7","11.7","9.4","17.6","6.9","22,000","21,000","32,000","31,000","42,000","40,000","52,000","50,000","1000-1499","2024-08-02"
"Kier Group Plc","43990","-4.5","-6.9","8.1","7.3","15.9","6.1","20,000","19,000","30,000","28,000","40,000","38,000","50,000","48,000","500-749","2024-06-18"
"Page & Co Ltd","70220,70230","-1.9","-4.1","12.8","10.2","19.3","8.3","35,000","33,000","45,000","43,000","55,000","53,000","65,000","63,000","1000-1499","2024-07-25"
"Barclays Plc","64191","-3.2","-5.6","9.8","8.3","15.5","6.4","28,000","26,000","38,000","36,000","48,000","46,000","58,000","56,000","750-999","2024-08-16"
"Royal Mail Group Plc","64209","-1.1","-3.0","13.5","11.6","20.1","8.9","40,000","38,000","50,000","48,000","60,000","58,000","70,000","68,000","1000-1499","2024-06-30"
"Virgin Money Holding UK Ltd","64990","-2.8","-5.3","10.3","9.0","16.6","7.0","25,000","24,000","35,000","33,000","45,000","43,000","55,000","53,000","500-749","2024-07-08"
"Manchester City Council","82990","-3.9","-6.4","8.4","7.6","14.7","5.7","22,000","21,000","32,000","31,000","42,000","40,000","52,000","50,000","250-499","2024-08-04"
"Syngenta Ltd","64990","-1.5","-3.3","12.1","10.6","18.3","7.3","30,000","28,000","40,000","38,000","50,000","48,000","60,000","58,000","1000-1499","2024-07-29"
"Downs Secure Care Services Ltd","86990","-2.6","-5.0","10.9","9.2","16.9","7.4","20,000","19,000","30,000","28,000","40,000","38,000","50,000","48,000","250-499","2024-06-22"
"Archant Media Group Ltd","64990","-1.2","-3.1","13.4","11.7","20.5","8.7","35,000","33,000","45,000","43,000","55,000","53,000","65,000","63,000","1000-1499","2024-08-01"
"Syntech Ltd","70220,70230","-3.1","-5.5","9.5","8.1","14.9","6.3","25,000","24,000","35,000","33,000","45,000","43,000","55,000","53,000","500-749","2024-07-15"
"University of Exeter","86990","-2.4","-4.9","11.5","9.9","17.7","7.1","22,000","21,000","32,000","31,000","42,000","40,000","52,000","50,000","250-499","2024-08-05"
"Sky UK Ltd","64990","-1.9","-4.3","11.2","9.6","17.3","7.6","28,000","26,000","38,000","36,000","48,000","46,000","58,000","56,000","1000-1499","2024-06-19"
"Terry Duddy Ltd","70220,70230","-4.0","-6.2","8.9","7.8","14.5","6.1","20,000","19,000","30,000","28,000","40,000","38,000","50,000","48,000","250-499","2024-07-22"
"John Lewis & Partners","64209","-1.6","-3.4","13.1","11.3","19.4","8.5","35,000","33,000","45,000","43,000","55,000","53,000","65,000","63,000","1000-1499","2024-08-09"
"Barratt Developments Plc","43990","-4.9","-7.2","8.3","7.5","15.3","6.3","22,000","21,000","32,000","31,000","42,000","40,000","52,000","50,000","1000-1499","2024-06-14"
"Aviva Plc","64990","-2.2","-4.6","12.1","10.3","18.5","7.4","30,000","28,000","40,000","38,000","50,000","48,000","60,000","58,000","1000-1499","2024-08-18"
"BP Exploration Operating Co Ltd","64990","-3.3","-5.8","9.4","8.2","15.8","6.6","28,000","26,000","38,000","36,000","48,000","46,000","58,000","56,000","750-999","2024-07-25"
"Thomas Cook Group Plc","74910","-2.5","-4.9","10.7","9.4","16.6","7.2","25,000","24,000","35,000","33,000","45,000","43,000","55,000","53,000","500-749","2024-06-26"
"Royal Dutch Shell UK Ltd","64990","-1.7","-3.6","12.9","11.1","20.3","8.5","40,000","38,000","50,000","48,000","60,000","58,000","70,000","68,000","1000-1499","2024-08-07"
"DHL Global Forwarding (UK) Ltd","65120","-2.8","-5.2","9.2","8.0","14.6","6.3","28,000","26,000","38,000","36,000","48,000","46,000","58,000","56,000","500-749","2024-06-24"
"Kosciuszko Management Ltd","70220,70230","-3.6","-6.0","8.6","7.7","13.8","5.8","22,000","21,000","32,000","31,000","42,000","40,000","52,000","50,000","250-499","2024-07-18"
"Fujitsu Services Ltd","64990","-1.3","-3.2","13.6","11.9","21.1","8.9","35,000","33,000","45,000","43,000","55,000","53,000","65,000","63,000","1000-1499","2024-08-10"
"J Sainsbury Plc","64209","-2.1","-4.5","11.4","9.8","17.3","7.2","30,000","28,000","40,000","38,000","50,000","48,000","60,000","58,000","750-999","2024-07-14"
"Bond Dickinson Ltd","64990","-2.4","-4.7","10.8","9.3","16.6","7.2","25,000","24,000","35,000","33,000","45,000","43,000","55,000","53,000","500-749","2024-06-28"
