"EmployerName","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","EmployerSize","DateSubmitted"
"Smith's Bakery","64290","-10.32","-12.15","-20.56","-23.11","15.67","9.01","23.11","18.42","25.67","20.91","28.91","22.15","30.42","24.67","100-249","2024-09-12"
"Butler's Cleaning Services","81201","-16.78","-19.52","-28.23","-30.91","18.23","12.01","20.91","16.23","22.15","18.42","24.67","20.91","26.78","22.15","50-99","2024-10-29"
"Johnson's IT Solutions","63110","-8.45","-10.21","-18.23","-20.56","13.67","9.42","25.67","20.91","27.78","23.11","29.42","24.67","31.11","26.78","100-249","2024-08-15"
"Williams' Finance","64990","-14.32","-17.15","-24.67","-27.78","17.01","12.42","21.11","17.78","23.42","19.92","25.67","21.11","27.34","23.42","50-99","2024-09-22"
"Jones' Consulting","70201","-12.15","-14.32","-22.15","-25.67","14.67","10.91","24.67","20.91","26.78","22.15","29.11","24.67","31.42","26.78","100-249","2024-08-01"
"Brown's Manufacturing","21900","-18.23","-21.11","-30.42","-33.34","19.23","13.67","22.15","18.42","24.67","20.91","27.78","23.42","30.11","25.67","250-499","2024-10-08"
"Miller's Engineering","37100","-16.78","-19.92","-26.78","-30.11","16.67","12.15","23.42","19.92","25.67","22.15","28.23","24.67","31.11","27.34","50-99","2024-11-19"
"Davis' Healthcare","86020","-14.32","-17.01","-24.67","-27.34","15.67","11.23","24.67","20.91","26.78","23.11","29.42","24.67","31.67","26.78","100-249","2024-09-05"
"Harris' Logistics","64290","-12.15","-14.67","-22.15","-25.67","13.01","9.42","25.67","21.11","27.78","23.42","30.42","25.67","32.15","28.23","50-99","2024-08-22"
"Wilson's Education","85401","-10.21","-12.78","-20.56","-23.42","12.15","8.45","24.67","20.91","26.78","22.15","29.11","24.67","31.42","26.78","100-249","2024-10-15"
"Moore's Retail","47910","-16.78","-19.92","-28.23","-31.11","18.23","12.01","22.15","18.42","24.67","20.91","27.78","23.42","30.42","26.78","50-99","2024-09-29"
"Taylor's IT Services","63110","-8.45","-10.21","-18.23","-20.56","13.67","9.42","25.67","21.11","27.78","23.42","30.42","25.67","32.15","28.23","100-249","2024-08-19"
"Garcia's Finance","64990","-14.32","-17.15","-24.67","-27.78","17.01","12.42","21.11","17.78","23.42","19.92","25.67","21.11","27.34","23.42","50-99","2024-09-12"
"Martinez' Consulting","70201","-12.15","-14.32","-22.15","-25.67","14.67","10.91","24.67","20.91","26.78","22.15","29.11","24.67","31.42","26.78","100-249","2024-08-01"
"Hernandez' Healthcare","86020","-14.32","-17.01","-24.67","-27.34","15.67","11.23","24.67","20.91","26.78","23.11","29.42","24.67","31.67","26.78","100-249","2024-09-05"
