EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2025-04-03 15:10:41
ACCENTURE PLC,72110,28.1,21.7,68.2,26.5,58.0,67.5,26.0,72.0,14.5,82.0,28.0,72.0,53.5,46.5,1000-4999,2025-03-21 10:05:33
BARCLAYS BANK PLC,64110,25.9,19.8,62.1,22.0,61.0,68.0,23.5,70.0,16.0,78.0,29.4,72.6,54.8,45.2,5000-19999,2025-02-18 14:22:17
BRITISH AIRWAYS PLC,64910,23.2,18.4,58.9,19.5,56.0,65.0,22.0,71.0,15.5,79.5,27.8,75.2,54.2,45.8,1000-4999,2025-01-15 09:33:44
CITIBANK PLC,72120,31.8,26.1,72.3,28.5,59.0,66.0,24.2,73.8,13.2,82.8,25.8,74.0,51.8,48.2,500-999,2025-05-12 16:47:29
DEUTSCHE BANK PLC,64120,27.3,20.6,65.4,24.0,57.8,66.2,25.8,74.2,14.8,81.2,28.2,73.8,53.0,47.0,1000-4999,2025-03-09 11:15:52
HSBC HOLDINGS PLC,64100,29.6,23.1,67.5,25.8,54.0,65.5,24.0,74.0,16.2,80.8,28.8,72.2,56.0,44.0,1000-4999,2025-04-28 08:20:03
ING DIRECT (UK) LTD,64210,33.1,26.8,75.2,31.2,56.2,63.8,26.5,73.5,14.6,81.4,26.5,73.5,53.4,46.6,500-999,2025-02-27 13:38:19
JOHN LEWIS PARTNERSHIP PLC,64920,35.9,29.2,78.7,33.3,59.1,65.9,24.3,75.7,13.8,82.2,25.8,74.2,51.2,48.8,1000-4999,2025-01-30 12:45:55
LLOYDS BANKING GROUP PLC,64190,24.7,18.9,59.3,21.5,60.0,67.0,23.2,71.8,15.8,79.2,29.6,73.4,54.4,45.6,10000-19999,2025-05-04 17:58:37
MARKS & SPENCER GROUP PLC,64990,32.4,25.6,70.9,29.8,58.5,66.5,24.8,75.2,14.2,82.8,27.0,73.0,53.8,46.2,5000-19999,2025-02-14 09:07:12
MORRISON SUPERMARKETS PLC,64130,22.1,16.3,54.2,17.8,55.2,69.8,22.8,72.2,15.2,78.8,28.4,71.6,54.6,45.4,500-999,2025-03-11 15:19:44
ROYAL DUTCH SHELL PLC,62110,26.5,20.4,63.8,22.8,56.5,67.2,24.5,75.5,15.0,81.0,28.0,72.0,53.5,46.5,5000-19999,2025-01-20 11:03:26
TESCO PLC,64130,23.8,17.9,57.1,20.2,58.0,67.8,23.0,72.0,16.0,79.0,29.8,70.2,54.3,45.7,10000-19999,2025-04-17 14:28:10
VODAFONE GROUP PLC,64910,24.2,19.9,60.3,23.0,57.2,65.5,23.8,74.2,15.8,79.2,28.2,71.8,53.1,46.9,5000-19999,2025-03-05 16:42:38
WILLIAM HILL PLC,64910,32.1,25.8,72.5,29.7,57.0,66.8,24.9,76.1,14.1,81.9,26.7,73.3,52.3,47.7,1000-4999,2025-02-24 08:33:51
AVIVA PLC,64209,27.4,21.9,68.3,26.2,58.3,68.0,24.7,72.3,14.9,78.1,27.8,72.2,53.6,46.4,5000-19999,2025-05-09 13:56:21
BARCLAYS PRIVATE WEALTH MANAGEMENT PLC,64110,30.5,24.1,69.7,28.6,58.4,68.2,25.5,74.5,14.2,81.8,25.9,74.1,52.1,47.9,1000-4999,2025-01-29 10:12:45
BT GROUP PLC,64910,23.6,18.7,58.4,21.3,56.9,67.7,24.1,73.9,15.9,79.1,28.1,71.9,54.0,46.0,5000-19999,2025-03-18 15:35:16
CROWN CLOTHING PLC,64990,28.8,22.1,64.5,25.4,56.2,65.9,23.4,74.6,15.3,80.7,26.9,73.1,52.8,47.2,500-999,2025-02-20 09:23:59
EASTMEN PLC,62720,26.2,20.8,65.7,22.9,57.5,66.1,25.1,74.9,14.6,81.4,27.7,72.3,51.8,48.2,500-999,2025-05-14 12:15:34
FOSCHINI GROUP PLC,64130,25.8,19.4,60.9,23.7,57.8,68.9,24.4,75.6,15.7,79.3,28.3,71.7,53.2,46.8,500-999,2025-01-10 14:40:22
GLAXO SMITH KLINE PLC,69200,27.9,22.3,66.2,25.1,58.9,65.7,24.6,73.4,15.2,79.8,27.3,72.7,53.6,46.4,1000-4999,2025-04-21 16:59:47
GOOGLE UK LIMITED,64910,28.3,22.7,67.8,26.9,56.0,67.2,25.0,75.0,14.8,80.2,26.6,73.4,54.2,45.8,1000-4999,2025-02-28 11:30:49
HSBC PLANTATION UK LIMITED,64190,30.7,25.1,69.2,28.3,57.4,66.0,24.3,75.7,14.4,81.6,27.2,72.8,52.5,47.5,500-999,2025-03-22 10:17:28
IBM UK LIMITED,64910,33.2,27.5,71.9,30.7,59.0,65.8,25.8,74.2,14.1,81.9,26.2,73.8,52.4,47.6,1000-4999,2025-01-08 13:44:53
J.P.MORGAN CHASE & CO UK BRANCH,64100,30.1,24.3,70.8,27.7,58.7,66.5,24.9,75.1,14.7,81.3,26.8,73.2,52.2,47.8,1000-4999,2025-05-06 14:29:36
KPMG LLP,69110,26.8,21.3,64.7,24.1,57.9,66.3,25.2,74.8,14.8,79.2,27.6,72.4,52.3,47.7,1000-4999,2025-02-11 16:59:59
LENSKOLLEGE ACADEMY TRUST,78990,25.4,19.8,58.8,21.0,55.8,66.9,22.6,77.4,15.6,80.4,29.2,70.8,54.8,45.2,500-999,2025-03-15 08:14:10
LOCOMOTIVE GROUP PLC,64990,33.4,27.2,74.8,32.1,55.6,63.5,24.7,75.3,13.9,81.1,26.9,73.1,51.5,48.5,500-999,2025-04-07 15:10:55
MERRICK & SONS LIMITED,64130,28.9,24.0,65.2,25.3,56.4,65.2,21.9,78.1,15.1,80.9,28.1,71.9,53.9,46.1,500-999,2025-02-05 12:23:31
NATWEST GROUP PLC,72120,24.5,19.2,59.4,21.8,58.1,67.1,23.1,71.9,15.9,79.1,29.2,70.8,54.2,45.8,10000-19999,2025-01-26 09:42:28
NATIONAL HEALTH SERVICE,78990,31.3,25.7,68.1,27.3,54.4,62.8,22.8,77.2,16.1,81.9,27.4,72.6,52.7,47.3,1000-4999,2025-05-18 13:37:11
OXFORD UNIVERSITY PRESS,79200,29.1,23.4,66.8,26.0,58.0,64.0,25.8,74.2,14.2,80.8,27.1,72.9,52.9,47.1,500-999,2025-04-10 09:15:53
PAYPAL UK LIMITED,64910,32.8,27.2,73.1,30.8,55.5,64.8,24.8,75.2,14.9,80.1,26.8,73.2,51.9,48.1,1000-4999,2025-01-12 14:28:48
PICTON HOMES LIMITED,64190,30.6,25.2,70.4,29.5,56.0,66.0,23.2,76.8,14.3,80.7,27.8,72.2,53.8,46.2,1000-4999,2025-02-16 10:34:29
RAZOR WIRE PLC,64209,31.9,26.1,72.9,30.2,56.8,63.2,25.1,74.9,14.5,80.5,26.7,73.3,52.3,47.7,500-999,2025-03-25 16:45:52
REDBUS BUS SERVICES LIMITED,64190,29.4,23.8,66.3,26.4,54.2,65.8,24.0,76.0,15.2,80.8,27.7,72.3,53.4,46.6,500-999,2025-02-03 14:22:18
ROCKETS TO MARS PTY LTD,64110,34.1,28.7,75.3,31.5,57.2,62.8,25.5,74.5,14.4,81.6,26.2,73.8,52.0,48.0,500-999,2025-05-21 11:09:36
SAGE GROUP PLC,64910,33.6,27.4,74.1,31.0,55.2,63.8,24.6,75.4,14.8,80.2,26.7,73.3,51.5,48.5,1000-4999,2025-01-19 15:27:14
SANTANDER UK PLC,64120,28.4,22.5,66.4,26.1,58.2,65.0,25.0,75.0,14.4,79.6,27.3,72.7,53.5,46.5,5000-19999,2025-03-02 12:18:59
SKY PLC,64910,31.2,25.3,71.4,28.9,56.7,64.1,25.9,74.1,14.1,80.9,26.3,73.7,52.8,47.2,1000-4999,2025-04-15 09:35:11
SMITH & WESSON PLC,64130,30.9,24.8,68.9,27.0,58.5,64.5,24.1,75.9,15.3,79.7,27.2,72.8,54.9,45.1,500-999,2025-03-28 16:48:44
THE FIDELITY GROUP PLC,64190,26.1,20.9,63.5,23.2,56.8,67.0,24.5,75.5,15.0,79.0,28.1,71.9,53.8,46.2,5000-19999,2025-02-08 13:39:27
THE PEARSON EDUCATION TRUST,79200,32.7,26.9,71.2,31.4,59.3,64.5,24.8,75.2,14.7,80.3,26.9,73.1,52.4,47.6,500-999,2025-04-05 10:26:22
THOMSON REUTERS PLC,69110,27.8,22.1,68.6,26.5,57.6,65.4,24.7,75.3,14.5,80.5,27.0,73.0,53.7,46.3,1000-4999,2025-01-23 12:40:38
TOMMY HILFIGER PLC,64130,30.3,25.5,69.8,28.2,56.2,64.8,24.2,75.8,14.9,80.1,26.9,73.1,52.6,47.4,500-999,2025-05-11 14:16:47
TOYOTA UK LTD,64210,28.2,22.3,63.9,24.7,55.8,66.6,23.3,76.7,15.2,79.8,28.5,71.5,54.0,46.0,5000-19999,2025-02-13 08:29:15
