data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1994,City,NY,New York,1994-02-10,2.0,1.0,3,2.0,1.0,Black or African American,Not Hispanic or Latino,3,Simple Assault,0.0,Police Station,Anti-Black or African American,Individual,S,S
1996,County,FL,Florida,1996-11-05,,0.0,1,1.0,0.0,White,Not Specified,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Family,S,S
1998,State,CA,California,1998-07-22,0.0,2.0,2,0.0,2.0,Asian,Not Hispanic or Latino,2,Aggravated Assault,0.0,School/College,Anti-Asian,Individual,S,S
2000,Other,IL,Illinois,2000-04-30,1.0,,1,1.0,0.0,Native American,Not Hispanic or Latino,1,Aggravated Assault,0.0,Public Housing,Anti-Native American,Individual,S,S
2003,City,TX,Texas,2003-12-15,,1.0,1,0.0,1.0,Black or African American,Not Hispanic or Latino,1,Simple Assault,0.0,Airport,Anti-Black or African American,Individual,S,S
2007,County,AZ,Arizona,2007-06-18,1.0,0.0,2,1.0,1.0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
2010,State,GA,Georgia,2010-09-05,2.0,1.0,3,2.0,1.0,White,Not Hispanic or Latino,3,Aggravated Assault,0.0,School/College,Anti-White,Individual,S,S
2012,Other,OH,Ohio,2012-01-19,0.0,3.0,3,0.0,3.0,Asian,Not Hispanic or Latino,3,Simple Assault,0.0,Public Housing,Anti-Asian,Individual,S,S
2014,City,WA,Washington,2014-03-23,1.0,2.0,3,1.0,2.0,Black or African American,Not Hispanic or Latino,3,Destruction/Damage/Vandalism of Property,0.0,Airport,Anti-Black or African American,Individual,S,S
1991,County,NV,Nevada,1991-10-07,2.0,,2,2.0,0.0,White,Not Hispanic or Latino,2,Aggravated Assault,0.0,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
