data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1993,Local,NY,New York,1993-05-15,1,0,1,1,0,White,Hispanic,1,Simple Assault,1,Public Property,Anti-White Bias,Both,Yes,Yes
2009,Local,CA,California,2009-02-27,0,1,1,0,1,Asian,Asian,1,Intimidation,1,Street,Anti-Asian Bias,Juvenile,No,No
2011,State,TX,Texas,2011-10-11,1,0,2,2,0,Black,Black,2,Vandalism,1,Residential Area,Anti-Black Bias,Adult,No,No
1999,Federal,DC,District of Columbia,1999-06-25,0,0,1,0,1,White,Other,1,Intimidation,1,Public Property,Anti-Gay Bias,Both,Yes,Yes
2003,Local,FL,Florida,2003-09-22,1,0,1,1,0,Hispanic,Hispanic,1,Simple Assault,1,Residential Area,Anti-Hispanic Bias,Adult,Yes,Yes
2014,Local,IL,Illinois,2014-03-01,0,1,1,0,1,White,White,1,Intimidation,1,Public Property,Anti-White Bias,Juvenile,No,No
1991,State,GA,Georgia,1991-08-02,1,0,2,1,1,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Both,No,No
2007,Federal,AL,Alabama,2007-05-20,1,0,1,1,0,White,White,1,Vandalism,1,Public Property,Anti-White Bias,Adult,Yes,Yes
1998,Local,MI,Michigan,1998-11-15,0,1,1,0,1,Other,Other,1,Intimidation,1,Public Property,Anti-Other Bias,Juvenile,No,No
2005,Local,NJ,New Jersey,2005-07-18,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residential Area,Anti-Asian Bias,Adult,Yes,Yes
2002,State,OK,Oklahoma,2002-04-12,0,0,1,0,1,Black,Black,1,Intimidation,1,Public Property,Anti-Black Bias,Both,Yes,Yes
2013,Local,AZ,Arizona,2013-01-10,0,1,1,0,1,Hispanic,Hispanic,1,Simple Assault,1,Public Property,Anti-Hispanic Bias,Juvenile,No,No
1996,Federal,MT,Montana,1996-03-25,1,0,1,1,0,White,White,1,Vandalism,1,Public Property,Anti-White Bias,Adult,Yes,Yes
2004,Local,NC,North Carolina,2004-08-22,0,1,1,0,1,Asian,Asian,1,Intimidation,1,Public Property,Anti-Asian Bias,Juvenile,No,No
2012,State,SC,South Carolina,2012-10-05,1,0,2,2,0,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Adult,No,No
1994,Local,MA,Massachusetts,1994-12-18,0,0,1,0,1,Hispanic,Hispanic,1,Intimidation,1,Public Property,Anti-Hispanic Bias,Both,Yes,Yes
2001,Federal,WV,West Virginia,2001-06-15,1,0,1,1,0,White,White,1,Vandalism,1,Public Property,Anti-White Bias,Adult,Yes,Yes
2006,Local,VT,Vermont,2006-02-20,0,1,1,0,1,Other,Other,1,Intimidation,1,Public Property,Anti-Other Bias,Juvenile,No,No
2010,State,KY,Kentucky,2010-09-10,1,0,2,2,0,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Adult,No,No
1995,Federal,NV,Nevada,1995-11-25,0,0,1,0,1,White,White,1,Intimidation,1,Public Property,Anti-White Bias,Both,Yes,Yes
2008,Local,CO,Colorado,2008-04-22,1,0,1,1,0,Asian,Asian,1,Simple Assault,1,Residential Area,Anti-Asian Bias,Adult,Yes,Yes
2015,Local,HI,Hawaii,2015-08-01,0,1,1,0,1,Hispanic,Hispanic,1,Intimidation,1,Public Property,Anti-Hispanic Bias,Juvenile,No,No
1992,State,UT,Utah,1992-01-15,1,0,2,1,1,Black,Black,2,Simple Assault,1,Residential Area,Anti-Black Bias,Both,No,No
2000,Federal,DE,Delaware,2000-03-25,0,0,1,0,1,White,White,1,Intimidation,1,Public Property,Anti-White Bias,Both,Yes,Yes
2009,Local,OR,Oregon,2009-10-15,1,0,1,1,0,Other,Other,1,Vandalism,1,Public Property,Anti-Other Bias,Adult,Yes,Yes
2011,State,IA,Iowa,2011-02-10,0,1,1,0,1,Asian,Asian,1,Intimidation,1,Public Property,Anti-Asian Bias,Juvenile,No,No
1999,Local,TN,Tennessee,1999-08-20,1,0,1,1,0,White,White,1,Simple Assault,1,Residential Area,Anti-White Bias,Adult,Yes,Yes
2013,Federal,ND,North Dakota,2013-05-15,0,0,1,0,1,Black,Black,1,Intimidation,1,Public Property,Anti-Black Bias,Both,Yes,Yes
1997,Local,WY,Wyoming,1997-11-25,1,0,1,1,0,Asian,Asian,1,Vandalism,1,Public Property,Anti-Asian Bias,Adult,Yes,Yes
