EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BRISTOL WATER PLC,36000,18.7,14.2,52.3,21.8,42.7,38.9,34.2,65.8,29.1,70.9,38.5,61.5,61.3,38.7,1000-4999,2025-01-12 09:45:22
CITY OF GLASGOW COLLEGE,85310,22.1,18.9,68.5,35.2,48.2,55.7,28.3,71.7,22.4,77.6,31.6,68.4,58.9,41.1,1000-4999,2024-11-28 14:22:11
HAMMERSON UK LIMITED,68100,28.9,25.3,78.4,42.1,62.8,71.3,21.7,78.3,18.9,81.1,25.3,74.7,68.2,31.8,500-999,2025-03-15 11:30:45
JAGUAR LAND ROVER LIMITED,29100,31.2,27.8,85.7,48.9,71.4,82.6,19.5,80.5,16.2,83.8,22.7,77.3,72.8,27.2,10000+,2024-12-05 16:18:33
KIER GROUP PLC,41100,26.4,22.1,71.2,38.5,58.7,66.4,23.8,76.2,20.5,79.5,27.9,72.1,65.3,34.7,10000+,2025-02-20 13:55:29
LADBROKES CORAL GROUP LIMITED,92000,19.8,16.7,59.3,28.4,45.2,51.8,31.6,68.4,26.7,73.3,34.2,65.8,59.7,40.3,5000-9999,2024-10-30 10:12:47
MAGISTRATES COURTS SERVICE,84230,15.2,12.8,43.7,18.2,35.4,31.9,38.9,61.1,33.5,66.5,41.2,58.8,54.1,45.9,1000-4999,2025-04-01 08:27:15
NATIONAL EXPRESS GROUP PLC,49390,24.6,21.3,66.8,33.7,52.9,60.1,26.4,73.6,23.1,76.9,29.8,70.2,62.5,37.5,5000-9999,2024-11-14 15:40:58
O2 UK LIMITED,61900,20.3,17.5,61.4,29.8,47.3,54.2,30.1,69.9,25.6,74.4,32.7,67.3,57.8,42.2,10000+,2025-01-25 12:05:33
PRET A MANGER LIMITED,56110,16.9,14.1,48.2,22.5,38.7,42.1,35.8,64.2,30.9,69.1,38.4,61.6,51.7,48.3,5000-9999,2024-12-18 09:33:21
QINETIQ GROUP PLC,72110,29.7,26.4,82.1,45.3,68.5,78.2,20.3,79.7,17.2,82.8,23.5,76.5,69.4,30.6,5000-9999,2025-03-08 14:18:07
ROYAL MAIL PLC,53100,25.1,22.8,69.5,36.2,55.1,63.7,24.6,75.4,21.3,78.7,27.8,72.2,64.2,35.8,10000+,2024-10-22 16:50:44
SAINSBURY'S SUPERMARKETS LTD,47110,18.4,15.6,54.8,25.1,41.3,46.7,33.2,66.8,28.5,71.5,35.9,64.1,55.4,44.6,10000+,2025-02-11 11:22:38
TESCO PLC,47110,17.2,14.9,51.3,23.7,39.8,44.2,34.7,65.3,29.8,70.2,37.1,62.9,53.2,46.8,10000+,2024-11-30 13:45:55
UNIVERSITY OF MANCHESTER,85310,21.8,19.2,63.7,31.4,49.6,56.8,29.1,70.9,24.7,75.3,32.4,67.6,60.3,39.7,10000+,2025-01-08 10:15:27
VODAFONE LIMITED,61900,22.5,19.8,67.2,34.6,51.3,59.4,27.8,72.2,23.9,76.1,30.5,69.5,61.7,38.3,10000+,2024-12-12 15:38:12
WILKO RETAIL LIMITED,47190,19.6,16.8,57.1,27.3,43.5,49.2,32.4,67.6,27.1,72.9,34.8,65.2,57.3,42.7,5000-9999,2025-03-22 09:28:44
XPO LOGISTICS UK LIMITED,52290,27.3,24.1,74.6,40.8,61.2,69.7,22.5,77.5,19.3,80.7,25.8,74.2,66.9,33.1,5000-9999,2024-10-15 14:55:29
YORKSHIRE WATER SERVICES LTD,36000,21.2,18.5,64.8,32.1,50.7,57.3,28.9,71.1,25.2,74.8,31.7,68.3,59.6,40.4,5000-9999,2025-04-05 16:42:18
