data_year,agency_type_name,state_abbr,state_name,incident_date,adult_victim_count,juvenile_victim_count,total_offender_count,adult_offender_count,juvenile_offender_count,offender_race,offender_ethnicity,victim_count,offense_name,total_individual_victims,location_name,bias_desc,victim_types,multiple_offense,multiple_bias
1992,State Police,CA,California,1992-03-15,1,0,2,1,1,White,Not Hispanic,1,Alien / Foreign Born,1,Residence,Religious Bias,"Individual,Group",No,No
1993,Local Police,NY,New York,1993-07-22,2,1,3,2,1,Black,Not Hispanic,3,Physical Attack,3,Street,Sexual Orientation Bias,"Individual,Group",Yes,Yes
1994,County Sheriff,FL,Florida,1994-11-08,0,1,1,0,1,White,Hispanic,1,Criminal Mischief,1,School,Other Bias,Individual,No,No
1995,Federal Agency,IL,Illinois,1995-02-28,1,0,2,1,1,Hispanic,Hispanic,1,Assault,1,Store,Disability Bias,"Individual,Group",No,No
1996,Local Police,TX,Texas,1996-09-14,0,2,2,0,2,White,Not Hispanic,2,Aggravated Assault,2,Residence,Racial Bias,Individual,Yes,Yes
1997,State Police,WA,Washington,1997-05-30,1,0,1,1,0,African American,Not Hispanic,1,Assault,1,Park,Hate Group Activity,Individual,No,Yes
1998,County Sheriff,OH,Ohio,1998-12-05,2,0,4,3,1,Asian,Not Hispanic,2,Intimidation,2,Office,Gender Bias,"Individual,Group",No,No
1999,Local Police,MN,Minnesota,1999-08-19,1,1,3,2,1,White,Not Hispanic,2,Intimidation,2,Restaurant,Religious Bias,Individual,Yes,No
2000,State Police,GA,Georgia,2000-01-11,0,1,1,0,1,Native American,Not Hispanic,1,Criminal Mischief,1,Place of Worship,Ethnicity Bias,Individual,No,No
2001,Local Police,VA,Virginia,2001-06-25,3,0,5,4,1,Black,Not Hispanic,3,Assault,3,Hotel,LGBTQ+ Bias,Individual,Yes,Yes
2002,County Sheriff,NC,North Carolina,2002-10-17,1,0,1,1,0,Hispanic,Hispanic,1,Robbery,1,Residence,Gender Bias,Individual,No,No
2003,State Police,MI,Michigan,2003-04-03,0,1,2,1,1,White,Not Hispanic,1,Assault,1,College,Cultural Bias,Individual,Yes,Yes
2004,Local Police,CO,Colorado,2004-11-30,2,0,3,2,1,White,Not Hispanic,2,Intimidation,2,Shopping Center,Sexual Orientation Bias,Individual,No,No
2005,County Sheriff,AR,Arkansas,2005-03-12,1,0,2,1,1,Native American,Not Hispanic,1,Aggravated Assault,1,Church,Racial Bias,Individual,Yes,No
2006,State Police,MD,Maryland,2006-07-18,0,2,2,0,2,Asian,Not Hispanic,2,Criminal Mischief,2,School,Bias Against Women,Individual,No,No
2007,Local Police,KY,Kentucky,2007-09-21,3,1,4,3,1,White,Not Hispanic,4,Physical Attack,4,Park,Religious Bias,"Individual,Group",Yes,Yes
2008,County Sheriff,NJ,New Jersey,2008-02-04,1,0,2,1,1,Hispanic,Hispanic,1,Assault,1,Home,Different Race,Individual,No,No
2009,State Police,OR,Oregon,2009-05-16,0,3,3,0,3,White,Not Hispanic,3,Intimidation,3,Store,Other Bias,Individual,Yes,Yes
