EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2025-04-03 15:10:41
BRITISH TELECOMMUNICATIONS PLC,61101,22.1,18.3,58.2,41.5,42.3,65.7,31.2,58.9,22.8,45.3,28.7,36.2,50.1,24.8,10000+,2025-03-15 09:22:15
UNILEVER PLC,11000,15.6,12.8,33.7,28.1,38.9,47.2,28.4,42.1,17.6,31.9,32.2,27.8,54.8,21.5,5000-9999,2025-02-28 14:05:30
BARCLAYS BANK PLC,64190,9.8,6.4,21.3,18.7,28.5,35.6,35.2,49.8,19.3,32.4,27.1,28.9,45.7,26.7,5000-9999,2025-05-10 11:45:22
ROYAL BANK OF SCOTLAND PLC,64100,11.2,8.9,25.4,22.1,31.6,39.3,32.8,47.1,20.9,29.7,26.3,27.6,48.1,23.9,5000-9999,2025-01-20 16:33:44
VODAFONE GROUP PLC,61101,18.7,15.2,42.1,33.4,37.8,50.5,30.1,53.2,18.4,35.6,32.8,30.1,53.9,25.8,10000+,2025-04-18 10:12:57
LLOYDS BANKING GROUP PLC,64110,13.4,10.7,29.8,25.6,34.2,42.9,33.6,46.2,21.1,30.8,29.1,28.3,51.4,26.1,5000-9999,2025-03-05 13:28:19
GLAXOSMITHKLINE PLC,21100,8.9,7.3,19.6,15.8,30.2,35.1,36.8,44.5,18.9,28.6,26.7,27.2,44.3,28.0,5000-9999,2025-02-12 17:50:33
TESCO PLC,47400,5.2,4.1,12.8,8.7,25.1,26.9,42.6,70.1,19.4,65.2,18.7,48.3,27.6,20.4,10000+,2025-05-02 08:55:40
ASDA Stores Limited,47400,14.3,9.8,27.9,21.4,29.4,31.2,39.8,64.7,16.1,49.3,23.4,40.1,35.8,21.8,2500-4999,2025-01-25 12:30:11
