EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BARCLAYS BANK PLC,64190,25.8,19.2,68.3,28.7,48.9,57.6,23.1,76.9,14.8,85.2,26.7,73.3,51.4,48.6,10000+,2025-01-15 09:32:17
LLOYDS BANKING GROUP PLC,64190,22.1,16.8,62.4,24.1,42.1,57.5,21.8,78.2,13.6,86.4,25.2,74.8,49.4,50.6,10000+,2025-02-28 14:21:36
HSBC UK BANCASSURANCE LIMITED,64190,28.7,21.9,71.2,31.8,54.3,62.1,24.2,75.8,15.9,84.1,28.1,71.9,53.8,46.2,5000-9999,2025-03-10 11:45:22
THE CO-OPERATIVE BANK PLC,64190,31.5,24.8,75.6,34.2,62.3,70.1,26.8,73.2,16.5,83.5,29.3,70.7,58.7,41.3,5000-9999,2025-04-05 16:58:44
NATWEST GROUP PLC,64190,26.3,20.1,66.9,26.8,46.8,59.7,22.6,77.4,14.2,85.8,27.1,72.9,52.1,47.9,10000+,2025-01-22 12:17:59
ROYAL BANK OF SCOTLAND GROUP PLC,64190,24.0,18.3,64.7,25.4,44.2,58.9,21.2,78.8,13.1,86.9,25.8,74.2,50.2,49.8,10000+,2025-02-18 10:05:33
CITIBANK INTERNATIONAL PLC,64190,29.1,22.4,72.8,32.1,55.1,63.9,24.6,75.4,16.2,83.8,28.4,71.6,54.5,45.5,5000-9999,2025-03-27 15:36:28
STANDARD CHARTERED PLC,64190,27.6,20.9,69.5,30.2,49.7,59.3,23.5,76.5,15.4,84.6,27.5,72.5,51.8,48.2,5000-9999,2025-04-12 13:19:41
BANK OF ENGLAND,64999,18.9,14.2,58.4,21.3,38.9,55.1,19.3,80.7,11.7,88.3,22.8,77.2,45.1,54.9,1000-4999,2025-01-18 08:44:12
ROYAL & SUN ALLIANCE PLC,64999,32.8,25.6,77.1,35.8,64.1,72.9,27.9,72.1,17.3,82.7,30.1,69.9,57.2,42.8,5000-9999,2025-02-14 17:08:55
LONDON AND BLACKWELL GROUP PLC,60400,23.4,17.8,61.3,23.7,41.2,58.1,20.9,79.1,12.8,87.2,24.5,75.5,48.8,51.2,1000-4999,2025-03-07 14:29:38
GREAT WESTERN RAILWAY COMPANY LIMITED,62100,29.5,22.7,68.9,29.4,48.2,61.6,25.2,74.8,15.8,84.2,27.8,72.2,53.3,46.7,500-999,2025-04-01 12:03:15
OXFORD HEALTH NHS FOUNDATION TRUST,86900,36.2,28.9,81.4,38.7,72.2,78.1,32.1,67.9,20.4,79.6,34.5,65.5,63.7,36.3,1000-4999,2025-01-29 15:41:27
NATIONAL HEALTH SERVICE,86900,34.1,26.7,79.2,36.5,70.8,76.5,30.5,69.5,18.9,81.1,32.7,67.3,61.8,38.2,5000-9999,2025-02-20 11:27:51
BRITISH AIRWAYS PLC,52290,31.8,24.1,74.3,33.1,60.7,69.2,26.4,73.6,16.8,83.2,29.6,70.4,56.5,43.5,5000-9999,2025-03-31 14:15:40
