EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
MISHCON DE REYA GROUP (OPERATIONS) LIMITED,64209,30.4,23.6,73.9,30.0,55.4,64.0,25.4,74.6,15.1,84.9,27.0,73.0,55.6,44.4,500-999,2025-04-03 15:10:41
BRITISH TELECOMMUNICATIONS PLC,61102,25.8,18.3,68.2,25.1,48.9,57.1,32.1,68.9,18.5,72.3,28.7,69.2,45.2,37.8,1000-4999,2025-03-29 09:22:15
HALLS OF FAME LIMITED,69101,15.2,9.7,45.6,12.8,31.7,42.3,22.8,61.2,14.3,69.8,26.4,62.9,48.7,39.1,100-499,2025-03-12 11:35:22
THE COCKTAIL COCKTAIL CO.,56309,35.1,28.4,82.3,34.7,62.1,71.5,28.9,75.2,16.7,79.0,27.8,72.3,52.4,41.6,100-499,2025-04-18 14:05:33
PENINSULA HOTELS GROUP LIMITED,79300,22.6,16.9,59.8,21.3,42.1,51.9,26.7,67.4,17.3,76.8,24.1,71.2,40.2,32.4,500-999,2025-02-26 16:47:59
VIRGIN MEDIA O2 PLC,61100,27.3,19.8,62.4,23.1,50.2,59.6,29.6,71.8,19.1,74.2,26.3,68.7,43.8,36.1,5000-19999,2025-01-14 13:12:44
GLOBAL INVESTMENT LIMITED,66110,18.9,12.4,50.2,14.7,35.6,45.8,20.3,58.4,13.2,63.9,24.1,59.2,43.5,38.9,1000-4999,2025-03-21 10:28:36
NATIONAL HEALTH SERVICE TRUST,86100,12.3,8.7,38.7,10.4,28.1,37.3,24.1,68.2,11.9,72.8,22.5,65.1,37.1,30.2,10000+,2025-02-17 08:55:10
WESTMINSTER BANKING GROUP,64910,31.2,26.7,74.5,32.8,54.1,63.2,26.3,75.9,14.9,82.1,28.2,71.8,56.4,43.6,1000-4999,2025-04-20 07:03:25
BETTY'S GROCERIES LIMITED,47110,9.4,6.3,29.8,7.9,21.1,28.9,17.2,48.6,9.3,57.4,18.7,49.8,30.5,24.2,100-499,2025-01-30 12:18:12
SOUTH EASTERN UNIVERSITY HOSPITALS TRUST,86100,11.7,7.8,32.1,9.2,24.8,34.6,21.6,65.2,10.8,71.4,19.4,63.0,32.6,27.1,10000+,2025-05-11 15:42:18
DURHAM UNIVERSITY FOUNDATION LIMITED,85200,14.1,9.9,41.5,11.6,31.2,39.5,23.8,66.7,12.4,70.5,23.3,64.2,37.9,32.8,500-999,2025-03-06 11:53:29
CORNWALL CONSTRUCTION LTD,41100,28.7,22.1,69.4,26.3,52.3,60.7,31.2,72.8,16.4,78.9,25.9,73.5,48.1,42.3,100-499,2025-04-08 14:27:16
SOUTHERN ELECTRICITY COMPANY,64920,33.5,28.9,77.8,31.4,57.3,64.9,27.6,77.4,15.8,81.7,29.1,75.2,58.2,48.6,5000-19999,2025-02-19 10:02:40
GREAT NORTH TRAVEL GROUP,79110,19.3,13.6,48.9,15.9,36.4,44.2,23.1,60.8,14.5,67.4,26.8,63.5,42.7,36.5,500-999,2025-03-31 09:38:54
