EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
BANK OF SCOTLAND PLC,64190,28.7,22.1,65.2,35.8,58.3,72.1,24.8,75.2,16.3,83.7,28.5,71.5,52.4,47.6,1000-4999,2025-01-15 09:23:17
LLOYDS BANKING GROUP PLC,64190,26.9,20.3,58.4,31.2,52.1,68.5,23.1,76.9,14.8,85.2,29.1,70.9,55.2,44.8,10000+,2025-02-20 14:45:33
BARCLAYS BANK PLC,64190,31.2,24.7,71.8,38.9,61.4,75.3,26.2,73.8,15.8,84.2,27.7,72.3,55.8,44.2,10000+,2025-03-10 11:12:48
HSBC GROUP PLC,64190,27.4,21.8,63.1,33.6,55.7,70.8,25.1,74.9,14.9,85.1,28.2,71.8,54.6,45.4,10000+,2025-01-28 16:37:59
DEUTSCHE BANK AG,64190,32.8,26.1,76.5,42.1,63.9,78.4,27.9,72.1,16.2,83.8,29.3,70.7,56.6,43.4,1000-4999,2025-03-05 08:55:22
CITIBANK INTERNATIONAL PLC,64190,29.1,23.3,68.9,36.7,57.2,71.5,24.6,75.4,15.3,84.7,28.0,72.0,53.8,46.2,1000-4999,2025-02-18 13:28:14
ROYAL BANK OF SCOTLAND PLC,64190,25.6,19.5,54.3,29.1,49.8,65.4,22.7,77.3,14.1,85.9,29.4,70.6,56.0,44.0,10000+,2025-03-22 10:41:36
NATWEST GROUP PLC,64190,26.3,20.8,60.1,32.4,53.6,67.9,23.4,76.6,15.0,85.0,28.8,71.2,54.8,45.2,10000+,2025-01-31 15:59:12
CITYBANK PLC,64190,30.2,24.1,70.4,37.8,59.8,74.2,25.7,74.3,15.6,84.4,27.6,72.4,55.4,44.6,500-999,2025-02-25 09:17:44
GOLDMAN SACHS (UK) LIMITED,64190,35.9,28.3,82.6,45.3,68.9,81.7,29.5,70.5,17.2,82.8,30.8,69.2,56.8,43.2,500-999,2025-03-08 12:33:57
MERRILL LYNCH UK LIMITED,64190,33.7,27.4,78.1,43.8,65.3,77.1,28.3,71.7,16.7,83.3,31.0,69.0,57.7,42.3,500-999,2025-02-12 17:15:33
UBS GLOBAL ASSET MANAGEMENT UK LIMITED,64190,29.4,23.8,71.2,38.2,58.2,72.6,25.9,74.1,15.2,84.8,27.5,72.5,54.2,45.8,500-999,2025-01-18 14:08:29
WELLS FARGO BANK PLC,64190,34.1,26.8,80.3,44.1,66.7,79.8,29.1,70.9,16.9,83.1,30.4,69.6,56.3,43.7,500-999,2025-03-17 10:29:45
J.P. MORGAN CHASE BANK PLC,64190,31.8,25.3,74.7,39.6,62.1,75.8,26.6,73.4,15.9,84.1,27.4,72.6,55.3,44.7,1000-4999,2025-02-08 16:52:18
THE ROYAL BANK OF SCOTLAND GROUP PLC,64190,27.8,21.2,61.2,32.8,54.2,69.0,24.1,75.9,14.6,85.4,28.6,71.4,54.4,45.6,10000+,2025-01-22 11:44:39
