EmployerName,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,EmployerSize,DateSubmitted
Apex Logistics Solutions Ltd,"49410, 52290",14.2,12.8,28.5,24.7,67.3,45.9,58,42,62,38,68,32,72,28,Large,2024-03-15
BrightPath Healthcare Group,"86101, 86210",8.9,6.4,15.2,11.8,41.7,39.2,45,55,43,57,47,53,49,51,Medium,2024-04-02
Cedar Retail Holdings,"47110, 47240",18.7,16.3,42.1,38.9,55.4,31.2,48,52,51,49,54,46,59,41,Large,2024-05-10
Delta Manufacturing UK,"25110, 25990",22.4,19.8,51.6,47.2,78.9,18.4,73,27,75,25,79,21,82,18,Large,2024-06-20
Emerald Financial Services,"64110, 64991",32.5,29.7,63.8,58.4,82.1,12.6,68,32,71,29,76,24,81,19,Large,2024-07-08
Falcon Technology Labs,"58210, 62020",11.3,9.1,22.7,19.5,48.6,42.1,52,48,54,46,58,42,63,37,Medium,2024-08-14
Greenwich Hospitality Group,"55110, 56302",16.8,14.5,31.2,27.8,52.7,36.4,44,56,47,53,50,50,55,45,Medium,2024-09-03
Horizon Construction Ltd,"41100, 42990",26.3,23.9,48.5,44.1,71.2,15.8,69,31,72,28,76,24,80,20,Large,2024-10-11
Inspire Media Agency,"59111, 73110",13.7,11.4,25.9,22.1,45.3,40.7,49,51,52,48,56,44,61,39,Small,2024-11-05
Jupiter Energy Solutions,"35110, 35220",19.6,17.2,38.7,34.5,61.4,28.9,59,41,62,38,66,34,71,29,Large,2024-12-19
Kestrel Legal Services,"69101, 69109",27.8,25.1,52.3,48.7,75.6,9.2,70,30,73,27,77,23,82,18,Medium,2025-01-07
Lumen Education Trust,"85100, 85320",9.4,7.8,18.1,15.3,38.2,35.6,42,58,40,60,44,56,47,53,Large,2025-02-14
Meridian Food Processing,"10511, 10720",21.5,19.1,40.2,36.8,64.7,25.1,61,39,64,36,68,32,73,27,Large,2025-03-22
Nova Insurance Brokers,"65120, 66220",29.1,26.4,55.9,51.2,79.3,11.7,74,26,76,24,80,20,84,16,Medium,2025-04-06
Oakwell Property Management,"68100, 68310",15.2,13.6,28.4,25.1,49.8,37.2,51,49,54,46,58,42,63,37,Small,2025-05-13
Phoenix Automotive Parts,"29310, 45310",24.7,22.3,46.8,42.5,69.1,19.4,66,34,69,31,73,27,78,22,Large,2025-06-28
Quartz Research Institute,"72190, 74901",17.9,15.7,33.6,30.2,56.3,32.8,55,45,58,42,62,38,67,33,Medium,2025-07-09
Redwood Security Services,"80100, 80300",20.4,18.2,37.1,33.9,62.5,26.7,60,40,63,37,67,33,72,28,Medium,2025-08-17
Sapphire Fashion Retail,"47710, 47721",30.6,27.8,58.3,53.7,81.4,8.9,76,24,78,22,82,18,86,14,Large,2025-09-04
Titan Engineering Ltd,"28110, 28990",23.8,21.4,44.2,40.6,67.8,21.3,64,36,67,33,71,29,76,24,Large,2025-10-12
Unity Social Care,"87100, 88100",12.1,10.5,21.7,18.9,43.5,38.4,46,54,49,51,53,47,57,43,Medium,2025-11-20
Valiant Transport Group,"49200, 53201",16.3,14.1,29.5,26.2,51.2,34.6,53,47,56,44,60,40,65,35,Large,2025-12-07
Westbridge Pharmaceuticals,"21100, 46460",25.9,23.5,49.1,45.3,73.4,16.2,70,30,72,28,76,24,80,20,Large,2024-03-28
Xenon Digital Marketing,"63110, 73120",14.6,12.3,26.8,23.4,47.1,39.5,50,50,53,47,57,43,62,38,Small,2024-04-15
Yellowstone Food Retail,"47220, 47890",19.2,16.9,35.4,32.1,58.7,29.3,57,43,60,40,64,36,69,31,Large,2024-05-22
Zenith Consulting Ltd,"70229, 74909",28.4,25.9,53.7,49.8,77.2,10.5,73,27,75,25,79,21,83,17,Medium,2024-06-30
Aurora Wellness Centres,"86210, 96040",10.8,9.2,19.5,16.7,41.3,36.8,44,56,47,53,50,50,54,46,Small,2024-07-16
Bluefin Shipping Ltd,"50100, 52242",18.5,16.2,32.9,29.6,54.8,31.7,56,44,59,41,63,37,68,32,Medium,2024-08-25
