activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,35620,NY,36005,36005000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,425000,80,6.75,1.5,0,4500,2500,1200,500,0,360,0,0,2,2,2,2,,550000,1,1,,,1,,150000,35,1,1,2,5,2,4,5,8,2,4,1,5,2,4,45-54,35-44,0,0,1,1
2024,41860,CA,6073,6073010101,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,1,1,380000,85,6.25,0,0,5200,3000,1500,750,0,360,0,0,2,2,2,2,,450000,1,1,,,1,,95000,42,1,2,1,5,1,4,3,8,2,4,2,5,2,4,35-44,25-34,0,0,1,1
2024,16980,IL,17031,17031310800,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,315000,75,5.875,0.75,0,3800,2000,1000,250,0,360,0,0,2,2,2,2,,420000,1,1,,,2,,125000,28,1,1,2,5,2,4,2,8,2,4,1,5,2,4,55-64,45-54,1,0,1,1
2024,26420,FL,12011,12011010501,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,285000,90,5.5,0,0,2900,1500,800,0,0,360,0,0,2,2,2,2,,315000,1,1,,,1,,85000,38,1,2,2,5,2,4,5,8,2,4,2,5,2,4,25-34,25-34,0,0,1,1
2024,19100,TX,48113,48113000200,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,32,75000,,7.25,2.0,0,1200,800,400,200,0,180,,,2,2,2,2,,275000,1,1,,,1,,65000,25,1,1,1,5,1,4,5,8,2,4,1,5,2,4,35-44,9999,0,,1,1
2024,35620,NY,36047,36047000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,675000,70,6.125,1.0,0,6800,3500,1800,750,0,360,0,0,2,2,2,2,,950000,1,1,,,1,,225000,32,1,1,2,5,2,4,3,8,2,4,2,5,2,4,45-54,45-54,0,0,1,1
2024,38060,WA,53033,53033000202,USDA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Male,1,1,245000,95,4.75,0,0,2100,1200,600,0,0,360,0,0,2,2,2,2,,260000,1,1,,,1,,58000,44,1,2,2,5,2,4,1,8,2,4,1,5,2,4,35-44,35-44,0,0,1,1
2024,12060,AL,1073,1073010200,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,1,195000,85,7.5,2.25,0,,,,,,,,,,,,,185000,1,1,,,1,,48000,29,1,1,2,5,2,4,5,8,2,4,1,5,2,4,25-34,9999,0,,1,1
2024,14460,AZ,4013,4013010100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,1,1,420000,80,6.375,1.25,0,4800,2500,1300,500,0,360,0,0,2,2,2,2,,525000,1,1,,,1,,135000,31,1,2,1,5,1,4,2,8,2,4,2,5,2,4,35-44,35-44,0,0,1,1
2024,19740,GA,13135,13135000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Male,1,1,365000,82,6.5,1.5,0,4200,2200,1100,400,0,360,0,0,2,2,2,2,,445000,1,1,,,1,,115000,36,1,1,2,5,2,4,5,8,2,4,1,5,2,4,45-54,35-44,0,0,1,1
2024,38900,WI,55025,55025000100,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,275000,75,5.75,0.5,0,3200,1600,800,0,0,360,0,0,2,2,2,2,,365000,1,1,,,1,,95000,26,1,2,2,5,2,4,5,8,2,4,2,5,2,4,55-64,55-64,1,1,1,1
2024,42660,CA,6075,6075010101,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Male,1,1,485000,88,6.0,0,0,5600,3200,1600,800,0,360,0,0,2,2,2,2,,550000,1,1,,,2,,105000,40,1,1,1,5,1,4,3,8,2,4,1,5,2,4,25-34,25-34,0,0,1,1
