activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,50000,06,075,003001,conventional,1,not hispanic or latinos,white,male,1,1,250000,0.85,4.25,1.25,1,4500,3200,1300,1.5,1300,360,0,0,0,0,0,0,400000,single_family,1,0,0,1,0,75000,35,9,9,1,1,1,1,1,1,2,1,1,1,28,25,0,0,1,1
2024,50000,06,075,003002,fha,2,hispanic,white,female,3,2,300000,0.72,3.85,0.85,0,3200,2100,1100,1.2,1100,360,0,0,0,0,0,0,500000,single_family,1,0,0,1,0,82000,38,8,8,1,1,1,1,1,1,2,1,1,1,32,30,0,0,0,1
2024,50000,06,075,003003,va,3,not hispanic or latinos,black,male,1,3,400000,0.92,4.55,1.55,1,5300,4100,1200,1.8,1200,360,0,0,0,0,0,0,550000,single_family,1,0,0,1,0,95000,40,7,7,1,1,1,1,1,1,2,1,1,1,35,32,0,0,1,1
2024,50000,06,075,003004,conventional,1,not hispanic or latinos,asian,female,1,1,275000,0.78,3.95,0.95,0,3800,2900,900,1.1,900,360,0,0,0,0,0,0,350000,single_family,1,0,0,1,0,65000,32,7,7,1,1,1,1,1,1,2,1,1,1,29,27,0,0,1,1
2024,50000,06,075,003005,fha,2,not hispanic or latinos,hispanic,male,3,2,350000,0.80,4.15,1.15,0,3400,2300,1100,1.3,1100,360,0,0,0,0,0,0,420000,condo,1,0,0,1,0,78000,36,8,8,1,1,1,1,1,1,2,1,1,1,33,31,0,0,1,0
2024,50000,06,075,003006,conventional,3,hispanic,white,female,1,2,200000,0.75,4.05,1.05,1,4200,3100,1100,1.4,1100,360,0,0,0,0,0,0,280000,single_family,1,0,0,1,0,52000,30,9,9,1,1,1,1,1,1,2,1,1,1,31,28,0,0,1,1
2024,50000,06,075,003007,va,1,hispanic,asian,male,1,1,325000,0.70,3.75,0.75,0,3900,2600,1300,1.2,1300,360,0,0,0,0,0,0,450000,single_family,1,0,0,1,0,85000,34,8,8,1,1,1,1,1,1,2,1,1,1,34,30,0,0,1,1
2024,50000,06,075,003008,conventional,2,not hispanic or latinos,white,female,1,3,165000,0.82,4.35,1.35,0,3100,2100,1000,1.0,1000,360,0,0,0,0,0,0,200000,single_family,1,0,0,1,0,68000,31,7,7,1,1,1,1,1,1,2,1,1,1,28,26,0,0,1,1
2024,50000,06,075,003009,fha,3,not hispanic or latinos,black,male,3,1,450000,0.88,4.65,1.65,1,5200,3900,1300,1.6,1300,360,0,0,0,0,0,0,500000,single_family,1,0,0,1,0,98000,39,8,8,1,1,1,1,1,1,2,1,1,1,38,35,0,0,0,1
2024,50000,06,075,003010,conventional,1,not hispanic or latinos,asian,female,1,1,220000,0.74,3.85,0.85,0,3300,2200,1100,1.1,1100,360,0,0,0,0,0,0,300000,single_family,1,0,0,1,0,71000,33,7,7,1,1,1,1,1,1,2,1,1,1,32,29,0,0,1,1
