activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,33860,10,021,001013,conventional,1,hispanic or latino,2,1,1,1,940000,0.78,5.37,2.67,1,5150,1060,250,200,250,30,12,0,0,0,0,"",900000,single-family,1,1,1,3,0,120000,42,1,2,,,1,1,2,1,,2,1,,2,1,1,2,1,1,1,1,1,1,1,1,2,1,38,36,0,0,1,1
2024,33860,10,021,001018,conventional,1,hispanic or latino,2,2,1,1,700000,0.82,4.21,2.11,1,5150,1230,150,100,250,30,12,0,0,0,0,"",750000,single-family,1,1,1,3,0,140000,37,1,2,,,2,2,,2,2,2,1,,2,1,1,2,2,1,1,1,2,1,1,1,2,1,41,42,0,0,1,1
2024,33860,10,021,001020,fha,1,hispanic or latino,2,1,1,2,320000,0.85,4.70,2.30,1,3150,760,180,120,100,30,0,0,0,0,1,"",350000,single-family,1,1,1,3,0,35000,30,1,2,,,1,1,,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,2,1,1,1,25,28,1,0,1,1
2024,33860,10,021,001025,fha,1,hispanic or latino,2,1,1,3,200000,0.85,4.40,2.30,1,3150,760,180,120,100,30,0,0,0,0,1,"",220000,single-family,1,1,1,3,0,35000,30,1,2,,,1,1,,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,2,1,1,1,25,28,1,0,1,1
2024,33860,10,021,001030,fha,1,hispanic or latino,2,1,1,1,330000,0.85,4.38,2.30,1,3150,760,180,120,100,30,0,0,0,0,1,"",350000,single-family,1,1,1,3,0,30000,32,1,2,,,1,1,,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,2,1,1,1,32,34,1,0,1,1
2024,33860,10,021,001035,va,1,hispanic or latino,2,1,1,1,400000,0.80,3.30,1.00,2,4150,960,150,120,100,30,0,0,0,0,0,"",500000,single-family,1,1,1,3,0,60000,38,1,2,,,1,1,,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,28,32,0,0,1,1
2024,33860,10,021,001040,conventional,1,hispanic or latino,2,1,1,1,500000,0.75,3.50,1.50,2,3150,960,180,120,100,30,12,0,0,0,0,"",650000,single-family,1,1,1,3,0,80000,40,1,2,,,1,1,,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,30,35,0,0,1,1
2024,33860,10,021,001045,conventional,1,hispanic or latino,2,1,1,1,740000,0.75,3.40,1.00,2,3150,960,180,120,100,30,12,0,0,0,0,"",650000,single-family,1,1,1,3,0,90000,43,1,2,,,1,1,,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,42,44,0,0,1,1
2024,33860,10,021,001050,fha,1,hispanic or latino,2,1,1,2,190000,0.90,4.00,2.00,1,2150,760,180,120,100,30,0,0,0,0,1,"",220000,single-family,1,1,1,3,0,32000,31,1,2,,,1,1,,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,2,1,1,1,29,31,0,0,1,1
2024,33860,10,021,001055,conventional,1,hispanic or latino,2,1,1,1,870000,0.74,3.55,1.50,2,3150,960,180,120,100,30,12,0,0,0,0,"",900000,single-family,1,1,1,3,0,130000,44,1,2,,,1,1,,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,35,34,0,0,1,1
2024,33860,10,021,001060,va,1,hispanic or latino,2,1,1,1,510000,0.70,3.10,0.60,2,4150,1060,150,120,100,30,0,0,0,0,0,"",520000,single-family,1,1,1,3,0,90000,36,1,2,,,1,1,,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,2,1,33,31,0,0,1,1
2024,33860,10,021,001012,conventional,1,not hispanic or Latino,4,1,1,1,450000,0.80,3.80,1.00,2,1150,360,100,60,100,30,12,0,0,0,0,"",500000,single-family,3,1,1,3,0,80000,40,1,2,,,4,5,,4,2,4,1,,2,1,1,2,1,1,1,1,1,1,2,1,1,1,41,42,0,0,1,1
2024,33860,10,021,001017,conventional,1,not hispanic or Latino,4,2,1,1,750000,0.77,3.90,1.20,2,1150,360,100,60,100,30,12,0,0,0,0,"",900000,single-family,3,1,1,3,0,120000,43,1,2,,,4,4,,4,3,4,1,,2,1,1,2,1,1,1,1,1,1,2,1,1,1,36,38,0,0,1,1
2024,33860,10,021,001022,conventional,1,not hispanic or Latino,4,1,1,1,870000,0.79,3.79,0.80,2,1150,360,100,60,100,30,12,0,0,0,0,"",900000,single-family,3,1,1,3,0,140000,45,1,2,,,4,5,,4,2,4,1,,2,1,1,2,1,1,1,1,1,1,2,1,1,1,40,42,0,0,1,1
