activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,50000,48,48005,019702,Conventional,Single-Family,Not Hispanic or Latino,White,Male,1,Home Purchase,345000,75.0,6.25,2.25,1,4500,2500,1000,250,1000,30,5,0,0,0,0,0,395000,Site-Built,Primary Residence,SF,0,1,0,0,45000,28.0,2,3,Hispanic,Not Hispanic or Latino,1,0,White,Black,1,0,Male,Female,1,1,35,32,0,0,1,1
2024,31000,12,12017,021001,Conventional,Single-Family,Not Hispanic or Latino,White,Male,1,Home Purchase,725000,85.0,6.75,2.25,0,7500,3500,2200,500,1800,30,5,0,0,0,0,0,850000,Site-Built,Primary Residence,SF,0,1,0,0,68000,31.0,2,2,Not Hispanic or Latino,Not Hispanic or Latino,1,1,White,White,1,1,Male,Male,1,1,42,42,1,1,1,1
2024,24500,51,51059,000801,Conventional,Single-Family,Not Hispanic or Latino,White,Male,1,Home Purchase,187500,80.0,6.50,1.75,0,3200,1600,1000,200,600,30,0,0,0,0,0,0,234375,Site-Built,Primary Residence,SF,0,1,0,0,36500,28.5,1,1,Not Hispanic or Latino,Not Hispanic or Latino,1,1,White,White,1,1,Male,Male,1,1,38,38,0,0,1,1
2024,49000,36,36061,005401,Conventional,Single-Family,Not Hispanic or Latino,White,Male,1,Home Purchase,425000,70.0,7.25,2.75,1,6200,3200,1800,400,1800,30,3,12,0,0,0,0,485000,Site-Built,Primary Residence,SF,0,1,0,0,58000,33.0,2,2,Not Hispanic or Latino,Not Hispanic or Latino,1,1,White,White,1,1,Male,Male,1,1,51,51,1,1,1,1
2024,15000,21,21047,002001,Conventional,Single-Family,Hispanic,Hispanic,Male,1,Home Purchase,825000,85.0,7.50,3.00,0,8000,4000,2400,600,1600,30,5,0,0,0,0,0,975000,Site-Built,Primary Residence,SF,0,1,0,0,78000,35.0,2,2,Hispanic,Hispanic,1,1,Hispanic,Hispanic,1,1,Male,Male,1,1,33,33,0,0,1,1
2024,12000,10,10005,010003,Conventional,Single-Family,Not Hispanic or Latino,Asian,Female,1,Home Purchase,985000,80.0,6.95,2.50,0,9200,4100,2700,450,1800,30,5,0,0,0,0,0,1231250,Site-Built,Primary Residence,SF,0,1,0,0,89000,30.5,2,3,Not Hispanic or Latino,Not Hispanic or Latino,1,1,Asian,Asian,1,1,Female,Female,1,1,36,36,0,0,1,1
2024,45000,24,24017,031401,Conventional,Single-Family,Not Hispanic or Latino,White,Male,1,Home Purchase,315000,80.0,6.50,1.50,1,3700,1900,1100,400,600,30,0,0,0,0,0,0,393750,Site-Built,Primary Residence,SF,0,1,0,0,40500,27.0,2,2,Not Hispanic or Latino,Not Hispanic or Latino,1,1,White,White,1,1,Male,Male,1,1,29,29,0,0,1,1
2024,50000,48,48009,009002,Conventional,Single-Family,Not Hispanic or Latino,White,Female,1,Home Purchase,295000,78.0,6.25,1.25,0,3200,1600,1000,200,600,30,5,0,0,0,0,0,382000,Site-Built,Primary Residence,SF,0,1,0,0,33500,24.0,2,2,Not Hispanic or Latino,Not Hispanic or Latino,1,1,White,White,1,1,Female,Female,1,1,37,37,0,0,1,1
2024,45000,24,24031,000001,Conventional,Single-Family,Not Hispanic or Latino,White,Female,1,Home Purchase,125000,77.0,5.85,1.10,1,3000,1200,800,100,400,30,0,0,0,0,0,0,162000,Site-Built,Primary Residence,SF,0,1,0,0,21500,26.0,2,3,Not Hispanic or Latino,Not Hispanic or Latino,1,1,White,White,1,1,Female,Female,1,1,42,42,1,1,1,1
2024,30000,35,35011,005005,Conventional,Single-Family,Not Hispanic or Latino,White,Female,1,Home Purchase,450000,80.0,6.50,2.25,0,5500,3000,1500,500,1500,30,3,12,0,0,0,0,562500,Site-Built,Primary Residence,SF,0,1,0,0,52000,31.0,2,2,Not Hispanic or Latino,Not Hispanic or Latino,1,1,White,White,1,1,Female,Female,1,1,29,29,0,0,1,1
