activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,49860,36,047,043500,Conventional,Single-Family,Non-Hispanic,White,Male,1,HomePurchase,350000,0.85,6.25,2.75,1,8500,2750,5000,350,2900,30,0,0,0,0,0,0,375000,Site-Built,Primary,0,0,1,0,85000,35,6,0,1,0,1,0,1,0,1,0,1,0,1,0,36,34,0,0,1,1,
2024,49860,36,047,043500,VA,Single-Family,Hispanic,White,Male,1,HomePurchase,450000,0.90,5.75,2.25,0,7500,2000,4000,250,2300,30,0,0,0,0,0,0,500000,Site-Built,Primary,0,0,1,0,92000,32,7,0,1,0,1,0,1,0,1,0,1,0,1,0,32,37,0,0,1,1,
2024,49860,36,047,043500,FHA,Single-Family,Non-Hispanic,Black,Male,1,HomePurchase,420000,0.85,6.50,2.90,0,8200,2600,4800,300,2600,30,0,0,0,0,0,0,450000,Site-Built,Primary,0,0,1,0,78000,28,5,0,1,0,1,0,1,0,1,0,1,0,1,0,44,41,0,0,1,1,
2024,49860,36,047,043500,FHA,Single-Family,Non-Hispanic,White,Male,1,HomePurchase,375000,0.80,5.90,2.30,1,7800,2200,4400,350,3100,30,0,0,0,0,0,0,460000,Site-Built,Primary,0,0,1,0,82000,26,8,0,1,0,1,0,1,0,1,0,1,0,1,0,38,39,0,0,1,1,
2024,49860,36,047,043500,Conventional,Single-Family,Hispnac,Asian,Female,1,HomePurchase,400000,0.82,6.75,2.95,0,9000,2800,5000,400,3100,30,0,0,0,0,0,0,480000,Site-Built,Primary,0,0,1,0,86000,30,7,0,1,0,1,0,1,0,1,0,1,0,1,0,29,27,0,0,1,1,
2024,49860,36,047,043500,VA,Single-Family,Non-Hispanic,White,Male,1,HomePurchase,500000,0.90,5.45,2.35,1,8800,2500,5000,350,3400,30,0,0,0,0,0,0,550000,Site-Built,Primary,0,0,1,0,98000,33,6,0,1,0,1,0,1,0,1,0,1,0,1,0,31,46,0,0,1,1,
2024,49860,36,047,043500,FHA,Single-Family,Non-Hispanic,White,Female,1,HomePurchase,320000,0.80,6.10,2.65,0,6900,2000,4000,300,2900,30,0,0,0,0,0,0,380000,Site-Built,Primary,0,0,1,0,75000,31,5,0,1,0,1,0,1,0,1,0,1,0,1,0,40,41,0,0,1,1,
2024,49860,36,047,043500,Conventional,Single-Family,Non-Hispanic,Hispanic,Female,1,HomePurchase,360000,0.85,6.80,3.00,0,8500,2700,4800,320,2800,30,0,0,0,0,0,0,420000,Site-Built,Primary,0,0,1,0,80000,29,7,0,1,0,1,0,1,0,1,0,1,0,1,0,35,33,0,0,1,1,
2024,49860,36,047,043500,FHA,Single-Family,Non-Hispanic,Asian,Male,1,HomePurchase,430000,0.80,6.30,2.80,1,7900,2300,4600,300,2800,30,0,0,0,0,0,0,520000,Site-Built,Primary,0,0,1,0,88000,32,6,0,1,0,1,0,1,0,1,0,1,0,1,0,37,38,0,0,1,1,
2024,49860,36,047,043600,Conventional,Single-Family,Non-Hispanic,White,Male,1,HomePurchase,385000,0.82,6.10,2.55,0,7500,2500,4500,300,2500,30,0,0,0,0,0,0,460000,Site-Built,Primary,0,0,1,0,90000,27,6,0,1,0,1,0,1,0,1,0,1,0,1,0,28,31,0,0,1,1,
2024,49860,36,125,043600,VA,Single-Family,Hispanic,Non-Hispanic White,Female,1,HomePurchase,475000,0.85,5.70,2.25,0,8200,2200,5000,300,3000,30,0,0,0,0,0,0,550000,Site-Built,Primary,0,0,1,0,103000,35,7,0,1,0,1,0,1,0,1,0,1,0,1,0,33,36,0,0,1,1,
2024,49860,36,047,043600,FHA,Single-Family,Non-Hispanic,Asian,Male,1,HomePurchase,410000,0.80,6.00,2.90,1,8500,2600,4200,250,3600,30,0,0,0,0,0,0,500000,Site-Built,Primary,0,0,1,0,94000,28,6,0,1,0,1,0,1,0,1,0,1,0,1,0,29,30,0,0,1,1,
2024,49860,36,125,043600,Conventional,Single-Family,Non-Hispanic,White,Female,1,HomePurchase,440000,0.85,6.25,2.75,0,8000,2300,4500,320,2900,30,0,0,0,0,0,0,520000,Site-Built,Primary,0,0,1,0,86000,30,7,0,1,0,1,0,1,0,1,0,1,0,1,0,34,33,0,0,1,1,
2024,49860,36,047,043600,VA,Single-Family,Non-Hispanic,White,Male,1,HomePurchase,480000,0.90,5.55,2.45,0,9000,2500,5000,400,3200,30,0,0,0,0,0,0,530000,Site-Built,Primary,0,0,1,0,99000,32,6,0,1,0,1,0,1,0,1,0,1,0,1,0,35,37,0,0,1,1,
2024,49860,36,125,043600,FHA,Single-Family,Non-Hispanic,Black,Male,1,HomePurchase,415000,0.80,6.35,2.95,1,8700,2400,4800,300,3400,30,0,0,0,0,0,0,530000,Site-Built,Primary,0,0,1,0,81000,33,5,0,1,0,1,0,1,0,1,0,1,0,1,0,39,32,0,0,1,1,
2024,49860,36,047,043600,Conventional,Single-Family,Hispanic,LatinX,Male,1,HomePurchase,420000,0.85,6.80,3.10,0,8600,2700,5000,350,3500,30,0,0,0,0,0,0,480000,Site-Built,Primary,0,0,1,0,89000,31,7,0,0,0,1,0,1,0,1,0,1,0,1,0,31,35,0,0,1,1,
2024,49860,36,125,043600,FHA,Single-Family,Non-Hispanic,White,Female,1,HomePurchase,390000,0.80,6.05,2.70,0,7800,2600,4500,300,3100,30,0,0,0,0,0,0,480000,Site-Built,Primary,0,0,1,0,85000,32,6,0,0,0,1,0,1,0,1,0,1,0,1,0,38,33,0,0,1,1,
2024,49860,36,047,043600,VA,Single-Family,Hispanic,Hispanic,Female,1,HomePurchase,350000,0.82,6.15,2.65,0,7500,2200,4300,300,2800,30,0,0,0,0,0,0,440000,Site-Built,Primary,0,0,1,0,81000,29,6,0,1,0,1,0,1,0,1,0,1,0,1,0,42,38,0,0,1,1,
2024,49860,36,125,043600,Conventional,Single-Family,Non-Hispanic,White,Male,1,HomePurchase,420000,0.80,5.90,2.50,1,8200,2400,4800,300,3100,30,0,0,0,0,0,0,520000,Site-Built,Primary,0,0,1,0,93000,31,7,0,1,0,1,0,1,0,1,0,1,0,1,0,36,34,0,0,1,1,
2024,49860,36,047,043600,FHA,Single-Family,Non-Hispanic,White,Male,1,HomePurchase,445000,0.85,6.20,2.80,1,8800,2600,5000,400,3100,30,0,0,0,0,0,0,530000,Site-Built,Primary,0,0,1,0,89000,30,7,0,1,0,1,0,1,0,1,0,1,0,1,0,37,38,0,0,1,1,
