activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,50000,12,031,008101,conventional,1,not Hispanic or Latino,White,Female,1,1,350000,0.75,6.25,2.5,1,2500,1500,800,200,1000,360,0,0,0,0,0,0,500000,S,1,0,0,1,0,150000,45,3,3,1,1,Y,N,1,1,1,1,1,1,1,1,28,32,0,0,1,1
2024,49500,17,061,024301,conventional,1,not Hispanic or Latino,White,Male,1,1,420000,0.80,6.75,2.7,2,3000,1800,900,250,1200,360,0,0,0,0,0,0,600000,S,1,0,0,1,0,225000,35,3,3,1,1,N,N,1,1,1,1,1,1,1,1,35,30,1,0,1,1
2024,54500,21,187,011205,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,2,300000,0.85,5.50,2.0,1,2000,1200,700,150,1100,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,100000,40,3,3,1,1,Y,N,1,1,1,1,1,1,25,28,0,0,1,1
2024,48800,06,075,020354,fha,2,not Hispanic or Latino,White,Male,1,1,200000,0.90,4.25,1.5,1,1800,1000,600,100,800,360,0,0,0,0,0,0,350000,B,1,1,1,2,2,80000,30,2,2,1,1,N,N,1,1,1,1,1,1,45,50,0,0,1,1
2024,50900,48,113,001445,fha,2,not Hispanic or Latino,White,Female,1,1,175000,0.85,3.85,1.2,2,1500,800,500,80,600,360,0,0,0,0,0,0,250000,B,1,1,0,1,2,75000,35,2,2,1,1,Y,N,1,1,1,1,1,1,38,40,0,0,1,1
2024,49500,36,085,004102,conventional,1,not Hispanic or Latino,White,Male,1,1,320000,0.78,6.00,2.3,1,2200,1300,700,180,1000,360,0,0,0,0,0,0,500000,S,2,0,0,1,0,180000,42,3,3,1,1,N,N,1,1,1,1,1,1,32,35,0,0,1,1
2024,49500,08,031,006342,conventional,1,not Hispanic or Latino,White,Female,1,2,250000,0.82,5.75,2.0,2,1800,1100,500,120,900,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,120000,38,3,3,1,1,Y,N,1,1,1,1,1,1,45,48,0,0,1,1
2024,51000,09,005,055632,va,1,not Hispanic or Latino,White,Male,1,1,280000,0.75,3.25,1.0,1,1600,900,400,100,800,360,0,0,0,0,0,0,400000,S,1,1,1,2,1,100000,35,2,2,1,1,N,N,1,1,1,1,1,1,62,60,0,0,1,1
2024,46500,12,045,021401,conventional,1,not Hispanic or Latino,White,Female,1,1,210000,0.90,4.00,1.5,1,1700,1000,600,100,800,360,0,0,0,0,0,0,350000,S,1,0,0,1,0,90000,30,3,3,1,1,Y,N,1,1,1,1,1,1,29,31,0,0,1,1
2024,49500,36,059,023430,conventional,1,not Hispanic or Latino,White,Male,1,1,350000,0.80,6.50,2.5,1,2500,1500,800,200,1000,360,0,0,0,0,0,0,500000,S,1,0,0,1,0,140000,40,3,3,1,1,N,N,1,1,1,1,1,1,30,33,0,0,1,1
2024,49500,31,007,011905,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,2,220000,0.85,5.00,2.0,2,1600,1000,500,100,700,360,0,0,0,0,0,0,350000,S,1,0,0,1,0,95000,42,3,3,1,1,Y,N,1,1,1,1,1,1,35,38,0,0,1,1
2024,49500,30,027,012504,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,1,280000,0.75,6.25,2.5,1,2000,1200,700,150,1000,360,0,0,0,0,0,0,450000,S,1,0,0,1,0,125000,38,3,3,1,1,Y,N,1,1,1,1,1,1,31,34,0,0,1,1
2024,49500,48,113,011506,fha,2,not Hispanic or Latino,White,Male,1,1,190000,0.85,3.75,1.2,1,1600,900,500,100,700,360,0,0,0,0,0,0,300000,B,1,1,0,1,2,65000,32,2,2,1,1,N,N,1,1,1,1,1,1,40,43,0,0,1,1
2024,49500,27,083,012304,conventional,1,not Hispanic or Latino,White,Male,1,1,450000,0.80,6.00,2.3,1,3200,2000,1000,250,1200,360,0,0,0,0,0,0,600000,S,1,0,0,1,0,250000,45,3,3,1,1,N,N,1,1,1,1,1,1,34,36,0,0,1,1
2024,55500,12,031,008901,conventional,1,not Hispanic or Latino,White,Female,1,2,300000,0.78,5.50,2.0,2,2000,1200,700,150,1000,360,0,0,0,0,0,0,450000,S,1,0,0,1,0,100000,38,3,3,1,1,Y,N,1,1,1,1,1,1,33,35,0,0,1,1
2024,50200,48,201,004501,fha,2,not Hispanic or Latino,White,Male,1,1,160000,0.90,3.25,1.0,1,1500,800,400,80,600,360,0,0,0,0,0,0,250000,B,1,1,1,2,1,55000,30,2,2,1,1,N,N,1,1,1,1,1,1,52,48,0,0,1,1
2024,50100,17,053,019021,conventional,1,not Hispanic or Latino,White,Female,1,1,375000,0.75,6.25,2.5,1,2700,1800,900,200,1200,360,0,0,0,0,0,0,550000,S,1,0,0,1,0,160000,42,3,3,1,1,Y,N,1,1,1,1,1,1,36,39,0,0,1,1
2024,49500,21,187,006520,conventional,1,Hispanic or Latino,Hispanic or Latino,Male,1,1,200000,0.75,6.50,2.5,1,1800,1000,600,100,800,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,80000,40,3,3,1,1,N,N,1,1,1,1,1,1,29,31,0,0,1,1
2024,50200,36,059,012592,conventional,1,not Hispanic or Latino,White,Male,1,1,400000,0.82,6.75,2.7,2,2500,1600,800,200,1000,360,0,0,0,0,0,0,550000,S,2,0,0,1,0,180000,43,3,3,1,1,N,N,1,1,1,1,1,1,35,38,0,0,1,1
2024,50100,06,075,007354,conventional,1,not Hispanic or Latino,White,Female,1,2,240000,0.80,5.25,2.0,1,1800,1100,600,120,900,360,0,0,0,0,0,0,350000,S,1,0,0,1,0,100000,35,3,3,1,1,Y,N,1,1,1,1,1,1,41,43,0,0,1,1
2024,49500,30,027,006312,va,1,not Hispanic or Latino,White,Male,1,1,330000,0.75,3.00,1.0,1,1900,1000,500,100,800,360,0,0,0,0,0,0,500000,S,1,1,0,2,1,140000,35,2,2,1,1,N,N,1,1,1,1,1,1,60,62,0,0,1,1
2024,49500,21,187,007805,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,1,280000,0.78,5.75,2.0,2,1900,1200,700,120,1000,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,110000,38,3,3,1,1,Y,N,1,1,1,1,1,1,32,35,0,0,1,1
2024,50500,21,187,001473,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,1,320000,0.75,6.50,2.5,1,2300,1400,800,180,1000,360,0,0,0,0,0,0,500000,S,1,0,0,1,0,120000,42,3,3,1,1,Y,N,1,1,1,1,1,1,28,30,0,0,1,1
2024,49500,06,055,010112,fha,2,not Hispanic or Latino,White,Male,1,1,180000,0.85,3.50,1.2,1,1600,900,500,100,700,360,0,0,0,0,0,0,300000,B,1,1,0,1,2,60000,30,2,2,1,1,N,N,1,1,1,1,1,1,50,55,0,0,1,1
2024,50900,12,103,002356,conventional,1,not Hispanic or Latino,White,Female,1,2,260000,0.80,5.50,2.0,2,1800,1100,600,120,900,360,0,0,0,0,0,0,400000,S,1,0,0,1,0,100000,35,3,3,1,1,Y,N,1,1,1,1,1,1,27,30,0,0,1,1
2024,50200,36,119,013403,conventional,1,not Hispanic or Latino,White,Male,1,1,380000,0.80,6.00,2.3,2,2400,1500,800,180,1000,360,0,0,0,0,0,0,550000,S,1,0,0,1,0,160000,42,3,3,1,1,N,N,1,1,1,1,1,1,37,39,0,0,1,1
2024,51000,17,033,001514,fha,2,not Hispanic or Latino,White,Male,1,1,170000,0.88,3.75,1.2,1,1500,800,400,80,600,360,0,0,0,0,0,0,280000,B,1,1,0,1,2,75000,30,2,2,1,1,N,N,1,1,1,1,1,1,58,60,0,0,1,1
2024,50100,21,187,008142,conventional,1,Hispanic or Latino,Hispanic or Latino,Female,1,1,270000,0.75,5.75,2.5,1,1800,1100,600,120,900,360,0,0,0,0,0,0,450000,S,1,0,0,1,0,115000,38,3,3,1,1,Y,N,1,1,1,1,1,1,26,29,0,0,1,1
