activity_year,derived_msa-md,state_code,county_code,census_tract,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,loan_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,co-applicant_ethnicity-1,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,co-applicant_race-1,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution
2024,47900,22,041,040001,1,1,1,1,1,1,1,350000,0.83,6.25,2.75,1,15000,10000,3000,1000,1000,360,0,0,0,0,0,0,450000,1,1,2,1,9,1,9,125000,35,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040002,1,1,1,1,1,1,1,425000,0.82,6.75,3.00,1,17000,12000,2500,1500,1000,360,0,0,0,0,0,0,500000,1,1,2,1,5,1,9,150000,32,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040003,1,1,1,1,1,1,1,375000,0.80,6.50,2.75,1,16000,11500,3200,1200,1000,360,0,0,0,0,0,0,480000,1,1,2,1,5,1,9,130000,33,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040004,1,1,1,1,2,1,1,450000,0.85,7.00,3.25,1,18000,13000,2800,1200,1000,360,0,0,0,0,0,0,550000,1,2,1,1,5,1,9,160000,30,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040005,1,1,1,1,2,1,2,325000,0.78,5.75,2.25,1,13000,9000,1800,1000,1000,360,0,0,0,0,0,0,400000,1,1,2,1,7,1,9,110000,29,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040006,1,1,1,1,2,1,2,380000,0.82,5.50,1.75,1,14000,10500,2200,1000,1000,360,0,0,0,0,0,0,460000,1,1,2,1,5,1,9,125000,30,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040007,1,1,1,1,2,1,2,435000,0.78,6.00,2.85,1,16500,12500,2800,1000,1000,360,0,0,0,0,0,0,520000,1,1,2,1,5,1,9,140000,31,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040008,1,1,1,1,1,1,2,320000,0.80,6.25,2.60,1,12500,9000,1800,1000,1000,360,0,0,0,0,0,0,400000,1,1,2,1,3,1,9,100000,28,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040009,1,1,1,1,1,1,2,350000,0.85,6.50,3.00,1,14000,10500,2000,1000,1000,360,0,0,0,0,0,0,420000,1,1,2,1,5,1,9,115000,29,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040010,1,1,1,1,1,1,2,400000,0.82,6.25,2.75,1,16000,11500,2500,1000,1000,360,0,0,0,0,0,0,480000,1,1,2,1,7,1,9,130000,31,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
2024,47900,22,041,040011,1,1,1,1,2,1,3,280000,0.74,5.50,2.50,1,11000,8000,1600,1000,1000,360,0,0,0,0,0,0,380000,1,1,2,1,5,1,9,90000,29,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Yes",1
