"data_year","agency_type_name","state_abbr","state_name","incident_date","adult_victim_count","juvenile_victim_count","total_offender_count","adult_offender_count","juvenile_offender_count","offender_race","offender_ethnicity","victim_count","offense_name","total_individual_victims","location_name","bias_desc","victim_types","multiple_offense","multiple_bias"
"1992","Police Department","CA","California","1992-02-27","1","0","1","1","0","WHITE","WHITE","2","Vandalism","2","Los Angeles, CA","Racial Bias","Adult","N","Y"
"1993","Sheriff's Office","TX","Texas","1993-08-25","0","1","1","0","1","BLACK","HISPANIC OR LATINO","1","Intimidation","1","Houston, TX","Racial Bias","Juvenile","N","N"
"1993","Police Department","NY","New York","1993-03-21","1","0","1","1","0","ASIAN","ASIAN","2","Simple Assault","2","New York, NY","Racial Bias","Adult","N","Y"
"1992","Police Department","FL","Florida","1992-11-14","2","0","2","2","0","WHITE","WHITE","4","Vandalism","4","Miami, FL","Racial Bias","Adult","N","Y"
"1994","Police Department","IL","Illinois","1994-09-02","0","1","1","0","1","BLACK","BLACK","1","Simple Assault","1","Chicago, IL","Racial Bias","Juvenile","N","N"
"1995","Sheriff's Office","NC","North Carolina","1995-04-12","1","0","1","1","0","WHITE","WHITE","2","Simple Assault","2","Raleigh, NC","Racial Bias","Adult","N","Y"
"1994","Police Department","OH","Ohio","1994-01-15","0","2","2","0","2","HISPANIC OR LATINO","HISPANIC OR LATINO","2","Intimidation","2","Columbus, OH","Racial Bias","Juvenile","N","N"
"1993","Police Department","GA","Georgia","1993-06-20","2","0","2","2","0","BLACK","BLACK","4","Simple Assault","4","Atlanta, GA","Racial Bias","Adult","N","Y"
"1993","Sheriff's Office","MI","Michigan","1993-10-16","1","0","1","1","0","WHITE","WHITE","2","Intimidation","2","Detroit, MI","Racial Bias","Adult","N","Y"
"1995","Police Department","MA","Massachusetts","1995-07-25","0","1","1","0","1","ASIAN","ASIAN","1","Simple Assault","1","Boston, MA","Racial Bias","Juvenile","N","N"
"1992","Police Department","NV","Nevada","1992-05-01","2","0","2","2","0","WHITE","WHITE","4","Vandalism","4","Las Vegas, NV","Racial Bias","Adult","N","Y"
"1993","Police Department","CO","Colorado","1993-02-14","0","2","2","0","2","HISPANIC OR LATINO","HISPANIC OR LATINO","2","Intimidation","2","Denver, CO","Racial Bias","Juvenile","N","N"
